"num_samples","replay_buffer_size: 20000 (Replay size: partner OBL5) - _step","replay_buffer_size: 20000 (Replay size: partner OBL5) - _step__MIN","replay_buffer_size: 20000 (Replay size: partner OBL5) - _step__MAX","replay_buffer_size: 20000 (Replay size: partner OBL5) - perfect","replay_buffer_size: 20000 (Replay size: partner OBL5) - perfect__MIN","replay_buffer_size: 20000 (Replay size: partner OBL5) - perfect__MAX","replay_buffer_size: 50000 (Replay size: partner OBL5) - _step","replay_buffer_size: 50000 (Replay size: partner OBL5) - _step__MIN","replay_buffer_size: 50000 (Replay size: partner OBL5) - _step__MAX","replay_buffer_size: 50000 (Replay size: partner OBL5) - perfect","replay_buffer_size: 50000 (Replay size: partner OBL5) - perfect__MIN","replay_buffer_size: 50000 (Replay size: partner OBL5) - perfect__MAX","replay_buffer_size: 100000 (Replay size: partner OBL5) - _step","replay_buffer_size: 100000 (Replay size: partner OBL5) - _step__MIN","replay_buffer_size: 100000 (Replay size: partner OBL5) - _step__MAX","replay_buffer_size: 100000 (Replay size: partner OBL5) - perfect","replay_buffer_size: 100000 (Replay size: partner OBL5) - perfect__MIN","replay_buffer_size: 100000 (Replay size: partner OBL5) - perfect__MAX","replay_buffer_size: 150000 (Replay size: partner OBL5) - _step","replay_buffer_size: 150000 (Replay size: partner OBL5) - _step__MIN","replay_buffer_size: 150000 (Replay size: partner OBL5) - _step__MAX","replay_buffer_size: 150000 (Replay size: partner OBL5) - perfect","replay_buffer_size: 150000 (Replay size: partner OBL5) - perfect__MIN","replay_buffer_size: 150000 (Replay size: partner OBL5) - perfect__MAX"
"10467688","","","","","","","","","","","","","781","781","781","32.7","32.7","32.7","","","","","",""
"10468155","","","","","","","","","","","","","759","759","759","32.2","32.2","32.2","","","","","",""
"10470401","","","","","","","","","","","","","754","754","754","35.8","35.8","35.8","","","","","",""
"10471770","","","","","","","","","","","","","749","749","749","35.699999999999996","35.699999999999996","35.699999999999996","","","","","",""
"10471982","","","","","","","777","777","777","37.9","37.9","37.9","","","","","","","","","","","",""
"10472249","","","","","","","","","","","","","767","767","767","33.300000000000004","33.300000000000004","33.300000000000004","","","","","",""
"10473603","","","","","","","","","","","","","","","","","","","755","755","755","34.2","34.2","34.2"
"10477005","","","","","","","","","","","","","774","774","774","34.1","34.1","34.1","","","","","",""
"10478440","","","","","","","780","780","780","36.4","36.4","36.4","","","","","","","","","","","",""
"10479657","","","","","","","743","743","743","34.8","34.8","34.8","","","","","","","","","","","",""
"10480235","","","","","","","","","","","","","770","770","770","34.300000000000004","34.300000000000004","34.300000000000004","","","","","",""
"10480821","","","","","","","","","","","","","","","","","","","767","767","767","33.4","33.4","33.4"
"10481357","","","","","","","","","","","","","782","782","782","35.9","35.9","35.9","","","","","",""
"10481634","","","","","","","","","","","","","760","760","760","36.7","36.7","36.7","","","","","",""
"10484577","","","","","","","","","","","","","755","755","755","35.3","35.3","35.3","","","","","",""
"10485901","","","","","","","778","778","778","35.4","35.4","35.4","","","","","","","","","","","",""
"10485906","","","","","","","","","","","","","750","750","750","36.6","36.6","36.6","","","","","",""
"10486323","","","","","","","","","","","","","768","768","768","36.8","36.8","36.8","","","","","",""
"10487680","","","","","","","","","","","","","","","","","","","756","756","756","35.8","35.8","35.8"
"10490362","","","","","","","","","","","","","775","775","775","35.699999999999996","35.699999999999996","35.699999999999996","","","","","",""
"10491040","","","","","","","781","781","781","35.099999999999994","35.099999999999994","35.099999999999994","","","","","","","","","","","",""
"10494055","","","","","","","","","","","","","","","","","","","768","768","768","32.2","32.2","32.2"
"10494082","","","","","","","744","744","744","35.699999999999996","35.699999999999996","35.699999999999996","","","","","","","","","","","",""
"10494507","","","","","","","","","","","","","771","771","771","32.1","32.1","32.1","","","","","",""
"10494991","","","","","","","","","","","","","783","783","783","34.300000000000004","34.300000000000004","34.300000000000004","","","","","",""
"10495192","","","","","","","","","","","","","761","761","761","35.099999999999994","35.099999999999994","35.099999999999994","","","","","",""
"10498475","","","","","","","","","","","","","756","756","756","37","37","37","","","","","",""
"10499681","","","","","","","779","779","779","35.699999999999996","35.699999999999996","35.699999999999996","","","","","","","","","","","",""
"10500112","","","","","","","","","","","","","769","769","769","37","37","37","","","","","",""
"10500160","","","","","","","","","","","","","751","751","751","35.4","35.4","35.4","","","","","",""
"10501429","","","","","","","","","","","","","","","","","","","757","757","757","34.599999999999994","34.599999999999994","34.599999999999994"
"10503915","","","","","","","782","782","782","36.5","36.5","36.5","","","","","","","","","","","",""
"10504190","","","","","","","","","","","","","776","776","776","36.3","36.3","36.3","","","","","",""
"10507885","","","","","","","","","","","","","772","772","772","33.5","33.5","33.5","","","","","",""
"10508251","","","","","","","","","","","","","","","","","","","769","769","769","36.4","36.4","36.4"
"10508561","","","","","","","745","745","745","36.9","36.9","36.9","","","","","","","","","","","",""
"10508935","","","","","","","","","","","","","784","784","784","36.9","36.9","36.9","","","","","",""
"10509636","","","","","","","","","","","","","762","762","762","34.9","34.9","34.9","","","","","",""
"10512244","","","","","","","","","","","","","757","757","757","36.5","36.5","36.5","","","","","",""
"10513950","","","","","","","","","","","","","770","770","770","33.300000000000004","33.300000000000004","33.300000000000004","","","","","",""
"10514583","","","","","","","780","780","780","33.900000000000006","33.900000000000006","33.900000000000006","","","","","","","","","","","",""
"10515036","","","","","","","","","","","","","","","","","","","758","758","758","37.1","37.1","37.1"
"10515178","","","","","","","","","","","","","752","752","752","34.699999999999996","34.699999999999996","34.699999999999996","","","","","",""
"10516940","","","","","","","783","783","783","37.2","37.2","37.2","","","","","","","","","","","",""
"10517731","","","","","","","","","","","","","777","777","777","34.1","34.1","34.1","","","","","",""
"10521132","","","","","","","","","","","","","773","773","773","37","37","37","","","","","",""
"10522256","","","","","","","","","","","","","","","","","","","770","770","770","33.7","33.7","33.7"
"10522450","","","","","","","","","","","","","785","785","785","33.7","33.7","33.7","","","","","",""
"10522681","","","","","","","746","746","746","37.5","37.5","37.5","","","","","","","","","","","",""
"10523691","","","","","","","","","","","","","763","763","763","35.5","35.5","35.5","","","","","",""
"10526913","","","","","","","","","","","","","758","758","758","34","34","34","","","","","",""
"10528133","","","","","","","","","","","","","771","771","771","36.3","36.3","36.3","","","","","",""
"10528829","","","","","","","","","","","","","","","","","","","759","759","759","36.1","36.1","36.1"
"10528899","","","","","","","781","781","781","37","37","37","","","","","","","","","","","",""
"10529507","","","","","","","","","","","","","753","753","753","36.1","36.1","36.1","","","","","",""
"10529672","","","","","","","784","784","784","36","36","36","","","","","","","","","","","",""
"10531251","","","","","","","","","","","","","778","778","778","34.699999999999996","34.699999999999996","34.699999999999996","","","","","",""
"10534503","","","","","","","","","","","","","774","774","774","36","36","36","","","","","",""
"10535954","","","","","","","","","","","","","786","786","786","36.199999999999996","36.199999999999996","36.199999999999996","","","","","",""
"10536225","","","","","","","","","","","","","","","","","","","771","771","771","34.5","34.5","34.5"
"10536831","","","","","","","747","747","747","33.800000000000004","33.800000000000004","33.800000000000004","","","","","","","","","","","",""
"10537441","","","","","","","","","","","","","764","764","764","36.5","36.5","36.5","","","","","",""
"10541594","","","","","","","","","","","","","759","759","759","35.3","35.3","35.3","","","","","",""
"10541822","","","","","","","","","","","","","772","772","772","36.1","36.1","36.1","","","","","",""
"10542607","","","","","","","785","785","785","33.7","33.7","33.7","","","","","","","","","","","",""
"10542951","","","","","","","","","","","","","","","","","","","760","760","760","35.699999999999996","35.699999999999996","35.699999999999996"
"10543175","","","","","","","782","782","782","38.4","38.4","38.4","","","","","","","","","","","",""
"10543558","","","","","","","","","","","","","754","754","754","33.800000000000004","33.800000000000004","33.800000000000004","","","","","",""
"10544887","","","","","","","","","","","","","779","779","779","35.099999999999994","35.099999999999994","35.099999999999994","","","","","",""
"10548491","","","","","","","","","","","","","775","775","775","36.3","36.3","36.3","","","","","",""
"10549256","","","","","","","","","","","","","787","787","787","34.599999999999994","34.599999999999994","34.599999999999994","","","","","",""
"10550105","","","","","","","","","","","","","","","","","","","772","772","772","32.4","32.4","32.4"
"10551081","","","","","","","","","","","","","765","765","765","34.300000000000004","34.300000000000004","34.300000000000004","","","","","",""
"10551415","","","","","","","748","748","748","34.4","34.4","34.4","","","","","","","","","","","",""
"10555637","","","","","","","786","786","786","35.199999999999996","35.199999999999996","35.199999999999996","","","","","","","","","","","",""
"10556023","","","","","","","","","","","","","760","760","760","36.3","36.3","36.3","","","","","",""
"10556174","","","","","","","","","","","","","773","773","773","35.5","35.5","35.5","","","","","",""
"10556801","","","","","","","","","","","","","","","","","","","761","761","761","34.2","34.2","34.2"
"10557419","","","","","","","","","","","","","755","755","755","34.2","34.2","34.2","","","","","",""
"10558206","","","","","","","783","783","783","34.9","34.9","34.9","","","","","","","","","","","",""
"10558686","","","","","","","","","","","","","780","780","780","35","35","35","","","","","",""
"10562456","","","","","","","","","","","","","776","776","776","33.6","33.6","33.6","","","","","",""
"10562723","","","","","","","","","","","","","788","788","788","34.599999999999994","34.599999999999994","34.599999999999994","","","","","",""
"10564036","","","","","","","","","","","","","","","","","","","773","773","773","35.8","35.8","35.8"
"10564516","","","","","","","","","","","","","766","766","766","36.7","36.7","36.7","","","","","",""
"10565128","","","","","","","749","749","749","37.2","37.2","37.2","","","","","","","","","","","",""
"10568859","","","","","","","787","787","787","33.300000000000004","33.300000000000004","33.300000000000004","","","","","","","","","","","",""
"10569566","","","","","","","","","","","","","774","774","774","37","37","37","","","","","",""
"10570338","","","","","","","","","","","","","","","","","","","762","762","762","34.2","34.2","34.2"
"10570500","","","","","","","","","","","","","761","761","761","34.1","34.1","34.1","","","","","",""
"10571502","","","","","","","","","","","","","756","756","756","34.1","34.1","34.1","","","","","",""
"10572456","","","","","","","","","","","","","781","781","781","34.4","34.4","34.4","","","","","",""
"10573024","","","","","","","784","784","784","36.5","36.5","36.5","","","","","","","","","","","",""
"10576041","","","","","","","","","","","","","789","789","789","34.1","34.1","34.1","","","","","",""
"10576220","","","","","","","","","","","","","777","777","777","32.5","32.5","32.5","","","","","",""
"10578220","","","","","","","","","","","","","767","767","767","33.800000000000004","33.800000000000004","33.800000000000004","","","","","",""
"10578593","","","","","","","","","","","","","","","","","","","774","774","774","34.5","34.5","34.5"
"10580159","","","","","","","750","750","750","36.199999999999996","36.199999999999996","36.199999999999996","","","","","","","","","","","",""
"10581664","","","","","","","788","788","788","37.4","37.4","37.4","","","","","","","","","","","",""
"10582974","","","","","","","","","","","","","775","775","775","34.699999999999996","34.699999999999996","34.699999999999996","","","","","",""
"10584298","","","","","","","","","","","","","762","762","762","34.8","34.8","34.8","","","","","",""
"10584451","","","","","","","","","","","","","","","","","","","763","763","763","35.8","35.8","35.8"
"10585636","","","","","","","","","","","","","757","757","757","33.800000000000004","33.800000000000004","33.800000000000004","","","","","",""
"10586008","","","","","","","","","","","","","782","782","782","36.7","36.7","36.7","","","","","",""
"10587358","","","","","","","785","785","785","33.7","33.7","33.7","","","","","","","","","","","",""
"10589629","","","","","","","","","","","","","778","778","778","35.9","35.9","35.9","","","","","",""
"10589659","","","","","","","","","","","","","790","790","790","33.6","33.6","33.6","","","","","",""
"10591945","","","","","","","","","","","","","768","768","768","35.8","35.8","35.8","","","","","",""
"10592580","","","","","","","","","","","","","","","","","","","775","775","775","34.599999999999994","34.599999999999994","34.599999999999994"
"10594345","","","","","","","789","789","789","33.900000000000006","33.900000000000006","33.900000000000006","","","","","","","","","","","",""
"10594755","","","","","","","751","751","751","34.2","34.2","34.2","","","","","","","","","","","",""
"10596550","","","","","","","","","","","","","776","776","776","33.800000000000004","33.800000000000004","33.800000000000004","","","","","",""
"10598309","","","","","","","","","","","","","","","","","","","764","764","764","36.3","36.3","36.3"
"10599427","","","","","","","","","","","","","758","758","758","35","35","35","","","","","",""
"10599433","","","","","","","","","","","","","763","763","763","34.9","34.9","34.9","","","","","",""
"10599628","","","","","","","","","","","","","783","783","783","34.1","34.1","34.1","","","","","",""
"10601223","","","","","","","786","786","786","33.800000000000004","33.800000000000004","33.800000000000004","","","","","","","","","","","",""
"10603418","","","","","","","","","","","","","779","779","779","33.800000000000004","33.800000000000004","33.800000000000004","","","","","",""
"10603531","","","","","","","","","","","","","791","791","791","36.6","36.6","36.6","","","","","",""
"10605497","","","","","","","","","","","","","769","769","769","33.6","33.6","33.6","","","","","",""
"10606930","","","","","","","","","","","","","","","","","","","776","776","776","34","34","34"
"10607442","","","","","","","790","790","790","34.5","34.5","34.5","","","","","","","","","","","",""
"10609192","","","","","","","752","752","752","34.2","34.2","34.2","","","","","","","","","","","",""
"10610474","","","","","","","","","","","","","777","777","777","35.5","35.5","35.5","","","","","",""
"10612646","","","","","","","","","","","","","","","","","","","765","765","765","37","37","37"
"10613181","","","","","","","","","","","","","784","784","784","37.4","37.4","37.4","","","","","",""
"10613469","","","","","","","","","","","","","764","764","764","36.4","36.4","36.4","","","","","",""
"10613519","","","","","","","","","","","","","759","759","759","34.8","34.8","34.8","","","","","",""
"10615939","","","","","","","787","787","787","34.300000000000004","34.300000000000004","34.300000000000004","","","","","","","","","","","",""
"10617021","","","","","","","","","","","","","792","792","792","36.6","36.6","36.6","","","","","",""
"10617053","","","","","","","","","","","","","780","780","780","33.4","33.4","33.4","","","","","",""
"10619409","","","","","","","","","","","","","770","770","770","35.6","35.6","35.6","","","","","",""
"10620585","","","","","","","","","","","","","","","","","","","777","777","777","36.5","36.5","36.5"
"10620666","","","","","","","791","791","791","36.4","36.4","36.4","","","","","","","","","","","",""
"10623800","","","","","","","753","753","753","36.199999999999996","36.199999999999996","36.199999999999996","","","","","","","","","","","",""
"10624350","","","","","","","","","","","","","778","778","778","34.699999999999996","34.699999999999996","34.699999999999996","","","","","",""
"10626695","","","","","","","","","","","","","785","785","785","32","32","32","","","","","",""
"10626818","","","","","","","","","","","","","","","","","","","766","766","766","33.1","33.1","33.1"
"10627708","","","","","","","","","","","","","765","765","765","35.8","35.8","35.8","","","","","",""
"10627877","","","","","","","","","","","","","760","760","760","39.7","39.7","39.7","","","","","",""
"10629308","","","","","","","788","788","788","34.599999999999994","34.599999999999994","34.599999999999994","","","","","","","","","","","",""
"10630629","","","","","","","","","","","","","793","793","793","34.4","34.4","34.4","","","","","",""
"10631304","","","","","","","","","","","","","781","781","781","35.4","35.4","35.4","","","","","",""
"10633329","","","","","","","","","","","","","771","771","771","33.900000000000006","33.900000000000006","33.900000000000006","","","","","",""
"10633412","","","","","","","792","792","792","32","32","32","","","","","","","","","","","",""
"10634196","","","","","","","","","","","","","","","","","","","778","778","778","36.1","36.1","36.1"
"10637557","","","","","","","754","754","754","36.3","36.3","36.3","","","","","","","","","","","",""
"10637873","","","","","","","","","","","","","779","779","779","34.9","34.9","34.9","","","","","",""
"10640581","","","","","","","","","","","","","","","","","","","767","767","767","36.3","36.3","36.3"
"10640824","","","","","","","","","","","","","786","786","786","34.699999999999996","34.699999999999996","34.699999999999996","","","","","",""
"10641551","","","","","","","","","","","","","761","761","761","34.699999999999996","34.699999999999996","34.699999999999996","","","","","",""
"10642606","","","","","","","","","","","","","766","766","766","33.300000000000004","33.300000000000004","33.300000000000004","","","","","",""
"10642740","","","","","","","789","789","789","36.1","36.1","36.1","","","","","","","","","","","",""
"10644080","","","","","","","","","","","","","794","794","794","35","35","35","","","","","",""
"10644748","","","","","","","","","","","","","782","782","782","34.699999999999996","34.699999999999996","34.699999999999996","","","","","",""
"10646057","","","","","","","793","793","793","35.8","35.8","35.8","","","","","","","","","","","",""
"10647280","","","","","","","","","","","","","772","772","772","33.800000000000004","33.800000000000004","33.800000000000004","","","","","",""
"10648297","","","","","","","","","","","","","","","","","","","779","779","779","36.3","36.3","36.3"
"10651799","","","","","","","","","","","","","780","780","780","35.3","35.3","35.3","","","","","",""
"10652110","","","","","","","755","755","755","34.1","34.1","34.1","","","","","","","","","","","",""
"10654217","","","","","","","","","","","","","787","787","787","35.8","35.8","35.8","","","","","",""
"10654715","","","","","","","","","","","","","","","","","","","768","768","768","33.300000000000004","33.300000000000004","33.300000000000004"
"10656136","","","","","","","","","","","","","762","762","762","34.1","34.1","34.1","","","","","",""
"10656495","","","","","","","790","790","790","34.300000000000004","34.300000000000004","34.300000000000004","","","","","","","","","","","",""
"10657037","","","","","","","","","","","","","767","767","767","33.7","33.7","33.7","","","","","",""
"10657787","","","","","","","","","","","","","795","795","795","36.6","36.6","36.6","","","","","",""
"10658740","","","","","","","","","","","","","783","783","783","33.800000000000004","33.800000000000004","33.800000000000004","","","","","",""
"10658851","","","","","","","794","794","794","36.3","36.3","36.3","","","","","","","","","","","",""
"10660449","","","","","","","","","","","","","773","773","773","36.199999999999996","36.199999999999996","36.199999999999996","","","","","",""
"10661964","","","","","","","","","","","","","","","","","","","780","780","780","38.6","38.6","38.6"
"10665407","","","","","","","","","","","","","781","781","781","33.4","33.4","33.4","","","","","",""
"10666624","","","","","","","756","756","756","36.4","36.4","36.4","","","","","","","","","","","",""
"10668214","","","","","","","","","","","","","788","788","788","35","35","35","","","","","",""
"10668695","","","","","","","","","","","","","","","","","","","769","769","769","35.699999999999996","35.699999999999996","35.699999999999996"
"10669857","","","","","","","","","","","","","763","763","763","34","34","34","","","","","",""
"10670649","","","","","","","791","791","791","37.5","37.5","37.5","","","","","","","","","","","",""
"10671032","","","","","","","","","","","","","768","768","768","34.2","34.2","34.2","","","","","",""
"10671795","","","","","","","795","795","795","35.099999999999994","35.099999999999994","35.099999999999994","","","","","","","","","","","",""
"10671799","","","","","","","","","","","","","796","796","796","33.2","33.2","33.2","","","","","",""
"10672537","","","","","","","","","","","","","784","784","784","35.6","35.6","35.6","","","","","",""
"10674428","","","","","","","","","","","","","774","774","774","35.4","35.4","35.4","","","","","",""
"10675841","","","","","","","","","","","","","","","","","","","781","781","781","37.6","37.6","37.6"
"10679012","","","","","","","","","","","","","782","782","782","36.8","36.8","36.8","","","","","",""
"10680513","","","","","","","757","757","757","35.6","35.6","35.6","","","","","","","","","","","",""
"10681842","","","","","","","","","","","","","789","789","789","35.4","35.4","35.4","","","","","",""
"10683255","","","","","","","","","","","","","","","","","","","770","770","770","35.199999999999996","35.199999999999996","35.199999999999996"
"10683767","","","","","","","","","","","","","764","764","764","38.5","38.5","38.5","","","","","",""
"10684936","","","","","","","796","796","796","36.6","36.6","36.6","","","","","","","","","","","",""
"10685072","","","","","","","792","792","792","35.099999999999994","35.099999999999994","35.099999999999994","","","","","","","","","","","",""
"10685104","","","","","","","","","","","","","769","769","769","35.5","35.5","35.5","","","","","",""
"10685280","","","","","","","","","","","","","797","797","797","38.4","38.4","38.4","","","","","",""
"10686611","","","","","","","","","","","","","785","785","785","34","34","34","","","","","",""
"10687651","","","","","","","","","","","","","775","775","775","34.599999999999994","34.599999999999994","34.599999999999994","","","","","",""
"10689779","","","","","","","","","","","","","","","","","","","782","782","782","35.9","35.9","35.9"
"10692282","","","","","","","","","","","","","783","783","783","35","35","35","","","","","",""
"10695203","","","","","","","758","758","758","36.5","36.5","36.5","","","","","","","","","","","",""
"10695272","","","","","","","","","","","","","790","790","790","35.8","35.8","35.8","","","","","",""
"10697537","","","","","","","","","","","","","","","","","","","771","771","771","35.699999999999996","35.699999999999996","35.699999999999996"
"10697708","","","","","","","797","797","797","35.6","35.6","35.6","","","","","","","","","","","",""
"10698527","","","","","","","","","","","","","765","765","765","37.2","37.2","37.2","","","","","",""
"10698742","","","","","","","","","","","","","798","798","798","37","37","37","","","","","",""
"10698965","","","","","","","793","793","793","34.599999999999994","34.599999999999994","34.599999999999994","","","","","","","","","","","",""
"10699945","","","","","","","","","","","","","770","770","770","34.300000000000004","34.300000000000004","34.300000000000004","","","","","",""
"10700299","","","","","","","","","","","","","786","786","786","33.300000000000004","33.300000000000004","33.300000000000004","","","","","",""
"10701742","","","","","","","","","","","","","776","776","776","36.6","36.6","36.6","","","","","",""
"10703959","","","","","","","","","","","","","","","","","","","783","783","783","36","36","36"
"10706530","","","","","","","","","","","","","784","784","784","37.6","37.6","37.6","","","","","",""
"10708964","","","","","","","","","","","","","791","791","791","35","35","35","","","","","",""
"10709292","","","","","","","759","759","759","34.599999999999994","34.599999999999994","34.599999999999994","","","","","","","","","","","",""
"10710603","","","","","","","798","798","798","36.6","36.6","36.6","","","","","","","","","","","",""
"10711821","","","","","","","","","","","","","","","","","","","772","772","772","36.3","36.3","36.3"
"10712199","","","","","","","","","","","","","799","799","799","36.8","36.8","36.8","","","","","",""
"10712565","","","","","","","794","794","794","36.9","36.9","36.9","","","","","","","","","","","",""
"10712780","","","","","","","","","","","","","766","766","766","34.1","34.1","34.1","","","","","",""
"10713774","","","","","","","","","","","","","771","771","771","35.9","35.9","35.9","","","","","",""
"10714075","","","","","","","","","","","","","787","787","787","34.4","34.4","34.4","","","","","",""
"10715728","","","","","","","","","","","","","777","777","777","33.900000000000006","33.900000000000006","33.900000000000006","","","","","",""
"10717871","","","","","","","","","","","","","","","","","","","784","784","784","38.4","38.4","38.4"
"10720033","","","","","","","","","","","","","785","785","785","32.9","32.9","32.9","","","","","",""
"10722316","","","","","","","","","","","","","792","792","792","34.2","34.2","34.2","","","","","",""
"10723272","","","","","","","799","799","799","37.6","37.6","37.6","","","","","","","","","","","",""
"10723488","","","","","","","760","760","760","35.4","35.4","35.4","","","","","","","","","","","",""
"10725598","","","","","","","","","","","","","","","","","","","773","773","773","38.3","38.3","38.3"
"10725930","","","","","","","","","","","","","800","800","800","35.8","35.8","35.8","","","","","",""
"10726459","","","","","","","795","795","795","35.099999999999994","35.099999999999994","35.099999999999994","","","","","","","","","","","",""
"10726895","","","","","","","","","","","","","767","767","767","33.900000000000006","33.900000000000006","33.900000000000006","","","","","",""
"10727859","","","","","","","","","","","","","788","788","788","33.4","33.4","33.4","","","","","",""
"10728198","","","","","","","","","","","","","772","772","772","36.9","36.9","36.9","","","","","",""
"10729186","","","","","","","","","","","","","778","778","778","33.1","33.1","33.1","","","","","",""
"10731668","","","","","","","","","","","","","","","","","","","785","785","785","36.5","36.5","36.5"
"10733757","","","","","","","","","","","","","786","786","786","35.5","35.5","35.5","","","","","",""
"10735736","","","","","","","","","","","","","793","793","793","35.099999999999994","35.099999999999994","35.099999999999994","","","","","",""
"10736402","","","","","","","800","800","800","36.8","36.8","36.8","","","","","","","","","","","",""
"10738115","","","","","","","761","761","761","35","35","35","","","","","","","","","","","",""
"10739447","","","","","","","","","","","","","","","","","","","774","774","774","37.8","37.8","37.8"
"10739539","","","","","","","","","","","","","801","801","801","34.599999999999994","34.599999999999994","34.599999999999994","","","","","",""
"10740401","","","","","","","796","796","796","35.699999999999996","35.699999999999996","35.699999999999996","","","","","","","","","","","",""
"10741123","","","","","","","","","","","","","768","768","768","33.2","33.2","33.2","","","","","",""
"10741540","","","","","","","","","","","","","789","789","789","34.4","34.4","34.4","","","","","",""
"10742480","","","","","","","","","","","","","773","773","773","37.7","37.7","37.7","","","","","",""
"10743040","","","","","","","","","","","","","779","779","779","35.099999999999994","35.099999999999994","35.099999999999994","","","","","",""
"10745905","","","","","","","","","","","","","","","","","","","786","786","786","37.9","37.9","37.9"
"10747514","","","","","","","","","","","","","787","787","787","35.699999999999996","35.699999999999996","35.699999999999996","","","","","",""
"10749141","","","","","","","801","801","801","34","34","34","","","","","","","","","","","",""
"10749249","","","","","","","","","","","","","794","794","794","34.599999999999994","34.599999999999994","34.599999999999994","","","","","",""
"10752513","","","","","","","762","762","762","36.9","36.9","36.9","","","","","","","","","","","",""
"10753249","","","","","","","","","","","","","802","802","802","33.2","33.2","33.2","","","","","",""
"10753353","","","","","","","","","","","","","","","","","","","775","775","775","33.900000000000006","33.900000000000006","33.900000000000006"
"10753728","","","","","","","797","797","797","39.900000000000006","39.900000000000006","39.900000000000006","","","","","","","","","","","",""
"10754901","","","","","","","","","","","","","769","769","769","34.5","34.5","34.5","","","","","",""
"10755565","","","","","","","","","","","","","790","790","790","33.1","33.1","33.1","","","","","",""
"10756078","","","","","","","","","","","","","774","774","774","38.3","38.3","38.3","","","","","",""
"10756930","","","","","","","","","","","","","780","780","780","33.900000000000006","33.900000000000006","33.900000000000006","","","","","",""
"10760272","","","","","","","","","","","","","","","","","","","787","787","787","33.900000000000006","33.900000000000006","33.900000000000006"
"10761219","","","","","","","","","","","","","788","788","788","35.4","35.4","35.4","","","","","",""
"10762178","","","","","","","802","802","802","35.4","35.4","35.4","","","","","","","","","","","",""
"10762248","","","","","","","","","","","","","795","795","795","30.599999999999998","30.599999999999998","30.599999999999998","","","","","",""
"10766474","","","","","","","","","","","","","803","803","803","34.599999999999994","34.599999999999994","34.599999999999994","","","","","",""
"10766941","","","","","","","763","763","763","37.6","37.6","37.6","","","","","","","","","","","",""
"10767130","","","","","","","798","798","798","36.1","36.1","36.1","","","","","","","","","","","",""
"10768073","","","","","","","","","","","","","","","","","","","776","776","776","34.9","34.9","34.9"
"10768712","","","","","","","","","","","","","770","770","770","34.9","34.9","34.9","","","","","",""
"10769358","","","","","","","","","","","","","791","791","791","32.800000000000004","32.800000000000004","32.800000000000004","","","","","",""
"10770641","","","","","","","","","","","","","781","781","781","36.4","36.4","36.4","","","","","",""
"10770649","","","","","","","","","","","","","775","775","775","33.5","33.5","33.5","","","","","",""
"10774305","","","","","","","","","","","","","","","","","","","788","788","788","36.5","36.5","36.5"
"10774706","","","","","","","803","803","803","35.9","35.9","35.9","","","","","","","","","","","",""
"10775358","","","","","","","","","","","","","789","789","789","34.9","34.9","34.9","","","","","",""
"10775989","","","","","","","","","","","","","796","796","796","36.5","36.5","36.5","","","","","",""
"10780371","","","","","","","","","","","","","804","804","804","35.6","35.6","35.6","","","","","",""
"10780792","","","","","","","764","764","764","37.3","37.3","37.3","","","","","","","","","","","",""
"10781304","","","","","","","799","799","799","36","36","36","","","","","","","","","","","",""
"10782454","","","","","","","","","","","","","","","","","","","777","777","777","33.900000000000006","33.900000000000006","33.900000000000006"
"10782866","","","","","","","","","","","","","771","771","771","34.599999999999994","34.599999999999994","34.599999999999994","","","","","",""
"10783043","","","","","","","","","","","","","792","792","792","35.9","35.9","35.9","","","","","",""
"10783918","","","","","","","","","","","","","782","782","782","34.699999999999996","34.699999999999996","34.699999999999996","","","","","",""
"10784863","","","","","","","","","","","","","776","776","776","33.6","33.6","33.6","","","","","",""
"10787573","","","","","","","804","804","804","35.099999999999994","35.099999999999994","35.099999999999994","","","","","","","","","","","",""
"10788211","","","","","","","","","","","","","","","","","","","789","789","789","34.4","34.4","34.4"
"10789369","","","","","","","","","","","","","790","790","790","37.2","37.2","37.2","","","","","",""
"10789492","","","","","","","","","","","","","797","797","797","36.9","36.9","36.9","","","","","",""
"10793566","","","","","","","","","","","","","805","805","805","37.2","37.2","37.2","","","","","",""
"10795733","","","","","","","765","765","765","34.5","34.5","34.5","","","","","","","","","","","",""
"10796229","","","","","","","","","","","","","","","","","","","778","778","778","39.2","39.2","39.2"
"10796924","","","","","","","","","","","","","772","772","772","33.7","33.7","33.7","","","","","",""
"10796981","","","","","","","","","","","","","793","793","793","33.1","33.1","33.1","","","","","",""
"10797714","","","","","","","","","","","","","783","783","783","33.2","33.2","33.2","","","","","",""
"10799204","","","","","","","","","","","","","777","777","777","37","37","37","","","","","",""
"10800082","","","","","","","805","805","805","38.2","38.2","38.2","","","","","","","","","","","",""
"10801902","","","","","","","","","","","","","","","","","","","790","790","790","37.1","37.1","37.1"
"10802936","","","","","","","","","","","","","798","798","798","38.9","38.9","38.9","","","","","",""
"10803425","","","","","","","","","","","","","791","791","791","37.3","37.3","37.3","","","","","",""
"10807116","","","","","","","","","","","","","806","806","806","36.5","36.5","36.5","","","","","",""
"10810206","","","","","","","","","","","","","","","","","","","779","779","779","35.5","35.5","35.5"
"10810484","","","","","","","766","766","766","35.9","35.9","35.9","","","","","","","","","","","",""
