"num_samples","replay_buffer_size: 20000 (Replay size: partner IQL) - _step","replay_buffer_size: 20000 (Replay size: partner IQL) - _step__MIN","replay_buffer_size: 20000 (Replay size: partner IQL) - _step__MAX","replay_buffer_size: 20000 (Replay size: partner IQL) - score","replay_buffer_size: 20000 (Replay size: partner IQL) - score__MIN","replay_buffer_size: 20000 (Replay size: partner IQL) - score__MAX","replay_buffer_size: 50000 (Replay size: partner IQL) - _step","replay_buffer_size: 50000 (Replay size: partner IQL) - _step__MIN","replay_buffer_size: 50000 (Replay size: partner IQL) - _step__MAX","replay_buffer_size: 50000 (Replay size: partner IQL) - score","replay_buffer_size: 50000 (Replay size: partner IQL) - score__MIN","replay_buffer_size: 50000 (Replay size: partner IQL) - score__MAX","replay_buffer_size: 100000 (Replay size: partner IQL) - _step","replay_buffer_size: 100000 (Replay size: partner IQL) - _step__MIN","replay_buffer_size: 100000 (Replay size: partner IQL) - _step__MAX","replay_buffer_size: 100000 (Replay size: partner IQL) - score","replay_buffer_size: 100000 (Replay size: partner IQL) - score__MIN","replay_buffer_size: 100000 (Replay size: partner IQL) - score__MAX","replay_buffer_size: 150000 (Replay size: partner IQL) - _step","replay_buffer_size: 150000 (Replay size: partner IQL) - _step__MIN","replay_buffer_size: 150000 (Replay size: partner IQL) - _step__MAX","replay_buffer_size: 150000 (Replay size: partner IQL) - score","replay_buffer_size: 150000 (Replay size: partner IQL) - score__MIN","replay_buffer_size: 150000 (Replay size: partner IQL) - score__MAX","replay_buffer_size: 200000 (Replay size: partner IQL) - _step","replay_buffer_size: 200000 (Replay size: partner IQL) - _step__MIN","replay_buffer_size: 200000 (Replay size: partner IQL) - _step__MAX","replay_buffer_size: 200000 (Replay size: partner IQL) - score","replay_buffer_size: 200000 (Replay size: partner IQL) - score__MIN","replay_buffer_size: 200000 (Replay size: partner IQL) - score__MAX"
"5831997","","","","","","","537","537","537","23.147","23.147","23.147","","","","","","","","","","","","","","","","","",""
"5832453","555","555","555","22.887","22.887","22.887","","","","","","","","","","","","","","","","","","","","","","","",""
"5833559","","","","","","","","","","","","","402","402","402","23.073","23.073","23.073","","","","","","","","","","","",""
"5834013","","","","","","","","","","","","","539","539","539","23.064","23.064","23.064","","","","","","","","","","","",""
"5834243","","","","","","","","","","","","","","","","","","","405","405","405","23.135","23.135","23.135","","","","","",""
"5834796","","","","","","","406","406","406","23.259","23.259","23.259","","","","","","","","","","","","","","","","","",""
"5834935","","","","","","","","","","","","","398","398","398","23.403","23.403","23.403","","","","","","","","","","","",""
"5834994","","","","","","","","","","","","","387","387","387","23.159","23.159","23.159","","","","","","","","","","","",""
"5836629","","","","","","","","","","","","","","","","","","","398","398","398","23.318","23.318","23.318","","","","","",""
"5837506","","","","","","","","","","","","","392","392","392","23.211","23.211","23.211","","","","","","","","","","","",""
"5839517","547","547","547","22.826","22.826","22.826","","","","","","","","","","","","","","","","","","","","","","","",""
"5840298","","","","","","","404","404","404","23.235","23.235","23.235","","","","","","","","","","","","","","","","","",""
"5841603","","","","","","","","","","","","","403","403","403","23.235","23.235","23.235","","","","","","","","","","","",""
"5842122","","","","","","","495","495","495","23.15","23.15","23.15","","","","","","","","","","","","","","","","","",""
"5842592","","","","","","","552","552","552","22.989","22.989","22.989","","","","","","","","","","","","","","","","","",""
"5842917","556","556","556","22.865","22.865","22.865","538","538","538","23.062","23.062","23.062","","","","","","","","","","","","","","","","","",""
"5843058","530","530","530","22.719","22.719","22.719","","","","","","","","","","","","","","","","","","","","","","","",""
"5844567","","","","","","","446","446","446","23.234","23.234","23.234","","","","","","","","","","","","","","","","","",""
"5845575","","","","","","","","","","","","","540","540","540","23.079","23.079","23.079","","","","","","","","","","","",""
"5845873","","","","","","","","","","","","","","","","","","","396","396","396","23.108","23.108","23.108","","","","","",""
"5846399","","","","","","","","","","","","","401","401","401","23.309","23.309","23.309","","","","","","","","","","","",""
"5847913","","","","","","","","","","","","","403","403","403","23.164","23.164","23.164","","","","","","","","","","","",""
"5848865","","","","","","","","","","","","","","","","","","","406","406","406","23.349","23.349","23.349","","","","","",""
"5849007","","","","","","","407","407","407","23.262","23.262","23.262","","","","","","","","","","","","","","","","","",""
"5849482","","","","","","","","","","","","","399","399","399","23.27","23.27","23.27","","","","","","","","","","","",""
"5850220","","","","","","","","","","","","","388","388","388","23.309","23.309","23.309","","","","","","","","","","","",""
"5850364","548","548","548","22.958","22.958","22.958","","","","","","","","","","","","","","","","","","","","","","","",""
"5851620","","","","","","","","","","","","","","","","","","","399","399","399","23.377","23.377","23.377","","","","","",""
"5852370","","","","","","","","","","","","","393","393","393","23.141","23.141","23.141","","","","","","","","","","","",""
"5853324","","","","","","","553","553","553","23.019","23.019","23.019","","","","","","","","","","","","","","","","","",""
"5853445","557","557","557","22.955","22.955","22.955","","","","","","","","","","","","","","","","","","","","","","","",""
"5853831","","","","","","","539","539","539","22.995","22.995","22.995","","","","","","","","","","","","","","","","","",""
"5853932","","","","","","","496","496","496","23.099","23.099","23.099","","","","","","","","","","","","","","","","","",""
"5854056","531","531","531","22.834","22.834","22.834","","","","","","","","","","","","","","","","","","","","","","","",""
"5854502","","","","","","","405","405","405","23.076","23.076","23.076","","","","","","","","","","","","","","","","","",""
"5855804","","","","","","","","","","","","","404","404","404","23.354","23.354","23.354","","","","","","","","","","","",""
"5856245","","","","","","","","","","","","","541","541","541","23.165","23.165","23.165","","","","","","","","","","","",""
"5857660","","","","","","","447","447","447","23.256","23.256","23.256","","","","","","","","","","","","","","","","","",""
"5860973","","","","","","","","","","","","","402","402","402","23.171","23.171","23.171","","","","","","","","","","","",""
"5861006","","","","","","","","","","","","","","","","","","","397","397","397","23.424","23.424","23.424","","","","","",""
"5861238","549","549","549","22.819","22.819","22.819","","","","","","","","","","","","","","","","","","","","","","","",""
"5862765","","","","","","","","","","","","","404","404","404","23.302","23.302","23.302","","","","","","","","","","","",""
"5863325","","","","","","","408","408","408","23.12","23.12","23.12","","","","","","","","","","","","","","","","","",""
"5863803","","","","","","","","","","","","","","","","","","","407","407","407","23.27","23.27","23.27","","","","","",""
"5863995","558","558","558","22.92","22.92","22.92","","","","","","","","","","","","","","","","","","","","","","","",""
"5864035","","","","","","","554","554","554","23.241","23.241","23.241","","","","","","","","","","","","","","","","","",""
"5864739","","","","","","","540","540","540","23.041","23.041","23.041","","","","","","","","","","","","","","","","","",""
"5864835","","","","","","","","","","","","","400","400","400","23.344","23.344","23.344","","","","","","","","","","","",""
"5865025","532","532","532","22.859","22.859","22.859","","","","","","","","","","","","","","","","","","","","","","","",""
"5865220","","","","","","","","","","","","","389","389","389","23.272","23.272","23.272","","","","","","","","","","","",""
"5865947","","","","","","","","","","","","","542","542","542","22.943","22.943","22.943","","","","","","","","","","","",""
"5866006","","","","","","","497","497","497","23.107","23.107","23.107","","","","","","","","","","","","","","","","","",""
"5866497","","","","","","","","","","","","","","","","","","","400","400","400","23.285","23.285","23.285","","","","","",""
"5867573","","","","","","","","","","","","","394","394","394","23.282","23.282","23.282","","","","","","","","","","","",""
"5869072","","","","","","","406","406","406","23.172","23.172","23.172","","","","","","","","","","","","","","","","","",""
"5870302","","","","","","","","","","","","","405","405","405","23.193","23.193","23.193","","","","","","","","","","","",""
"5871414","","","","","","","448","448","448","23.073","23.073","23.073","","","","","","","","","","","","","","","","","",""
"5871965","550","550","550","22.878","22.878","22.878","","","","","","","","","","","","","","","","","","","","","","","",""
"5874116","559","559","559","22.981","22.981","22.981","","","","","","","","","","","","","","","","","","","","","","","",""
"5874695","","","","","","","555","555","555","23.061","23.061","23.061","","","","","","","","","","","","","","","","","",""
"5875470","","","","","","","","","","","","","403","403","403","23.273","23.273","23.273","","","","","","","","","","","",""
"5875542","","","","","","","541","541","541","23.163","23.163","23.163","","","","","","","","","","","","","","","","","",""
"5875924","","","","","","","","","","","","","","","","","","","398","398","398","23.333","23.333","23.333","","","","","",""
"5876298","533","533","533","22.734","22.734","22.734","","","","","","","","","","","","","","","","","","","","","","","",""
"5876433","","","","","","","","","","","","","543","543","543","23.077","23.077","23.077","","","","","","","","","","","",""
"5877280","","","","","","","","","","","","","405","405","405","23.172","23.172","23.172","","","","","","","","","","","",""
"5877668","","","","","","","409","409","409","23.147","23.147","23.147","","","","","","","","","","","","","","","","","",""
"5877986","","","","","","","498","498","498","23.068","23.068","23.068","","","","","","","","","","","","","","","","","",""
"5878304","","","","","","","","","","","","","","","","","","","408","408","408","23.173","23.173","23.173","","","","","",""
"5879887","","","","","","","","","","","","","401","401","401","23.214","23.214","23.214","","","","","","","","","","","",""
"5880471","","","","","","","","","","","","","390","390","390","23.199","23.199","23.199","","","","","","","","","","","",""
"5882289","","","","","","","","","","","","","","","","","","","401","401","401","23.336","23.336","23.336","","","","","",""
"5882516","","","","","","","","","","","","","395","395","395","23.282","23.282","23.282","","","","","","","","","","","",""
"5882798","551","551","551","22.926","22.926","22.926","","","","","","","","","","","","","","","","","","","","","","","",""
"5883508","","","","","","","407","407","407","23.195","23.195","23.195","","","","","","","","","","","","","","","","","",""
"5884532","","","","","","","449","449","449","23.099","23.099","23.099","","","","","","","","","","","","","","","","","",""
"5884778","560","560","560","23.044","23.044","23.044","","","","","","","","","","","","","","","","","","","","","","","",""
"5884976","","","","","","","","","","","","","406","406","406","23.304","23.304","23.304","","","","","","","","","","","",""
"5885597","","","","","","","556","556","556","23.066","23.066","23.066","","","","","","","","","","","","","","","","","",""
"5886596","","","","","","","542","542","542","22.908","22.908","22.908","","","","","","","","","","","","","","","","","",""
"5887217","","","","","","","","","","","","","544","544","544","23.095","23.095","23.095","","","","","","","","","","","",""
"5887312","534","534","534","23.011","23.011","23.011","","","","","","","","","","","","","","","","","","","","","","","",""
"5889921","","","","","","","499","499","499","23.057","23.057","23.057","","","","","","","","","","","","","","","","","",""
"5890113","","","","","","","","","","","","","404","404","404","23.243","23.243","23.243","","","","","","","","","","","",""
"5890786","","","","","","","","","","","","","","","","","","","399","399","399","23.441","23.441","23.441","","","","","",""
"5892023","","","","","","","410","410","410","23.235","23.235","23.235","","","","","","","","","","","","","","","","","",""
"5892258","","","","","","","","","","","","","406","406","406","23.315","23.315","23.315","","","","","","","","","","","",""
"5892802","","","","","","","","","","","","","","","","","","","409","409","409","23.221","23.221","23.221","","","","","",""
"5893860","552","552","552","22.895","22.895","22.895","","","","","","","","","","","","","","","","","","","","","","","",""
"5894695","","","","","","","","","","","","","402","402","402","23.088","23.088","23.088","","","","","","","","","","","",""
"5895202","561","561","561","22.92","22.92","22.92","","","","","","","","","","","","","","","","","","","","","","","",""
"5895722","","","","","","","","","","","","","391","391","391","23.277","23.277","23.277","","","","","","","","","","","",""
"5896188","","","","","","","557","557","557","22.882","22.882","22.882","","","","","","","","","","","","","","","","","",""
"5897418","","","","","","","543","543","543","23.004","23.004","23.004","","","","","","","","","","","","","","","","","",""
"5897620","","","","","","","","","","","","","545","545","545","22.86","22.86","22.86","","","","","","","","","","","",""
"5897699","","","","","","","","","","","","","","","","","","","402","402","402","23.094","23.094","23.094","","","","","",""
"5897739","","","","","","","","","","","","","396","396","396","23.287","23.287","23.287","","","","","","","","","","","",""
"5897972","","","","","","","408","408","408","23.15","23.15","23.15","","","","","","","","","","","","","","","","","",""
"5898110","","","","","","","450","450","450","23.155","23.155","23.155","","","","","","","","","","","","","","","","","",""
"5898173","535","535","535","22.714","22.714","22.714","","","","","","","","","","","","","","","","","","","","","","","",""
"5899101","","","","","","","","","","","","","407","407","407","23.356","23.356","23.356","","","","","","","","","","","",""
"5901753","","","","","","","500","500","500","23.194","23.194","23.194","","","","","","","","","","","","","","","","","",""
"5904503","553","553","553","22.896","22.896","22.896","","","","","","","","","","","","","","","","","","","","","","","",""
"5905033","","","","","","","","","","","","","405","405","405","23.244","23.244","23.244","","","","","","","","","","","",""
"5905593","562","562","562","22.955","22.955","22.955","","","","","","","","","","","","","","","","","","","","","","","",""
"5905904","","","","","","","","","","","","","","","","","","","400","400","400","23.305","23.305","23.305","","","","","",""
"5906759","","","","","","","411","411","411","23.154","23.154","23.154","","","","","","","","","","","","","","","","","",""
"5906792","","","","","","","","","","","","","407","407","407","23.139","23.139","23.139","","","","","","","","","","","",""
"5907053","","","","","","","558","558","558","22.912","22.912","22.912","","","","","","","","","","","","","","","","","",""
"5907565","","","","","","","","","","","","","","","","","","","410","410","410","23.198","23.198","23.198","","","","","",""
"5908436","","","","","","","544","544","544","23.087","23.087","23.087","","","","","","","","","","","","","","","","","",""
"5908512","","","","","","","","","","","","","546","546","546","23.114","23.114","23.114","","","","","","","","","","","",""
"5908729","536","536","536","22.778","22.778","22.778","","","","","","","","","","","","","","","","","","","","","","","",""
"5909624","","","","","","","","","","","","","403","403","403","23.295","23.295","23.295","","","","","","","","","","","",""
"5910843","","","","","","","","","","","","","392","392","392","23.155","23.155","23.155","","","","","","","","","","","",""
"5911662","","","","","","","451","451","451","23.119","23.119","23.119","","","","","","","","","","","","","","","","","",""
"5912302","","","","","","","409","409","409","23.239","23.239","23.239","","","","","","","","","","","","","","","","","",""
"5912743","","","","","","","","","","","","","","","","","","","403","403","403","23.342","23.342","23.342","","","","","",""
"5913159","","","","","","","","","","","","","397","397","397","23.351","23.351","23.351","","","","","","","","","","","",""
"5913343","","","","","","","","","","","","","408","408","408","23.21","23.21","23.21","","","","","","","","","","","",""
"5914052","","","","","","","501","501","501","23.075","23.075","23.075","","","","","","","","","","","","","","","","","",""
"5915154","554","554","554","22.968","22.968","22.968","","","","","","","","","","","","","","","","","","","","","","","",""
"5916376","563","563","563","23.003","23.003","23.003","","","","","","","","","","","","","","","","","","","","","","","",""
"5917702","","","","","","","559","559","559","23.052","23.052","23.052","","","","","","","","","","","","","","","","","",""
"5919297","","","","","","","","","","","","","547","547","547","23.143","23.143","23.143","","","","","","","","","","","",""
"5919490","537","537","537","22.84","22.84","22.84","","","","","","","","","","","","","","","","","","","","","","","",""
"5919544","","","","","","","545","545","545","22.841","22.841","22.841","","","","","","","","","","","","","","","","","",""
"5919683","","","","","","","","","","","","","406","406","406","23.267","23.267","23.267","","","","","","","","","","","",""
"5920693","","","","","","","","","","","","","","","","","","","401","401","401","23.364","23.364","23.364","","","","","",""
"5921027","","","","","","","412","412","412","23.177","23.177","23.177","","","","","","","","","","","","","","","","","",""
"5921214","","","","","","","","","","","","","408","408","408","23.156","23.156","23.156","","","","","","","","","","","",""
"5922183","","","","","","","","","","","","","","","","","","","411","411","411","23.225","23.225","23.225","","","","","",""
"5924466","","","","","","","","","","","","","404","404","404","23.376","23.376","23.376","","","","","","","","","","","",""
"5924899","","","","","","","452","452","452","23.048","23.048","23.048","","","","","","","","","","","","","","","","","",""
"5925966","","","","","","","502","502","502","23.158","23.158","23.158","","","","","","","","","","","","","","","","","",""
"5925974","555","555","555","22.947","22.947","22.947","","","","","","","","","","","","","","","","","","","","","","","",""
"5926025","","","","","","","","","","","","","393","393","393","23.22","23.22","23.22","","","","","","","","","","","",""
"5926477","","","","","","","410","410","410","23.288","23.288","23.288","","","","","","","","","","","","","","","","","",""
"5927046","564","564","564","23.035","23.035","23.035","","","","","","","","","","","","","","","","","","","","","","","",""
"5927351","","","","","","","","","","","","","409","409","409","23.198","23.198","23.198","","","","","","","","","","","",""
"5927984","","","","","","","","","","","","","","","","","","","404","404","404","23.351","23.351","23.351","","","","","",""
"5928163","","","","","","","","","","","","","398","398","398","23.271","23.271","23.271","","","","","","","","","","","",""
"5928603","","","","","","","560","560","560","23","23","23","","","","","","","","","","","","","","","","","",""
"5930163","","","","","","","","","","","","","548","548","548","22.844","22.844","22.844","","","","","","","","","","","",""
"5930178","","","","","","","546","546","546","23.117","23.117","23.117","","","","","","","","","","","","","","","","","",""
"5930203","538","538","538","22.82","22.82","22.82","","","","","","","","","","","","","","","","","","","","","","","",""
"5934258","","","","","","","","","","","","","407","407","407","23.156","23.156","23.156","","","","","","","","","","","",""
"5935410","","","","","","","413","413","413","23.285","23.285","23.285","","","","","","","","","","","","","","","","","",""
"5935768","","","","","","","","","","","","","409","409","409","23.294","23.294","23.294","","","","","","","","","","","",""
"5935845","","","","","","","","","","","","","","","","","","","402","402","402","23.193","23.193","23.193","","","","","",""
"5936965","556","556","556","22.926","22.926","22.926","","","","","","","","","","","","","","","","","","","","","","","",""
"5937009","","","","","","","","","","","","","","","","","","","412","412","412","23.329","23.329","23.329","","","","","",""
"5937491","565","565","565","23.06","23.06","23.06","","","","","","","","","","","","","","","","","","","","","","","",""
"5938242","","","","","","","453","453","453","23.21","23.21","23.21","","","","","","","","","","","","","","","","","",""
"5938272","","","","","","","503","503","503","23.065","23.065","23.065","","","","","","","","","","","","","","","","","",""
"5939178","","","","","","","","","","","","","405","405","405","23.105","23.105","23.105","","","","","","","","","","","",""
"5939252","","","","","","","561","561","561","23.006","23.006","23.006","","","","","","","","","","","","","","","","","",""
"5940975","","","","","","","","","","","","","549","549","549","23.157","23.157","23.157","","","","","","","","","","","",""
"5941014","","","","","","","","","","","","","394","394","394","23.373","23.373","23.373","","","","","","","","","","","",""
"5941021","","","","","","","547","547","547","22.987","22.987","22.987","","","","","","","","","","","","","","","","","",""
"5941182","539","539","539","22.901","22.901","22.901","","","","","","","","","","","","","","","","","","","","","","","",""
"5941333","","","","","","","411","411","411","23.252","23.252","23.252","","","","","","","","","","","","","","","","","",""
"5941729","","","","","","","","","","","","","410","410","410","23.282","23.282","23.282","","","","","","","","","","","",""
"5943130","","","","","","","","","","","","","","","","","","","405","405","405","23.192","23.192","23.192","","","","","",""
"5943720","","","","","","","","","","","","","399","399","399","23.381","23.381","23.381","","","","","","","","","","","",""
"5947589","557","557","557","22.886","22.886","22.886","","","","","","","","","","","","","","","","","","","","","","","",""
"5947920","566","566","566","22.894","22.894","22.894","","","","","","","","","","","","","","","","","","","","","","","",""
"5948569","","","","","","","","","","","","","408","408","408","23.126","23.126","23.126","","","","","","","","","","","",""
"5949861","","","","","","","562","562","562","22.974","22.974","22.974","","","","","","","","","","","","","","","","","",""
"5950125","","","","","","","504","504","504","23.171","23.171","23.171","","","","","","","","","","","","","","","","","",""
"5950282","","","","","","","414","414","414","23.276","23.276","23.276","","","","","","","","","","","","","","","","","",""
"5950306","","","","","","","","","","","","","410","410","410","23.377","23.377","23.377","","","","","","","","","","","",""
"5950879","","","","","","","","","","","","","","","","","","","403","403","403","23.31","23.31","23.31","","","","","",""
"5951580","","","","","","","454","454","454","23.247","23.247","23.247","","","","","","","","","","","","","","","","","",""
"5951682","","","","","","","","","","","","","550","550","550","23.171","23.171","23.171","","","","","","","","","","","",""
"5951779","","","","","","","548","548","548","23.058","23.058","23.058","","","","","","","","","","","","","","","","","",""
"5952141","","","","","","","","","","","","","","","","","","","413","413","413","23.238","23.238","23.238","","","","","",""
"5952271","540","540","540","22.798","22.798","22.798","","","","","","","","","","","","","","","","","","","","","","","",""
"5953866","","","","","","","","","","","","","406","406","406","23.308","23.308","23.308","","","","","","","","","","","",""
"5955403","","","","","","","412","412","412","23.29","23.29","23.29","","","","","","","","","","","","","","","","","",""
"5956104","","","","","","","","","","","","","395","395","395","23.286","23.286","23.286","","","","","","","","","","","",""
"5956328","","","","","","","","","","","","","411","411","411","23.28","23.28","23.28","","","","","","","","","","","",""
"5958423","","","","","","","","","","","","","","","","","","","406","406","406","23.23","23.23","23.23","","","","","",""
"5958462","558","558","558","22.794","22.794","22.794","","","","","","","","","","","","","","","","","","","","","","","",""
"5958606","567","567","567","23.001","23.001","23.001","","","","","","","","","","","","","","","","","","","","","","","",""
"5959196","","","","","","","","","","","","","400","400","400","23.297","23.297","23.297","","","","","","","","","","","",""
"5960518","","","","","","","563","563","563","22.958","22.958","22.958","","","","","","","","","","","","","","","","","",""
"5961951","","","","","","","505","505","505","22.948","22.948","22.948","","","","","","","","","","","","","","","","","",""
"5962364","","","","","","","","","","","","","551","551","551","23.055","23.055","23.055","","","","","","","","","","","",""
"5962623","","","","","","","549","549","549","23.044","23.044","23.044","","","","","","","","","","","","","","","","","",""
"5963145","","","","","","","","","","","","","409","409","409","23.225","23.225","23.225","","","","","","","","","","","",""
"5963164","541","541","541","22.855","22.855","22.855","","","","","","","","","","","","","","","","","","","","","","","",""
"5964561","","","","","","","415","415","415","23.191","23.191","23.191","","","","","","","","","","","","","","","","","",""
"5964922","","","","","","","455","455","455","23.18","23.18","23.18","","","","","","","","","","","","","","","","","",""
"5965456","","","","","","","","","","","","","411","411","411","23.195","23.195","23.195","","","","","","","","","","","",""
"5965877","","","","","","","","","","","","","","","","","","","404","404","404","23.211","23.211","23.211","","","","","",""
"5966609","","","","","","","","","","","","","","","","","","","414","414","414","23.314","23.314","23.314","","","","","",""
"5968677","","","","","","","","","","","","","407","407","407","23.164","23.164","23.164","","","","","","","","","","","",""
"5969240","","","","","","","413","413","413","23.318","23.318","23.318","","","","","","","","","","","","","","","","","",""
"5969383","559","559","559","22.904","22.904","22.904","","","","","","","","","","","","","","","","","","","","","","","",""
"5969482","568","568","568","22.947","22.947","22.947","","","","","","","","","","","","","","","","","","","","","","","",""
"5970663","","","","","","","","","","","","","412","412","412","23.222","23.222","23.222","","","","","","","","","","","",""
"5971091","","","","","","","","","","","","","396","396","396","23.274","23.274","23.274","","","","","","","","","","","",""
"5971307","","","","","","","564","564","564","23.044","23.044","23.044","","","","","","","","","","","","","","","","","",""
"5972530","","","","","","","","","","","","","552","552","552","23.049","23.049","23.049","","","","","","","","","","","",""
"5973522","","","","","","","550","550","550","23.133","23.133","23.133","","","","","","","","","","","","","","","","","",""
"5973550","","","","","","","","","","","","","","","","","","","407","407","407","23.342","23.342","23.342","","","","","",""
"5974051","542","542","542","22.735","22.735","22.735","","","","","","","","","","","","","","","","","","","","","","","",""
"5974105","","","","","","","506","506","506","23.022","23.022","23.022","","","","","","","","","","","","","","","","","",""
"5974136","","","","","","","","","","","","","401","401","401","23.296","23.296","23.296","","","","","","","","","","","",""
"5977315","","","","","","","","","","","","","410","410","410","23.332","23.332","23.332","","","","","","","","","","","",""
"5977978","","","","","","","456","456","456","23.104","23.104","23.104","","","","","","","","","","","","","","","","","",""
"5978906","","","","","","","416","416","416","23.023","23.023","23.023","","","","","","","","","","","","","","","","","",""
"5979941","569","569","569","22.935","22.935","22.935","","","","","","","","","","","","","","","","","","","","","","","",""
"5979987","","","","","","","","","","","","","412","412","412","23.056","23.056","23.056","","","","","","","","","","","",""
"5980015","560","560","560","22.949","22.949","22.949","","","","","","","","","","","","","","","","","","","","","","","",""
"5980777","","","","","","","","","","","","","","","","","","","405","405","405","23.184","23.184","23.184","","","","","",""
"5981502","","","","","","","","","","","","","","","","","","","415","415","415","23.193","23.193","23.193","","","","","",""
"5982004","","","","","","","565","565","565","22.996","22.996","22.996","","","","","","","","","","","","","","","","","",""
"5982676","","","","","","","","","","","","","553","553","553","23.085","23.085","23.085","","","","","","","","","","","",""
"5983368","","","","","","","","","","","","","408","408","408","23.185","23.185","23.185","","","","","","","","","","","",""
"5983535","","","","","","","414","414","414","23.16","23.16","23.16","","","","","","","","","","","","","","","","","",""
"5984404","","","","","","","551","551","551","23.036","23.036","23.036","","","","","","","","","","","","","","","","","",""
"5985064","543","543","543","22.743","22.743","22.743","","","","","","","","","","","","","","","","","","","","","","","",""
"5985082","","","","","","","","","","","","","413","413","413","23.279","23.279","23.279","","","","","","","","","","","",""
"5985660","","","","","","","","","","","","","397","397","397","23.387","23.387","23.387","","","","","","","","","","","",""
"5986058","","","","","","","507","507","507","23.017","23.017","23.017","","","","","","","","","","","","","","","","","",""
"5988696","","","","","","","","","","","","","","","","","","","408","408","408","23.222","23.222","23.222","","","","","",""
"5989688","","","","","","","","","","","","","402","402","402","23.105","23.105","23.105","","","","","","","","","","","",""
"5990754","570","570","570","23.07","23.07","23.07","","","","","","","","","","","","","","","","","","","","","","","",""
"5990807","561","561","561","22.922","22.922","22.922","","","","","","","","","","","","","","","","","","","","","","","",""
"5991262","","","","","","","457","457","457","23.061","23.061","23.061","","","","","","","","","","","","","","","","","",""
"5991585","","","","","","","","","","","","","411","411","411","23.192","23.192","23.192","","","","","","","","","","","",""
"5992738","","","","","","","566","566","566","23.056","23.056","23.056","","","","","","","","","","","","","","","","","",""
"5993047","","","","","","","417","417","417","23.122","23.122","23.122","","","","","","","","","","","","","","","","","",""
"5993108","","","","","","","","","","","","","554","554","554","23.154","23.154","23.154","","","","","","","","","","","",""
"5994408","","","","","","","","","","","","","413","413","413","23.369","23.369","23.369","","","","","","","","","","","",""
"5995208","","","","","","","552","552","552","23.089","23.089","23.089","","","","","","","","","","","","","","","","","",""
"5995396","","","","","","","","","","","","","","","","","","","406","406","406","23.306","23.306","23.306","","","","","",""
"5995815","544","544","544","22.928","22.928","22.928","","","","","","","","","","","","","","","","","","","","","","","",""
"5996564","","","","","","","","","","","","","","","","","","","416","416","416","23.2","23.2","23.2","","","","","",""
"5997816","","","","","","","415","415","415","23.207","23.207","23.207","","","","","","","","","","","","","","","","","",""
"5998052","","","","","","","508","508","508","23.026","23.026","23.026","","","","","","","","","","","","","","","","","",""
"5998186","","","","","","","","","","","","","409","409","409","23.303","23.303","23.303","","","","","","","","","","","",""
"5999490","","","","","","","","","","","","","414","414","414","23.333","23.333","23.333","","","","","","","","","","","",""
"6000656","","","","","","","","","","","","","398","398","398","23.297","23.297","23.297","","","","","","","","","","","",""
"6001240","562","562","562","22.844","22.844","22.844","","","","","","","","","","","","","","","","","","","","","","","",""
"6001475","571","571","571","23.002","23.002","23.002","","","","","","","","","","","","","","","","","","","","","","","",""
"6002926","","","","","","","458","458","458","23.148","23.148","23.148","","","","","","","","","","","","","","","","","",""
"6003300","","","","","","","","","","","","","","","","","","","409","409","409","23.197","23.197","23.197","","","","","",""
"6003369","","","","","","","567","567","567","23.043","23.043","23.043","","","","","","","","","","","","","","","","","",""
"6004018","","","","","","","","","","","","","555","555","555","23.192","23.192","23.192","","","","","","","","","","","",""
"6004353","","","","","","","","","","","","","403","403","403","23.256","23.256","23.256","","","","","","","","","","","",""
"6005914","","","","","","","553","553","553","23.078","23.078","23.078","","","","","","","","","","","","","","","","","",""
"6006474","","","","","","","","","","","","","412","412","412","23.207","23.207","23.207","","","","","","","","","","","",""
"6006753","545","545","545","22.732","22.732","22.732","","","","","","","","","","","","","","","","","","","","","","","",""
"6007543","","","","","","","418","418","418","23.128","23.128","23.128","","","","","","","","","","","","","","","","","",""
"6009111","","","","","","","","","","","","","414","414","414","23.263","23.263","23.263","","","","","","","","","","","",""
"6009907","","","","","","","509","509","509","23.105","23.105","23.105","","","","","","","","","","","","","","","","","",""
"6010392","","","","","","","","","","","","","","","","","","","407","407","407","23.359","23.359","23.359","","","","","",""
"6011552","","","","","","","","","","","","","","","","","","","417","417","417","23.228","23.228","23.228","","","","","",""
"6012105","563","563","563","23.011","23.011","23.011","","","","","","","","","","","","","","","","","","","","","","","",""
"6012156","","","","","","","416","416","416","23.081","23.081","23.081","","","","","","","","","","","","","","","","","",""
"6012179","572","572","572","22.99","22.99","22.99","","","","","","","","","","","","","","","","","","","","","","","",""
"6013094","","","","","","","","","","","","","410","410","410","23.311","23.311","23.311","","","","","","","","","","","",""
"6014124","","","","","","","568","568","568","22.9","22.9","22.9","","","","","","","","","","","","","","","","","",""
"6014428","","","","","","","","","","","","","415","415","415","23.232","23.232","23.232","","","","","","","","","","","",""
"6014523","","","","","","","","","","","","","556","556","556","23.094","23.094","23.094","","","","","","","","","","","",""
"6015035","","","","","","","459","459","459","23.127","23.127","23.127","","","","","","","","","","","","","","","","","",""
"6015877","","","","","","","","","","","","","399","399","399","23.379","23.379","23.379","","","","","","","","","","","",""
"6016725","","","","","","","554","554","554","23.127","23.127","23.127","","","","","","","","","","","","","","","","","",""
