"num_samples","num_thread: 5 (threads: partner IQL) - _step","num_thread: 5 (threads: partner IQL) - _step__MIN","num_thread: 5 (threads: partner IQL) - _step__MAX","num_thread: 5 (threads: partner IQL) - score","num_thread: 5 (threads: partner IQL) - score__MIN","num_thread: 5 (threads: partner IQL) - score__MAX","num_thread: 10 (threads: partner IQL) - _step","num_thread: 10 (threads: partner IQL) - _step__MIN","num_thread: 10 (threads: partner IQL) - _step__MAX","num_thread: 10 (threads: partner IQL) - score","num_thread: 10 (threads: partner IQL) - score__MIN","num_thread: 10 (threads: partner IQL) - score__MAX","num_thread: 20 (threads: partner IQL) - _step","num_thread: 20 (threads: partner IQL) - _step__MIN","num_thread: 20 (threads: partner IQL) - _step__MAX","num_thread: 20 (threads: partner IQL) - score","num_thread: 20 (threads: partner IQL) - score__MIN","num_thread: 20 (threads: partner IQL) - score__MAX","num_thread: 40 (threads: partner IQL) - _step","num_thread: 40 (threads: partner IQL) - _step__MIN","num_thread: 40 (threads: partner IQL) - _step__MAX","num_thread: 40 (threads: partner IQL) - score","num_thread: 40 (threads: partner IQL) - score__MIN","num_thread: 40 (threads: partner IQL) - score__MAX","num_thread: 80 (threads: partner IQL) - _step","num_thread: 80 (threads: partner IQL) - _step__MIN","num_thread: 80 (threads: partner IQL) - _step__MAX","num_thread: 80 (threads: partner IQL) - score","num_thread: 80 (threads: partner IQL) - score__MIN","num_thread: 80 (threads: partner IQL) - score__MAX","num_thread: 120 (threads: partner IQL) - _step","num_thread: 120 (threads: partner IQL) - _step__MIN","num_thread: 120 (threads: partner IQL) - _step__MAX","num_thread: 120 (threads: partner IQL) - score","num_thread: 120 (threads: partner IQL) - score__MIN","num_thread: 120 (threads: partner IQL) - score__MAX","num_thread: 160 (threads: partner IQL) - _step","num_thread: 160 (threads: partner IQL) - _step__MIN","num_thread: 160 (threads: partner IQL) - _step__MAX","num_thread: 160 (threads: partner IQL) - score","num_thread: 160 (threads: partner IQL) - score__MIN","num_thread: 160 (threads: partner IQL) - score__MAX"
"5827669","","","","","","","","","","","","","402","402","402","23.167","23.167","23.167","","","","","","","","","","","","","","","","","","","","","","","",""
"5828219","","","","","","","909","909","909","22.694","22.694","22.694","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5833559","","","","","","","","","","","","","402","402","402","23.073","23.073","23.073","","","","","","","","","","","","","","","","","","","","","","","",""
"5834013","","","","","","","","","","","","","539","539","539","23.064","23.064","23.064","","","","","","","","","","","","","","","","","","","","","","","",""
"5834566","","","","","","","910","910","910","22.677","22.677","22.677","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5834935","","","","","","","","","","","","","398","398","398","23.403","23.403","23.403","","","","","","","","","","","","","","","","","","","","","","","",""
"5834994","","","","","","","","","","","","","387","387","387","23.159","23.159","23.159","","","","","","","","","","","","","","","","","","","","","","","",""
"5835601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","98","98","23.295","23.295","23.295","","","","","",""
"5835883","","","","","","","","","","","","","","","","","","","202","202","202","23.371","23.371","23.371","","","","","","","","","","","","","","","","","",""
"5837506","","","","","","","","","","","","","392","392","392","23.211","23.211","23.211","","","","","","","","","","","","","","","","","","","","","","","",""
"5839574","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","84","84","23.319","23.319","23.319"
"5839697","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","211","211","211","23.266","23.266","23.266","","","","","",""
"5840800","","","","","","","911","911","911","22.767","22.767","22.767","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5841603","","","","","","","","","","","","","403","403","403","23.235","23.235","23.235","","","","","","","","","","","","","","","","","","","","","","","",""
"5842054","","","","","","","","","","","","","","","","","","","","","","","","","129","129","129","23.362","23.362","23.362","","","","","","","","","","","",""
"5845575","","","","","","","","","","","","","540","540","540","23.079","23.079","23.079","","","","","","","","","","","","","","","","","","","","","","","",""
"5847242","","","","","","","912","912","912","22.814","22.814","22.814","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5847913","","","","","","","","","","","","","403","403","403","23.164","23.164","23.164","","","","","","","","","","","","","","","","","","","","","","","",""
"5848365","","","","","","","","","","","","","","","","","","","203","203","203","23.423","23.423","23.423","","","","","","","","","","","","","","","","","",""
"5849482","","","","","","","","","","","","","399","399","399","23.27","23.27","23.27","","","","","","","","","","","","","","","","","","","","","","","",""
"5850220","","","","","","","","","","","","","388","388","388","23.309","23.309","23.309","","","","","","","","","","","","","","","","","","","","","","","",""
"5852370","","","","","","","","","","","","","393","393","393","23.141","23.141","23.141","","","","","","","","","","","","","","","","","","","","","","","",""
"5853193","","","","","","","","","","","","","","","","","","","","","","","","","132","132","132","23.344","23.344","23.344","","","","","","","","","","","",""
"5853693","","","","","","","913","913","913","22.693","22.693","22.693","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5854486","","","","","","","","","","","","","","","","","","","","","","","","","130","130","130","23.373","23.373","23.373","","","","","","","","","","","",""
"5855804","","","","","","","","","","","","","404","404","404","23.354","23.354","23.354","","","","","","","","","","","","","","","","","","","","","","","",""
"5856245","","","","","","","","","","","","","541","541","541","23.165","23.165","23.165","","","","","","","","","","","","","","","","","","","","","","","",""
"5860171","","","","","","","914","914","914","22.786","22.786","22.786","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5862765","","","","","","","","","","","","","404","404","404","23.302","23.302","23.302","","","","","","","","","","","","","","","","","","","","","","","",""
"5864835","","","","","","","","","","","","","400","400","400","23.344","23.344","23.344","","","","","","","","","","","","","","","","","","","","","","","",""
"5865100","","","","","","","","","","","","","","","","","","","203","203","203","23.422","23.422","23.422","","","","","","","","","","","","","","","","","",""
"5865220","","","","","","","","","","","","","389","389","389","23.272","23.272","23.272","","","","","","","","","","","","","","","","","","","","","","","",""
"5865947","","","","","","","","","","","","","542","542","542","22.943","22.943","22.943","","","","","","","","","","","","","","","","","","","","","","","",""
"5866385","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","212","212","212","23.406","23.406","23.406","","","","","",""
"5866435","","","","","","","915","915","915","22.799","22.799","22.799","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5867573","","","","","","","","","","","","","394","394","394","23.282","23.282","23.282","","","","","","","","","","","","","","","","","","","","","","","",""
"5870302","","","","","","","","","","","","","405","405","405","23.193","23.193","23.193","","","","","","","","","","","","","","","","","","","","","","","",""
"5872880","","","","","","","916","916","916","22.768","22.768","22.768","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5876433","","","","","","","","","","","","","543","543","543","23.077","23.077","23.077","","","","","","","","","","","","","","","","","","","","","","","",""
"5876817","","","","","","","","","","","","","","","","","","","204","204","204","23.339","23.339","23.339","","","","","","","","","","","","","","","","","",""
"5877280","","","","","","","","","","","","","405","405","405","23.172","23.172","23.172","","","","","","","","","","","","","","","","","","","","","","","",""
"5879302","","","","","","","917","917","917","22.59","22.59","22.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5879887","","","","","","","","","","","","","401","401","401","23.214","23.214","23.214","","","","","","","","","","","","","","","","","","","","","","","",""
"5880471","","","","","","","","","","","","","390","390","390","23.199","23.199","23.199","","","","","","","","","","","","","","","","","","","","","","","",""
"5882516","","","","","","","","","","","","","395","395","395","23.282","23.282","23.282","","","","","","","","","","","","","","","","","","","","","","","",""
"5884976","","","","","","","","","","","","","406","406","406","23.304","23.304","23.304","","","","","","","","","","","","","","","","","","","","","","","",""
"5885849","","","","","","","918","918","918","22.682","22.682","22.682","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5887217","","","","","","","","","","","","","544","544","544","23.095","23.095","23.095","","","","","","","","","","","","","","","","","","","","","","","",""
"5888015","","","","","","","","","","","","","","","","","","","","","","","","","130","130","130","23.378","23.378","23.378","","","","","","","","","","","",""
"5892258","","","","","","","","","","","","","406","406","406","23.315","23.315","23.315","","","","","","","","","","","","","","","","","","","","","","","",""
"5892279","","","","","","","919","919","919","22.733","22.733","22.733","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5892776","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","83","83","23.248","23.248","23.248"
"5893897","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","213","213","213","23.375","23.375","23.375","","","","","",""
"5894157","","","","","","","","","","","","","","","","","","","204","204","204","23.366","23.366","23.366","","","","","","","","","","","","","","","","","",""
"5894695","","","","","","","","","","","","","402","402","402","23.088","23.088","23.088","","","","","","","","","","","","","","","","","","","","","","","",""
"5895598","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","23.18","23.18","23.18","","","","","",""
"5895722","","","","","","","","","","","","","391","391","391","23.277","23.277","23.277","","","","","","","","","","","","","","","","","","","","","","","",""
"5897277","","","","","","","","","","","","","","","","","","","","","","","","","133","133","133","23.264","23.264","23.264","","","","","","","","","","","",""
"5897620","","","","","","","","","","","","","545","545","545","22.86","22.86","22.86","","","","","","","","","","","","","","","","","","","","","","","",""
"5897739","","","","","","","","","","","","","396","396","396","23.287","23.287","23.287","","","","","","","","","","","","","","","","","","","","","","","",""
"5898005","","","","","","","","","","","","","","","","","","","","","","","","","131","131","131","23.246","23.246","23.246","","","","","","","","","","","",""
"5898660","","","","","","","920","920","920","22.719","22.719","22.719","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5899101","","","","","","","","","","","","","407","407","407","23.356","23.356","23.356","","","","","","","","","","","","","","","","","","","","","","","",""
"5904982","","","","","","","921","921","921","22.725","22.725","22.725","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5906778","","","","","","","","","","","","","","","","","","","205","205","205","23.333","23.333","23.333","","","","","","","","","","","","","","","","","",""
"5906792","","","","","","","","","","","","","407","407","407","23.139","23.139","23.139","","","","","","","","","","","","","","","","","","","","","","","",""
"5908512","","","","","","","","","","","","","546","546","546","23.114","23.114","23.114","","","","","","","","","","","","","","","","","","","","","","","",""
"5909624","","","","","","","","","","","","","403","403","403","23.295","23.295","23.295","","","","","","","","","","","","","","","","","","","","","","","",""
"5910843","","","","","","","","","","","","","392","392","392","23.155","23.155","23.155","","","","","","","","","","","","","","","","","","","","","","","",""
"5911126","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","85","85","23.179","23.179","23.179"
"5911451","","","","","","","922","922","922","22.837","22.837","22.837","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5913159","","","","","","","","","","","","","397","397","397","23.351","23.351","23.351","","","","","","","","","","","","","","","","","","","","","","","",""
"5913343","","","","","","","","","","","","","408","408","408","23.21","23.21","23.21","","","","","","","","","","","","","","","","","","","","","","","",""
"5917965","","","","","","","923","923","923","22.73","22.73","22.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5919297","","","","","","","","","","","","","547","547","547","23.143","23.143","23.143","","","","","","","","","","","","","","","","","","","","","","","",""
"5920294","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","214","214","214","23.374","23.374","23.374","","","","","",""
"5921214","","","","","","","","","","","","","408","408","408","23.156","23.156","23.156","","","","","","","","","","","","","","","","","","","","","","","",""
"5923492","","","","","","","","","","","","","","","","","","","205","205","205","23.333","23.333","23.333","","","","","","","","","","","","","","","","","",""
"5924335","","","","","","","924","924","924","22.976","22.976","22.976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5924466","","","","","","","","","","","","","404","404","404","23.376","23.376","23.376","","","","","","","","","","","","","","","","","","","","","","","",""
"5926025","","","","","","","","","","","","","393","393","393","23.22","23.22","23.22","","","","","","","","","","","","","","","","","","","","","","","",""
"5927351","","","","","","","","","","","","","409","409","409","23.198","23.198","23.198","","","","","","","","","","","","","","","","","","","","","","","",""
"5928163","","","","","","","","","","","","","398","398","398","23.271","23.271","23.271","","","","","","","","","","","","","","","","","","","","","","","",""
"5930163","","","","","","","","","","","","","548","548","548","22.844","22.844","22.844","","","","","","","","","","","","","","","","","","","","","","","",""
"5930734","","","","","","","925","925","925","22.642","22.642","22.642","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5935060","","","","","","","","","","","","","","","","","","","","","","","","","131","131","131","23.316","23.316","23.316","","","","","","","","","","","",""
"5935768","","","","","","","","","","","","","409","409","409","23.294","23.294","23.294","","","","","","","","","","","","","","","","","","","","","","","",""
"5936069","","","","","","","","","","","","","","","","","","","206","206","206","23.323","23.323","23.323","","","","","","","","","","","","","","","","","",""
"5937101","","","","","","","926","926","926","22.725","22.725","22.725","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5939178","","","","","","","","","","","","","405","405","405","23.105","23.105","23.105","","","","","","","","","","","","","","","","","","","","","","","",""
"5939526","","","","","","","","","","","","","","","","","","","","","","","","","132","132","132","23.259","23.259","23.259","","","","","","","","","","","",""
"5940975","","","","","","","","","","","","","549","549","549","23.157","23.157","23.157","","","","","","","","","","","","","","","","","","","","","","","",""
"5941014","","","","","","","","","","","","","394","394","394","23.373","23.373","23.373","","","","","","","","","","","","","","","","","","","","","","","",""
"5941729","","","","","","","","","","","","","410","410","410","23.282","23.282","23.282","","","","","","","","","","","","","","","","","","","","","","","",""
"5943577","","","","","","","927","927","927","22.774","22.774","22.774","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5943664","","","","","","","","","","","","","","","","","","","","","","","","","134","134","134","23.396","23.396","23.396","","","","","","","","","","","",""
"5943720","","","","","","","","","","","","","399","399","399","23.381","23.381","23.381","","","","","","","","","","","","","","","","","","","","","","","",""
"5947599","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","215","215","215","23.379","23.379","23.379","","","","","",""
"5949941","","","","","","","928","928","928","22.7","22.7","22.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5950306","","","","","","","","","","","","","410","410","410","23.377","23.377","23.377","","","","","","","","","","","","","","","","","","","","","","","",""
"5951682","","","","","","","","","","","","","550","550","550","23.171","23.171","23.171","","","","","","","","","","","","","","","","","","","","","","","",""
"5952387","","","","","","","","","","","","","","","","","","","206","206","206","23.331","23.331","23.331","","","","","","","","","","","","","","","","","",""
"5953486","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","23.342","23.342","23.342","","","","","",""
"5953866","","","","","","","","","","","","","406","406","406","23.308","23.308","23.308","","","","","","","","","","","","","","","","","","","","","","","",""
"5956104","","","","","","","","","","","","","395","395","395","23.286","23.286","23.286","","","","","","","","","","","","","","","","","","","","","","","",""
"5956260","","","","","","","929","929","929","22.71","22.71","22.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5956328","","","","","","","","","","","","","411","411","411","23.28","23.28","23.28","","","","","","","","","","","","","","","","","","","","","","","",""
"5959196","","","","","","","","","","","","","400","400","400","23.297","23.297","23.297","","","","","","","","","","","","","","","","","","","","","","","",""
"5962364","","","","","","","","","","","","","551","551","551","23.055","23.055","23.055","","","","","","","","","","","","","","","","","","","","","","","",""
"5962539","","","","","","","930","930","930","22.799","22.799","22.799","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5962889","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","84","84","23.285","23.285","23.285"
"5964835","","","","","","","","","","","","","","","","","","","207","207","207","23.361","23.361","23.361","","","","","","","","","","","","","","","","","",""
"5965456","","","","","","","","","","","","","411","411","411","23.195","23.195","23.195","","","","","","","","","","","","","","","","","","","","","","","",""
"5968677","","","","","","","","","","","","","407","407","407","23.164","23.164","23.164","","","","","","","","","","","","","","","","","","","","","","","",""
"5969125","","","","","","","931","931","931","22.78","22.78","22.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5970663","","","","","","","","","","","","","412","412","412","23.222","23.222","23.222","","","","","","","","","","","","","","","","","","","","","","","",""
"5971091","","","","","","","","","","","","","396","396","396","23.274","23.274","23.274","","","","","","","","","","","","","","","","","","","","","","","",""
"5972530","","","","","","","","","","","","","552","552","552","23.049","23.049","23.049","","","","","","","","","","","","","","","","","","","","","","","",""
"5974136","","","","","","","","","","","","","401","401","401","23.296","23.296","23.296","","","","","","","","","","","","","","","","","","","","","","","",""
"5975482","","","","","","","932","932","932","22.748","22.748","22.748","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5975913","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","216","216","216","23.234","23.234","23.234","","","","","",""
"5977811","","","","","","","","","","","","","","","","","","","","","","","","","132","132","132","23.274","23.274","23.274","","","","","","","","","","","",""
"5979987","","","","","","","","","","","","","412","412","412","23.056","23.056","23.056","","","","","","","","","","","","","","","","","","","","","","","",""
"5981338","","","","","","","","","","","","","","","","","","","207","207","207","23.168","23.168","23.168","","","","","","","","","","","","","","","","","",""
"5981590","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","86","86","23.111","23.111","23.111"
"5981974","","","","","","","933","933","933","22.663","22.663","22.663","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5982676","","","","","","","","","","","","","553","553","553","23.085","23.085","23.085","","","","","","","","","","","","","","","","","","","","","","","",""
"5983368","","","","","","","","","","","","","408","408","408","23.185","23.185","23.185","","","","","","","","","","","","","","","","","","","","","","","",""
"5983654","","","","","","","","","","","","","","","","","","","","","","","","","133","133","133","23.3","23.3","23.3","","","","","","","","","","","",""
"5985082","","","","","","","","","","","","","413","413","413","23.279","23.279","23.279","","","","","","","","","","","","","","","","","","","","","","","",""
"5985660","","","","","","","","","","","","","397","397","397","23.387","23.387","23.387","","","","","","","","","","","","","","","","","","","","","","","",""
"5987195","","","","","","","","","","","","","","","","","","","","","","","","","135","135","135","23.281","23.281","23.281","","","","","","","","","","","",""
"5988530","","","","","","","934","934","934","22.832","22.832","22.832","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5989688","","","","","","","","","","","","","402","402","402","23.105","23.105","23.105","","","","","","","","","","","","","","","","","","","","","","","",""
"5993108","","","","","","","","","","","","","554","554","554","23.154","23.154","23.154","","","","","","","","","","","","","","","","","","","","","","","",""
"5993319","","","","","","","","","","","","","","","","","","","208","208","208","23.314","23.314","23.314","","","","","","","","","","","","","","","","","",""
"5994408","","","","","","","","","","","","","413","413","413","23.369","23.369","23.369","","","","","","","","","","","","","","","","","","","","","","","",""
"5995019","","","","","","","935","935","935","22.791","22.791","22.791","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5998186","","","","","","","","","","","","","409","409","409","23.303","23.303","23.303","","","","","","","","","","","","","","","","","","","","","","","",""
"5999490","","","","","","","","","","","","","414","414","414","23.333","23.333","23.333","","","","","","","","","","","","","","","","","","","","","","","",""
"6000656","","","","","","","","","","","","","398","398","398","23.297","23.297","23.297","","","","","","","","","","","","","","","","","","","","","","","",""
"6001362","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","217","217","217","23.323","23.323","23.323","","","","","",""
"6001505","","","","","","","936","936","936","22.725","22.725","22.725","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6004018","","","","","","","","","","","","","555","555","555","23.192","23.192","23.192","","","","","","","","","","","","","","","","","","","","","","","",""
"6004353","","","","","","","","","","","","","403","403","403","23.256","23.256","23.256","","","","","","","","","","","","","","","","","","","","","","","",""
"6007806","","","","","","","937","937","937","22.825","22.825","22.825","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6009111","","","","","","","","","","","","","414","414","414","23.263","23.263","23.263","","","","","","","","","","","","","","","","","","","","","","","",""
"6010034","","","","","","","","","","","","","","","","","","","208","208","208","23.356","23.356","23.356","","","","","","","","","","","","","","","","","",""
"6012945","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101","101","101","23.325","23.325","23.325","","","","","",""
"6013094","","","","","","","","","","","","","410","410","410","23.311","23.311","23.311","","","","","","","","","","","","","","","","","","","","","","","",""
"6014175","","","","","","","938","938","938","22.733","22.733","22.733","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6014428","","","","","","","","","","","","","415","415","415","23.232","23.232","23.232","","","","","","","","","","","","","","","","","","","","","","","",""
"6014523","","","","","","","","","","","","","556","556","556","23.094","23.094","23.094","","","","","","","","","","","","","","","","","","","","","","","",""
"6015877","","","","","","","","","","","","","399","399","399","23.379","23.379","23.379","","","","","","","","","","","","","","","","","","","","","","","",""
"6019055","","","","","","","","","","","","","404","404","404","23.324","23.324","23.324","","","","","","","","","","","","","","","","","","","","","","","",""
"6020570","","","","","","","939","939","939","22.827","22.827","22.827","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6022302","","","","","","","","","","","","","","","","","","","","","","","","","133","133","133","23.444","23.444","23.444","","","","","","","","","","","",""
"6023070","","","","","","","","","","","","","","","","","","","209","209","209","23.239","23.239","23.239","","","","","","","","","","","","","","","","","",""
"6023462","","","","","","","","","","","","","415","415","415","23.226","23.226","23.226","","","","","","","","","","","","","","","","","","","","","","","",""
"6025490","","","","","","","","","","","","","557","557","557","23.134","23.134","23.134","","","","","","","","","","","","","","","","","","","","","","","",""
"6026883","","","","","","","940","940","940","22.877","22.877","22.877","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6027652","","","","","","","","","","","","","411","411","411","23.298","23.298","23.298","","","","","","","","","","","","","","","","","","","","","","","",""
"6028495","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","218","218","218","23.32","23.32","23.32","","","","","",""
"6028891","","","","","","","","","","","","","","","","","","","","","","","","","134","134","134","23.454","23.454","23.454","","","","","","","","","","","",""
"6028985","","","","","","","","","","","","","416","416","416","23.131","23.131","23.131","","","","","","","","","","","","","","","","","","","","","","","",""
"6030812","","","","","","","","","","","","","400","400","400","23.361","23.361","23.361","","","","","","","","","","","","","","","","","","","","","","","",""
"6031397","","","","","","","","","","","","","","","","","","","","","","","","","136","136","136","23.205","23.205","23.205","","","","","","","","","","","",""
"6033215","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","85","85","23.118","23.118","23.118"
"6033312","","","","","","","941","941","941","22.718","22.718","22.718","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6034492","","","","","","","","","","","","","405","405","405","23.254","23.254","23.254","","","","","","","","","","","","","","","","","","","","","","","",""
"6036226","","","","","","","","","","","","","558","558","558","23.039","23.039","23.039","","","","","","","","","","","","","","","","","","","","","","","",""
"6037986","","","","","","","","","","","","","416","416","416","23.241","23.241","23.241","","","","","","","","","","","","","","","","","","","","","","","",""
"6038911","","","","","","","","","","","","","","","","","","","209","209","209","23.279","23.279","23.279","","","","","","","","","","","","","","","","","",""
"6039754","","","","","","","942","942","942","22.864","22.864","22.864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6041589","","","","","","","","","","","","","412","412","412","23.292","23.292","23.292","","","","","","","","","","","","","","","","","","","","","","","",""
"6043387","","","","","","","","","","","","","417","417","417","23.178","23.178","23.178","","","","","","","","","","","","","","","","","","","","","","","",""
"6046087","","","","","","","","","","","","","401","401","401","23.363","23.363","23.363","","","","","","","","","","","","","","","","","","","","","","","",""
"6046141","","","","","","","943","943","943","22.762","22.762","22.762","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6046848","","","","","","","","","","","","","559","559","559","23.103","23.103","23.103","","","","","","","","","","","","","","","","","","","","","","","",""
"6049186","","","","","","","","","","","","","406","406","406","23.294","23.294","23.294","","","","","","","","","","","","","","","","","","","","","","","",""
"6049918","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","87","87","23.105","23.105","23.105"
"6052325","","","","","","","","","","","","","","","","","","","210","210","210","23.495","23.495","23.495","","","","","","","","","","","","","","","","","",""
"6052484","","","","","","","944","944","944","22.778","22.778","22.778","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6052716","","","","","","","","","","","","","417","417","417","23.279","23.279","23.279","","","","","","","","","","","","","","","","","","","","","","","",""
"6054181","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","219","219","219","23.307","23.307","23.307","","","","","",""
"6056116","","","","","","","","","","","","","413","413","413","23.272","23.272","23.272","","","","","","","","","","","","","","","","","","","","","","","",""
"6056408","","","","","","","","","","","","","560","560","560","23.189","23.189","23.189","","","","","","","","","","","","","","","","","","","","","","","",""
"6057882","","","","","","","","","","","","","418","418","418","23.267","23.267","23.267","","","","","","","","","","","","","","","","","","","","","","","",""
"6058833","","","","","","","945","945","945","22.67","22.67","22.67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6060987","","","","","","","","","","","","","402","402","402","23.119","23.119","23.119","","","","","","","","","","","","","","","","","","","","","","","",""
"6064659","","","","","","","","","","","","","407","407","407","23.273","23.273","23.273","","","","","","","","","","","","","","","","","","","","","","","",""
"6065222","","","","","","","946","946","946","22.686","22.686","22.686","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6066637","","","","","","","","","","","","","","","","","","","","","","","","","134","134","134","23.415","23.415","23.415","","","","","","","","","","","",""
"6067168","","","","","","","","","","","","","561","561","561","23.023","23.023","23.023","","","","","","","","","","","","","","","","","","","","","","","",""
"6067390","","","","","","","","","","","","","","","","","","","210","210","210","23.427","23.427","23.427","","","","","","","","","","","","","","","","","",""
"6067579","","","","","","","","","","","","","418","418","418","23.224","23.224","23.224","","","","","","","","","","","","","","","","","","","","","","","",""
"6070579","","","","","","","","","","","","","414","414","414","23.395","23.395","23.395","","","","","","","","","","","","","","","","","","","","","","","",""
"6071565","","","","","","","947","947","947","22.784","22.784","22.784","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6072277","","","","","","","","","","","","","419","419","419","23.228","23.228","23.228","","","","","","","","","","","","","","","","","","","","","","","",""
"6073155","","","","","","","","","","","","","","","","","","","","","","","","","135","135","135","23.246","23.246","23.246","","","","","","","","","","","",""
"6073584","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","102","102","23.251","23.251","23.251","","","","","",""
"6074849","","","","","","","","","","","","","","","","","","","","","","","","","137","137","137","23.266","23.266","23.266","","","","","","","","","","","",""
"6075821","","","","","","","","","","","","","403","403","403","23.23","23.23","23.23","","","","","","","","","","","","","","","","","","","","","","","",""
"6077630","","","","","","","","","","","","","562","562","562","23.114","23.114","23.114","","","","","","","","","","","","","","","","","","","","","","","",""
"6077978","","","","","","","948","948","948","22.742","22.742","22.742","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6079761","","","","","","","","","","","","","408","408","408","23.276","23.276","23.276","","","","","","","","","","","","","","","","","","","","","","","",""
"6081222","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220","220","220","23.436","23.436","23.436","","","","","",""
"6081927","","","","","","","","","","","","","419","419","419","23.141","23.141","23.141","","","","","","","","","","","","","","","","","","","","","","","",""
"6082123","","","","","","","","","","","","","","","","","","","211","211","211","23.182","23.182","23.182","","","","","","","","","","","","","","","","","",""
"6084407","","","","","","","949","949","949","22.862","22.862","22.862","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6085174","","","","","","","","","","","","","415","415","415","23.27","23.27","23.27","","","","","","","","","","","","","","","","","","","","","","","",""
"6086303","","","","","","","","","","","","","420","420","420","23.315","23.315","23.315","","","","","","","","","","","","","","","","","","","","","","","",""
"6087473","","","","","","","","","","","","","563","563","563","23.011","23.011","23.011","","","","","","","","","","","","","","","","","","","","","","","",""
"6090790","","","","","","","950","950","950","22.739","22.739","22.739","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6090888","","","","","","","","","","","","","404","404","404","23.316","23.316","23.316","","","","","","","","","","","","","","","","","","","","","","","",""
"6094583","","","","","","","","","","","","","409","409","409","23.192","23.192","23.192","","","","","","","","","","","","","","","","","","","","","","","",""
