"num_samples","replay_buffer_size: 50000 (Replay size: partner OBL5) - _step","replay_buffer_size: 50000 (Replay size: partner OBL5) - _step__MIN","replay_buffer_size: 50000 (Replay size: partner OBL5) - _step__MAX","replay_buffer_size: 50000 (Replay size: partner OBL5) - score","replay_buffer_size: 50000 (Replay size: partner OBL5) - score__MIN","replay_buffer_size: 50000 (Replay size: partner OBL5) - score__MAX","replay_buffer_size: 100000 (Replay size: partner OBL5) - _step","replay_buffer_size: 100000 (Replay size: partner OBL5) - _step__MIN","replay_buffer_size: 100000 (Replay size: partner OBL5) - _step__MAX","replay_buffer_size: 100000 (Replay size: partner OBL5) - score","replay_buffer_size: 100000 (Replay size: partner OBL5) - score__MIN","replay_buffer_size: 100000 (Replay size: partner OBL5) - score__MAX","replay_buffer_size: 150000 (Replay size: partner OBL5) - _step","replay_buffer_size: 150000 (Replay size: partner OBL5) - _step__MIN","replay_buffer_size: 150000 (Replay size: partner OBL5) - _step__MAX","replay_buffer_size: 150000 (Replay size: partner OBL5) - score","replay_buffer_size: 150000 (Replay size: partner OBL5) - score__MIN","replay_buffer_size: 150000 (Replay size: partner OBL5) - score__MAX","replay_buffer_size: 200000 (Replay size: partner OBL5) - _step","replay_buffer_size: 200000 (Replay size: partner OBL5) - _step__MIN","replay_buffer_size: 200000 (Replay size: partner OBL5) - _step__MAX","replay_buffer_size: 200000 (Replay size: partner OBL5) - score","replay_buffer_size: 200000 (Replay size: partner OBL5) - score__MIN","replay_buffer_size: 200000 (Replay size: partner OBL5) - score__MAX"
"7664117","","","","","","","566","566","566","22.825","22.825","22.825","","","","","","","","","","","",""
"7667575","","","","","","","","","","","","","564","564","564","23.01","23.01","23.01","","","","","",""
"7668869","573","573","573","22.957","22.957","22.957","","","","","","","","","","","","","","","","","",""
"7669462","","","","","","","550","550","550","22.933","22.933","22.933","","","","","","","","","","","",""
"7671834","","","","","","","574","574","574","22.851","22.851","22.851","","","","","","","","","","","",""
"7672214","","","","","","","","","","","","","546","546","546","23.014","23.014","23.014","","","","","",""
"7674649","547","547","547","22.901","22.901","22.901","","","","","","","","","","","","","","","","","",""
"7674715","","","","","","","557","557","557","22.98","22.98","22.98","","","","","","","","","","","",""
"7675209","","","","","","","","","","","","","557","557","557","23.006","23.006","23.006","","","","","",""
"7675266","577","577","577","22.81","22.81","22.81","","","","","","","","","","","","","","","","","",""
"7675513","","","","","","","570","570","570","23.024","23.024","23.024","","","","","","","","","","","",""
"7675943","","","","","","","556","556","556","22.985","22.985","22.985","","","","","","","","","","","",""
"7676740","","","","","","","564","564","564","22.802","22.802","22.802","","","","","","","","","","","",""
"7679050","","","","","","","567","567","567","22.974","22.974","22.974","","","","","","","","","","","",""
"7681460","","","","","","","","","","","","","565","565","565","22.817","22.817","22.817","","","","","",""
"7682524","574","574","574","22.959","22.959","22.959","","","","","","","","","","","","","","","","","",""
"7683418","","","","","","","551","551","551","22.727","22.727","22.727","","","","","","","","","","","",""
"7684932","","","","","","","575","575","575","22.844","22.844","22.844","","","","","","","","","","","",""
"7688272","","","","","","","558","558","558","23.006","23.006","23.006","","","","","","","","","","","",""
"7688684","578","578","578","23.065","23.065","23.065","","","","","","","","","","","","","","","","","",""
"7689110","","","","","","","","","","","","","558","558","558","22.792","22.792","22.792","","","","","",""
"7689194","548","548","548","23.053","23.053","23.053","","","","","","","","","","","","","","","","","",""
"7689207","","","","","","","571","571","571","22.923","22.923","22.923","","","","","","","","","","","",""
"7689347","","","","","","","557","557","557","23.015","23.015","23.015","","","","","","","","","","","",""
"7689514","","","","","","","","","","","","","547","547","547","22.876","22.876","22.876","","","","","",""
"7690881","","","","","","","565","565","565","23.067","23.067","23.067","","","","","","","","","","","",""
"7692392","","","","","","","568","568","568","23.072","23.072","23.072","","","","","","","","","","","",""
"7695302","","","","","","","","","","","","","566","566","566","22.856","22.856","22.856","","","","","",""
"7695875","575","575","575","22.955","22.955","22.955","","","","","","","","","","","","","","","","","",""
"7697319","","","","","","","552","552","552","23.12","23.12","23.12","","","","","","","","","","","",""
"7698098","","","","","","","576","576","576","22.744","22.744","22.744","","","","","","","","","","","",""
"7702014","","","","","","","559","559","559","22.676","22.676","22.676","","","","","","","","","","","",""
"7702478","579","579","579","22.924","22.924","22.924","","","","","","","","","","","","","","","","","",""
"7702791","","","","","","","572","572","572","22.788","22.788","22.788","","","","","","","","","","","",""
"7703003","","","","","","","558","558","558","23.156","23.156","23.156","","","","","","","","","","","",""
"7703174","","","","","","","","","","","","","559","559","559","22.964","22.964","22.964","","","","","",""
"7703668","549","549","549","23.205","23.205","23.205","","","","","","","","","","","","","","","","","",""
"7704540","","","","","","","","","","","","","548","548","548","23.142","23.142","23.142","","","","","",""
"7705518","","","","","","","566","566","566","22.88","22.88","22.88","","","","","","","","","","","",""
"7705946","","","","","","","569","569","569","22.757","22.757","22.757","","","","","","","","","","","",""
"7709127","","","","","","","","","","","","","567","567","567","22.996","22.996","22.996","","","","","",""
"7709262","576","576","576","22.997","22.997","22.997","","","","","","","","","","","","","","","","","",""
"7711026","","","","","","","553","553","553","22.905","22.905","22.905","","","","","","","","","","","",""
"7711642","","","","","","","577","577","577","22.727","22.727","22.727","","","","","","","","","","","",""
"7715916","","","","","","","560","560","560","22.726","22.726","22.726","","","","","","","","","","","",""
"7716062","580","580","580","22.93","22.93","22.93","","","","","","","","","","","","","","","","","",""
"7716817","","","","","","","573","573","573","22.784","22.784","22.784","","","","","","","","","","","",""
"7716928","","","","","","","559","559","559","22.814","22.814","22.814","","","","","","","","","","","",""
"7717294","","","","","","","","","","","","","560","560","560","23.057","23.057","23.057","","","","","",""
"7717952","550","550","550","23.018","23.018","23.018","","","","","","","","","","","","","","","","","",""
"7719283","","","","","","","570","570","570","22.969","22.969","22.969","","","","","","","","","","","",""
"7719552","","","","","","","567","567","567","22.753","22.753","22.753","","","","","","","","","","","",""
"7721170","","","","","","","","","","","","","549","549","549","23.197","23.197","23.197","","","","","",""
"7722462","","","","","","","","","","","","","568","568","568","22.811","22.811","22.811","","","","","",""
"7722491","577","577","577","22.747","22.747","22.747","","","","","","","","","","","","","","","","","",""
"7725079","","","","","","","554","554","554","23.094","23.094","23.094","","","","","","","","","","","",""
"7725430","","","","","","","578","578","578","22.986","22.986","22.986","","","","","","","","","","","",""
"7729506","","","","","","","561","561","561","22.795","22.795","22.795","","","","","","","","","","","",""
"7730325","581","581","581","22.807","22.807","22.807","","","","","","","","","","","","","","","","","",""
"7730365","","","","","","","560","560","560","22.739","22.739","22.739","","","","","","","","","","","",""
"7730444","","","","","","","574","574","574","22.909","22.909","22.909","","","","","","","","","","","",""
"7731377","","","","","","","","","","","","","561","561","561","23.049","23.049","23.049","","","","","",""
"7732513","551","551","551","23.178","23.178","23.178","","","","","","","","","","","","","","","","","",""
"7733200","","","","","","","568","568","568","22.863","22.863","22.863","","","","","","","","","","","",""
"7734328","","","","","","","571","571","571","22.894","22.894","22.894","","","","","","","","","","","",""
"7735519","578","578","578","23.079","23.079","23.079","","","","","","","","","","","","","","","","","",""
"7735747","","","","","","","","","","","","","569","569","569","23.02","23.02","23.02","","","","","",""
"7737395","","","","","","","","","","","","","550","550","550","23.08","23.08","23.08","","","","","",""
"7738949","","","","","","","555","555","555","22.844","22.844","22.844","","","","","","","","","","","",""
"7739188","","","","","","","579","579","579","22.914","22.914","22.914","","","","","","","","","","","",""
"7743501","","","","","","","562","562","562","22.912","22.912","22.912","","","","","","","","","","","",""
"7743803","","","","","","","561","561","561","23.041","23.041","23.041","","","","","","","","","","","",""
"7744069","582","582","582","22.925","22.925","22.925","","","","","","","","","","","","","","","","","",""
"7744442","","","","","","","575","575","575","22.746","22.746","22.746","","","","","","","","","","","",""
"7745470","","","","","","","","","","","","","562","562","562","23.03","23.03","23.03","","","","","",""
"7747237","","","","","","","569","569","569","22.903","22.903","22.903","","","","","","","","","","","",""
"7747459","552","552","552","23.175","23.175","23.175","","","","","","","","","","","","","","","","","",""
"7748201","","","","","","","572","572","572","22.881","22.881","22.881","","","","","","","","","","","",""
"7749098","579","579","579","22.778","22.778","22.778","","","","","","","","","","","","","","","","","",""
"7749905","","","","","","","","","","","","","570","570","570","22.861","22.861","22.861","","","","","",""
"7752402","","","","","","","580","580","580","23.004","23.004","23.004","","","","","","","","","","","",""
"7752850","","","","","","","556","556","556","22.888","22.888","22.888","","","","","","","","","","","",""
"7754196","","","","","","","","","","","","","551","551","551","22.807","22.807","22.807","","","","","",""
"7757368","","","","","","","562","562","562","22.874","22.874","22.874","","","","","","","","","","","",""
"7757372","","","","","","","563","563","563","23.116","23.116","23.116","","","","","","","","","","","",""
"7757922","","","","","","","576","576","576","22.885","22.885","22.885","","","","","","","","","","","",""
"7757981","583","583","583","22.832","22.832","22.832","","","","","","","","","","","","","","","","","",""
"7759801","","","","","","","","","","","","","563","563","563","22.908","22.908","22.908","","","","","",""
"7760905","","","","","","","570","570","570","23.033","23.033","23.033","","","","","","","","","","","",""
"7761700","","","","","","","573","573","573","22.97","22.97","22.97","","","","","","","","","","","",""
"7762343","553","553","553","22.942","22.942","22.942","","","","","","","","","","","","","","","","","",""
"7762388","580","580","580","23.2","23.2","23.2","","","","","","","","","","","","","","","","","",""
"7763492","","","","","","","","","","","","","571","571","571","22.917","22.917","22.917","","","","","",""
"7765807","","","","","","","581","581","581","22.823","22.823","22.823","","","","","","","","","","","",""
"7767369","","","","","","","557","557","557","22.713","22.713","22.713","","","","","","","","","","","",""
"7770588","","","","","","","563","563","563","22.793","22.793","22.793","","","","","","","","","","","",""
"7771015","","","","","","","","","","","","","552","552","552","22.886","22.886","22.886","","","","","",""
"7771289","","","","","","","577","577","577","22.811","22.811","22.811","","","","","","","","","","","",""
"7771402","","","","","","","564","564","564","23.004","23.004","23.004","","","","","","","","","","","",""
"7772292","584","584","584","22.851","22.851","22.851","","","","","","","","","","","","","","","","","",""
"7773373","","","","","","","","","","","","","564","564","564","23.03","23.03","23.03","","","","","",""
"7774316","","","","","","","571","571","571","23.028","23.028","23.028","","","","","","","","","","","",""
"7775436","","","","","","","574","574","574","23.057","23.057","23.057","","","","","","","","","","","",""
"7776217","581","581","581","22.797","22.797","22.797","","","","","","","","","","","","","","","","","",""
"7776594","554","554","554","23.177","23.177","23.177","","","","","","","","","","","","","","","","","",""
"7777372","","","","","","","","","","","","","572","572","572","22.819","22.819","22.819","","","","","",""
"7778811","","","","","","","582","582","582","22.767","22.767","22.767","","","","","","","","","","","",""
"7781798","","","","","","","558","558","558","22.67","22.67","22.67","","","","","","","","","","","",""
"7783944","","","","","","","564","564","564","22.945","22.945","22.945","","","","","","","","","","","",""
"7785001","","","","","","","578","578","578","22.839","22.839","22.839","","","","","","","","","","","",""
"7786339","585","585","585","22.908","22.908","22.908","","","","","","","","","","","","","","","","","",""
"7786341","","","","","","","565","565","565","22.841","22.841","22.841","","","","","","","","","","","",""
"7787260","","","","","","","","","","","","","553","553","553","23.02","23.02","23.02","","","","","",""
"7787332","","","","","","","","","","","","","565","565","565","22.904","22.904","22.904","","","","","",""
"7788054","","","","","","","572","572","572","23.004","23.004","23.004","","","","","","","","","","","",""
"7789427","582","582","582","23.022","23.022","23.022","","","","","","","","","","","","","","","","","",""
"7790044","","","","","","","575","575","575","22.785","22.785","22.785","","","","","","","","","","","",""
"7790626","555","555","555","22.883","22.883","22.883","","","","","","","","","","","","","","","","","",""
"7791535","","","","","","","","","","","","","573","573","573","22.925","22.925","22.925","","","","","",""
"7792139","","","","","","","583","583","583","22.781","22.781","22.781","","","","","","","","","","","",""
"7795571","","","","","","","559","559","559","22.95","22.95","22.95","","","","","","","","","","","",""
"7797923","","","","","","","565","565","565","22.865","22.865","22.865","","","","","","","","","","","",""
"7798513","","","","","","","579","579","579","22.798","22.798","22.798","","","","","","","","","","","",""
"7800250","586","586","586","23.124","23.124","23.124","","","","","","","","","","","","","","","","","",""
"7800528","","","","","","","566","566","566","22.995","22.995","22.995","","","","","","","","","","","",""
"7801305","","","","","","","","","","","","","566","566","566","23.019","23.019","23.019","","","","","",""
"7801771","","","","","","","573","573","573","23.03","23.03","23.03","","","","","","","","","","","",""
"7802911","583","583","583","22.98","22.98","22.98","","","","","","","","","","","","","","","","","",""
"7803283","","","","","","","576","576","576","22.911","22.911","22.911","554","554","554","23.114","23.114","23.114","","","","","",""
"7804911","","","","","","","","","","","","","574","574","574","22.999","22.999","22.999","","","","","",""
"7805079","556","556","556","22.993","22.993","22.993","","","","","","","","","","","","","","","","","",""
"7805372","","","","","","","584","584","584","22.987","22.987","22.987","","","","","","","","","","","",""
"7809286","","","","","","","560","560","560","22.959","22.959","22.959","","","","","","","","","","","",""
"7811463","","","","","","","566","566","566","22.743","22.743","22.743","","","","","","","","","","","",""
"7811885","","","","","","","580","580","580","22.74","22.74","22.74","","","","","","","","","","","",""
"7814226","587","587","587","22.935","22.935","22.935","","","","","","","","","","","","","","","","","",""
"7814315","","","","","","","567","567","567","22.931","22.931","22.931","","","","","","","","","","","",""
"7815020","","","","","","","574","574","574","22.965","22.965","22.965","","","","","","","","","","","",""
"7815569","","","","","","","","","","","","","567","567","567","22.876","22.876","22.876","","","","","",""
"7816341","584","584","584","23.046","23.046","23.046","","","","","","","","","","","","","","","","","",""
"7818376","","","","","","","577","577","577","22.886","22.886","22.886","","","","","","","","","","","",""
"7818994","","","","","","","585","585","585","22.653","22.653","22.653","","","","","","","","","","","",""
"7819069","557","557","557","22.994","22.994","22.994","","","","","","","","","","","","","","","","","",""
"7819098","","","","","","","","","","","","","575","575","575","22.802","22.802","22.802","","","","","",""
"7820631","","","","","","","","","","","","","555","555","555","23.072","23.072","23.072","","","","","",""
"7823022","","","","","","","561","561","561","22.905","22.905","22.905","","","","","","","","","","","",""
"7824813","","","","","","","567","567","567","23.04","23.04","23.04","","","","","","","","","","","",""
"7825404","","","","","","","581","581","581","22.801","22.801","22.801","","","","","","","","","","","",""
"7827381","588","588","588","22.758","22.758","22.758","","","","","","","","","","","","","","","","","",""
"7827814","","","","","","","568","568","568","22.887","22.887","22.887","","","","","","","","","","","",""
"7828467","","","","","","","575","575","575","22.906","22.906","22.906","","","","","","","","","","","",""
"7829742","","","","","","","","","","","","","568","568","568","22.888","22.888","22.888","","","","","",""
"7829815","585","585","585","22.805","22.805","22.805","","","","","","","","","","","","","","","","","",""
"7831884","","","","","","","578","578","578","23.035","23.035","23.035","","","","","","","","","","","",""
"7832566","","","","","","","586","586","586","22.778","22.778","22.778","","","","","","","","","","","",""
"7832818","","","","","","","","","","","","","576","576","576","22.838","22.838","22.838","","","","","",""
"7833733","558","558","558","23.001","23.001","23.001","","","","","","","","","","","","","","","","","",""
"7837443","","","","","","","562","562","562","22.923","22.923","22.923","","","","","","","","","","","",""
"7838006","","","","","","","","","","","","","556","556","556","23.16","23.16","23.16","","","","","",""
"7838378","","","","","","","568","568","568","22.824","22.824","22.824","","","","","","","","","","","",""
"7839009","","","","","","","582","582","582","22.948","22.948","22.948","","","","","","","","","","","",""
"7841215","589","589","589","22.845","22.845","22.845","","","","","","","","","","","","","","","","","",""
"7841949","","","","","","","569","569","569","22.984","22.984","22.984","","","","","","","","","","","",""
"7842133","","","","","","","576","576","576","22.923","22.923","22.923","","","","","","","","","","","",""
"7843356","586","586","586","22.958","22.958","22.958","","","","","","","","","","","","","","","","","",""
"7843802","","","","","","","","","","","","","569","569","569","23.045","23.045","23.045","","","","","",""
"7845877","","","","","","","579","579","579","22.799","22.799","22.799","","","","","","","","","","","",""
"7846254","","","","","","","587","587","587","22.623","22.623","22.623","","","","","","","","","","","",""
"7846370","","","","","","","","","","","","","577","577","577","22.784","22.784","22.784","","","","","",""
"7848501","559","559","559","23.075","23.075","23.075","","","","","","","","","","","","","","","","","",""
"7851636","","","","","","","563","563","563","22.954","22.954","22.954","","","","","","","","","","","",""
"7852357","","","","","","","569","569","569","22.735","22.735","22.735","","","","","","","","","","","",""
"7852427","","","","","","","","","","","","","557","557","557","23.064","23.064","23.064","","","","","",""
"7853410","","","","","","","583","583","583","23.083","23.083","23.083","","","","","","","","","","","",""
"7855124","590","590","590","22.932","22.932","22.932","","","","","","","","","","","","","","","","","",""
"7855792","","","","","","","570","570","570","23.128","23.128","23.128","","","","","","","","","","","",""
"7856116","","","","","","","577","577","577","22.722","22.722","22.722","","","","","","","","","","","",""
"7856975","587","587","587","23.059","23.059","23.059","","","","","","","","","","","","","","","","","",""
"7857806","","","","","","","","","","","","","570","570","570","23.146","23.146","23.146","","","","","",""
"7860025","","","","","","","588","588","588","22.844","22.844","22.844","","","","","","","","","","","",""
"7860371","","","","","","","","","","","","","578","578","578","22.935","22.935","22.935","","","","","",""
"7860706","","","","","","","580","580","580","23.004","23.004","23.004","","","","","","","","","","","",""
"7862865","560","560","560","22.986","22.986","22.986","","","","","","","","","","","","","","","","","",""
"7864406","","","","","","","","","","","","","558","558","558","22.929","22.929","22.929","","","","","",""
"7865813","","","","","","","564","564","564","23.019","23.019","23.019","","","","","","","","","","","",""
"7865944","","","","","","","570","570","570","23.03","23.03","23.03","","","","","","","","","","","",""
"7867199","","","","","","","584","584","584","22.851","22.851","22.851","","","","","","","","","","","",""
"7869301","591","591","591","23.04","23.04","23.04","","","","","","","","","","","","","","","","","",""
"7869581","","","","","","","578","578","578","23.049","23.049","23.049","","","","","","","","","","","",""
"7869703","","","","","","","571","571","571","23.048","23.048","23.048","","","","","","","","","","","",""
"7871128","588","588","588","22.968","22.968","22.968","","","","","","","","","","","","","","","","","",""
"7871980","","","","","","","","","","","","","571","571","571","22.964","22.964","22.964","","","","","",""
"7873886","","","","","","","","","","","","","579","579","579","23.005","23.005","23.005","","","","","",""
"7874082","","","","","","","589","589","589","22.963","22.963","22.963","","","","","","","","","","","",""
"7874439","","","","","","","581","581","581","22.876","22.876","22.876","","","","","","","","","","","",""
"7877397","","","","","","","","","","","","","559","559","559","23.043","23.043","23.043","","","","","",""
"7877779","561","561","561","22.874","22.874","22.874","","","","","","","","","","","","","","","","","",""
"7879973","","","","","","","571","571","571","22.862","22.862","22.862","","","","","","","","","","","",""
"7880407","","","","","","","565","565","565","22.995","22.995","22.995","","","","","","","","","","","",""
"7881156","","","","","","","585","585","585","22.723","22.723","22.723","","","","","","","","","","","",""
"7883172","592","592","592","22.724","22.724","22.724","","","","","","","","","","","","","","","","","",""
"7883420","","","","","","","579","579","579","22.931","22.931","22.931","","","","","","","","","","","",""
"7883658","","","","","","","572","572","572","22.952","22.952","22.952","","","","","","","","","","","",""
"7884898","589","589","589","22.841","22.841","22.841","","","","","","","","","","","","","","","","","",""
"7885792","","","","","","","","","","","","","572","572","572","22.924","22.924","22.924","","","","","",""
"7887931","","","","","","","","","","","","","580","580","580","22.906","22.906","22.906","","","","","",""
"7888131","","","","","","","590","590","590","22.732","22.732","22.732","","","","","","","","","","","",""
"7888476","","","","","","","582","582","582","22.961","22.961","22.961","","","","","","","","","","","",""
"7892135","562","562","562","23.209","23.209","23.209","","","","","","","","","","","","","","","","","",""
"7893300","","","","","","","572","572","572","23.106","23.106","23.106","","","","","","","","","","","",""
"7893663","","","","","","","","","","","","","560","560","560","23.153","23.153","23.153","","","","","",""
"7893909","","","","","","","566","566","566","22.901","22.901","22.901","","","","","","","","","","","",""
"7894677","","","","","","","586","586","586","22.942","22.942","22.942","","","","","","","","","","","",""
"7897144","","","","","","","580","580","580","22.935","22.935","22.935","","","","","","","","","","","",""
"7897298","593","593","593","23.101","23.101","23.101","","","","","","","","","","","","","","","","","",""
"7898343","","","","","","","573","573","573","22.856","22.856","22.856","","","","","","","","","","","",""
"7898833","590","590","590","22.913","22.913","22.913","","","","","","","","","","","","","","","","","",""
"7899919","","","","","","","","","","","","","573","573","573","23.005","23.005","23.005","","","","","",""
"7901757","","","","","","","","","","","","","581","581","581","22.644","22.644","22.644","","","","","",""
"7901894","","","","","","","591","591","591","22.767","22.767","22.767","","","","","","","","","","","",""
"7902700","","","","","","","583","583","583","22.801","22.801","22.801","","","","","","","","","","","",""
"7906112","563","563","563","23.085","23.085","23.085","","","","","","","","","","","","","","","","","",""
"7906810","","","","","","","573","573","573","23.016","23.016","23.016","","","","","","","","","","","",""
"7907166","","","","","","","567","567","567","22.776","22.776","22.776","","","","","","","","","","","",""
"7908645","","","","","","","587","587","587","22.834","22.834","22.834","","","","","","","","","","","",""
"7910590","","","","","","","","","","","","","561","561","561","23.027","23.027","23.027","","","","","",""
"7910841","","","","","","","581","581","581","22.922","22.922","22.922","","","","","","","","","","","",""
"7911527","594","594","594","23.003","23.003","23.003","","","","","","","","","","","","","","","","","",""
"7911886","","","","","","","574","574","574","22.974","22.974","22.974","","","","","","","","","","","",""
"7912638","591","591","591","23.095","23.095","23.095","","","","","","","","","","","","","","","","","",""
"7914297","","","","","","","","","","","","","574","574","574","23.097","23.097","23.097","","","","","",""
"7915741","","","","","","","592","592","592","22.931","22.931","22.931","","","","","","","","","","","",""
"7915778","","","","","","","","","","","","","582","582","582","22.853","22.853","22.853","","","","","",""
"7916498","","","","","","","584","584","584","22.954","22.954","22.954","","","","","","","","","","","",""
"7919921","","","","","","","574","574","574","22.951","22.951","22.951","","","","","","","","","","","",""
"7920536","564","564","564","23.024","23.024","23.024","","","","","","","","","","","","","","","","","",""
"7921214","","","","","","","568","568","568","22.646","22.646","22.646","","","","","","","","","","","",""
"7922937","","","","","","","588","588","588","22.935","22.935","22.935","","","","","","","","","","","",""
"7924865","","","","","","","582","582","582","22.704","22.704","22.704","","","","","","","","","","","",""
"7925249","595","595","595","22.848","22.848","22.848","","","","","","","","","","","","","","","","","",""
"7925996","","","","","","","575","575","575","22.808","22.808","22.808","","","","","","","","","","","",""
"7926340","","","","","","","","","","","","","562","562","562","23.085","23.085","23.085","","","","","",""
"7926849","592","592","592","22.893","22.893","22.893","","","","","","","","","","","","","","","","","",""
"7928386","","","","","","","","","","","","","575","575","575","22.909","22.909","22.909","","","","","",""
"7929068","","","","","","","","","","","","","583","583","583","22.865","22.865","22.865","","","","","",""
"7929614","","","","","","","593","593","593","22.944","22.944","22.944","","","","","","","","","","","",""
"7930153","","","","","","","585","585","585","22.98","22.98","22.98","","","","","","","","","","","",""
"7933943","","","","","","","575","575","575","23.144","23.144","23.144","","","","","","","","","","","",""
"7934940","","","","","","","569","569","569","22.947","22.947","22.947","","","","","","","","","","","",""
"7935078","565","565","565","22.895","22.895","22.895","","","","","","","","","","","","","","","","","",""
"7936730","","","","","","","589","589","589","22.919","22.919","22.919","","","","","","","","","","","",""
"7938852","","","","","","","583","583","583","22.973","22.973","22.973","","","","","","","","","","","",""
"7939317","596","596","596","22.809","22.809","22.809","","","","","","","","","","","","","","","","","",""
"7939900","","","","","","","576","576","576","23.017","23.017","23.017","","","","","","","","","","","",""
"7940559","593","593","593","23.026","23.026","23.026","","","","","","","","","","","","","","","","","",""
"7941726","","","","","","","","","","","","","563","563","563","23.107","23.107","23.107","","","","","",""
"7942490","","","","","","","","","","","","","576","576","576","23.226","23.226","23.226","","","","","",""
"7943182","","","","","","","594","594","594","22.932","22.932","22.932","","","","","","","","","","","",""
"7943356","","","","","","","","","","","","","584","584","584","22.877","22.877","22.877","","","","","",""
"7943782","","","","","","","586","586","586","22.883","22.883","22.883","","","","","","","","","","","",""
"7947568","","","","","","","576","576","576","23.231","23.231","23.231","","","","","","","","","","","",""
"7949073","","","","","","","570","570","570","22.906","22.906","22.906","","","","","","","","","","","",""
"7949385","566","566","566","22.913","22.913","22.913","","","","","","","","","","","","","","","","","",""
"7950561","","","","","","","590","590","590","23.107","23.107","23.107","","","","","","","","","","","",""
"7952298","","","","","","","584","584","584","22.836","22.836","22.836","","","","","","","","","","","",""
"7953333","597","597","597","22.92","22.92","22.92","","","","","","","","","","","","","","","","","",""
"7954434","594","594","594","23.083","23.083","23.083","","","","","","","","","","","","","","","","","",""
"7954758","","","","","","","577","577","577","22.787","22.787","22.787","","","","","","","","","","","",""
"7956711","","","","","","","","","","","","","577","577","577","23.014","23.014","23.014","","","","","",""
"7956903","","","","","","","587","587","587","22.925","22.925","22.925","","","","","","","","","","","",""
"7956916","","","","","","","595","595","595","22.676","22.676","22.676","","","","","","","","","","","",""
"7957361","","","","","","","","","","","","","585","585","585","23.056","23.056","23.056","","","","","",""
"7958576","","","","","","","","","","","","","564","564","564","23.171","23.171","23.171","","","","","",""
"7961182","","","","","","","577","577","577","22.808","22.808","22.808","","","","","","","","","","","",""
"7962983","","","","","","","571","571","571","22.921","22.921","22.921","","","","","","","","","","","",""
"7963597","567","567","567","23.12","23.12","23.12","","","","","","","","","","","","","","","","","",""
"7964271","","","","","","","591","591","591","23.038","23.038","23.038","","","","","","","","","","","",""
"7966275","","","","","","","585","585","585","22.938","22.938","22.938","","","","","","","","","","","",""
"7967294","598","598","598","23.097","23.097","23.097","","","","","","","","","","","","","","","","","",""
"7968607","","","","","","","578","578","578","23.027","23.027","23.027","","","","","","","","","","","",""
"7968615","595","595","595","23.023","23.023","23.023","","","","","","","","","","","","","","","","","",""
"7970421","","","","","","","","","","","","","578","578","578","23.086","23.086","23.086","","","","","",""
"7970788","","","","","","","596","596","596","22.864","22.864","22.864","","","","","","","","","","","",""
"7971555","","","","","","","","","","","","","586","586","586","22.904","22.904","22.904","","","","","",""
"7971563","","","","","","","588","588","588","23.221","23.221","23.221","","","","","","","","","","","",""
"7974943","","","","","","","578","578","578","23.098","23.098","23.098","","","","","","","","","","","",""
"7975593","","","","","","","","","","","","","565","565","565","23.214","23.214","23.214","","","","","",""
"7976786","","","","","","","572","572","572","22.705","22.705","22.705","","","","","","","","","","","",""
"7977979","568","568","568","22.869","22.869","22.869","","","","","","","","","","","","","","","","","",""
"7978098","","","","","","","592","592","592","22.864","22.864","22.864","","","","","","","","","","","",""
"7980336","","","","","","","586","586","586","23.069","23.069","23.069","","","","","","","","","","","",""
"7980876","599","599","599","22.802","22.802","22.802","","","","","","","","","","","","","","","","","",""
"7982442","596","596","596","22.984","22.984","22.984","","","","","","","","","","","","","","","","","",""
"7982482","","","","","","","579","579","579","22.771","22.771","22.771","","","","","","","","","","","",""
"7984501","","","","","","","597","597","597","22.962","22.962","22.962","","","","","","","","","","","",""
"7984733","","","","","","","","","","","","","579","579","579","23.091","23.091","23.091","","","","","",""
"7984768","","","","","","","589","589","589","22.944","22.944","22.944","","","","","","","","","","","",""
"7985327","","","","","","","","","","","","","587","587","587","23.002","23.002","23.002","","","","","",""
"7988799","","","","","","","579","579","579","23.038","23.038","23.038","","","","","","","","","","","",""
"7990603","","","","","","","573","573","573","23.032","23.032","23.032","","","","","","","","","","","",""
"7991684","","","","","","","593","593","593","23.014","23.014","23.014","","","","","","","","","","","",""
"7991750","","","","","","","","","","","","","566","566","566","22.988","22.988","22.988","","","","","",""
"7992698","569","569","569","22.969","22.969","22.969","","","","","","","","","","","","","","","","","",""
"7994439","","","","","","","587","587","587","23.169","23.169","23.169","","","","","","","","","","","",""
"7994944","600","600","600","22.787","22.787","22.787","","","","","","","","","","","","","","","","","",""
"7996168","597","597","597","23.019","23.019","23.019","","","","","","","","","","","","","","","","","",""
"7996950","","","","","","","580","580","580","22.921","22.921","22.921","","","","","","","","","","","",""
"7998491","","","","","","","598","598","598","22.793","22.793","22.793","","","","","","","","","","","",""
"7998922","","","","","","","","","","","","","580","580","580","23.261","23.261","23.261","","","","","",""
"7998942","","","","","","","590","590","590","22.988","22.988","22.988","","","","","","","","","","","",""
"7999478","","","","","","","","","","","","","588","588","588","23.01","23.01","23.01","","","","","",""
"8002247","","","","","","","580","580","580","23.037","23.037","23.037","","","","","","","","","","","",""
"8004393","","","","","","","574","574","574","22.784","22.784","22.784","","","","","","","","","","","",""
"8005160","","","","","","","594","594","594","22.852","22.852","22.852","","","","","","","","","","","",""
