"num_samples","replay_buffer_size: 50000 (Replay size: partner IQL) - _step","replay_buffer_size: 50000 (Replay size: partner IQL) - _step__MIN","replay_buffer_size: 50000 (Replay size: partner IQL) - _step__MAX","replay_buffer_size: 50000 (Replay size: partner IQL) - perfect","replay_buffer_size: 50000 (Replay size: partner IQL) - perfect__MIN","replay_buffer_size: 50000 (Replay size: partner IQL) - perfect__MAX","replay_buffer_size: 100000 (Replay size: partner IQL) - _step","replay_buffer_size: 100000 (Replay size: partner IQL) - _step__MIN","replay_buffer_size: 100000 (Replay size: partner IQL) - _step__MAX","replay_buffer_size: 100000 (Replay size: partner IQL) - perfect","replay_buffer_size: 100000 (Replay size: partner IQL) - perfect__MIN","replay_buffer_size: 100000 (Replay size: partner IQL) - perfect__MAX","replay_buffer_size: 150000 (Replay size: partner IQL) - _step","replay_buffer_size: 150000 (Replay size: partner IQL) - _step__MIN","replay_buffer_size: 150000 (Replay size: partner IQL) - _step__MAX","replay_buffer_size: 150000 (Replay size: partner IQL) - perfect","replay_buffer_size: 150000 (Replay size: partner IQL) - perfect__MIN","replay_buffer_size: 150000 (Replay size: partner IQL) - perfect__MAX","replay_buffer_size: 200000 (Replay size: partner IQL) - _step","replay_buffer_size: 200000 (Replay size: partner IQL) - _step__MIN","replay_buffer_size: 200000 (Replay size: partner IQL) - _step__MAX","replay_buffer_size: 200000 (Replay size: partner IQL) - perfect","replay_buffer_size: 200000 (Replay size: partner IQL) - perfect__MIN","replay_buffer_size: 200000 (Replay size: partner IQL) - perfect__MAX"
"7100414","","","","","","","","","","","","","491","491","491","30","30","30","","","","","",""
"7101631","","","","","","","484","484","484","34.5","34.5","34.5","","","","","","","","","","","",""
"7103394","","","","","","","651","651","651","28.199999999999996","28.199999999999996","28.199999999999996","","","","","","","","","","","",""
"7104252","494","494","494","31.1","31.1","31.1","","","","","","","","","","","","","","","","","",""
"7104904","654","654","654","27.700000000000003","27.700000000000003","27.700000000000003","","","","","","","","","","","","","","","","","",""
"7105024","670","670","670","25.900000000000002","25.900000000000002","25.900000000000002","","","","","","","","","","","","","","","","","",""
"7106651","","","","","","","489","489","489","31.2","31.2","31.2","","","","","","","","","","","",""
"7109886","","","","","","","","","","","","","482","482","482","30.599999999999998","30.599999999999998","30.599999999999998","","","","","",""
"7111072","","","","","","","492","492","492","29.099999999999998","29.099999999999998","29.099999999999998","","","","","","","","","","","",""
"7112104","493","493","493","31.6","31.6","31.6","","","","","","","","","","","","","","","","","",""
"7112221","542","542","542","22.7","22.7","22.7","","","","","","","","","","","","","","","","","",""
"7112687","","","","","","","471","471","471","30.2","30.2","30.2","","","","","","","","","","","",""
"7114655","","","","","","","","","","","","","481","481","481","33","33","33","","","","","",""
"7114873","","","","","","","","","","","","","492","492","492","32","32","32","","","","","",""
"7114937","","","","","","","652","652","652","26.1","26.1","26.1","","","","","","","","","","","",""
"7115747","655","655","655","23.400000000000002","23.400000000000002","23.400000000000002","","","","","","","","","","","","","","","","","",""
"7115815","671","671","671","26.900000000000002","26.900000000000002","26.900000000000002","","","","","","","","","","","","","","","","","",""
"7116293","","","","","","","485","485","485","32.7","32.7","32.7","","","","","","","","","","","",""
"7118892","495","495","495","31.7","31.7","31.7","","","","","","","","","","","","","","","","","",""
"7121140","","","","","","","490","490","490","29.4","29.4","29.4","","","","","","","","","","","",""
"7124826","","","","","","","493","493","493","29.5","29.5","29.5","","","","","","","","","","","",""
"7125402","","","","","","","","","","","","","483","483","483","34.1","34.1","34.1","","","","","",""
"7125576","543","543","543","27.500000000000004","27.500000000000004","27.500000000000004","","","","","","","","","","","","","","","","","",""
"7126301","494","494","494","29.7","29.7","29.7","","","","","","","","","","","","","","","","","",""
"7126336","672","672","672","25.2","25.2","25.2","","","","","","","","","","","","","","","","","",""
"7126440","656","656","656","26.400000000000002","26.400000000000002","26.400000000000002","","","","","","","","","","","","","","","","","",""
"7126698","","","","","","","653","653","653","28.499999999999996","28.499999999999996","28.499999999999996","","","","","","","","","","","",""
"7128016","","","","","","","472","472","472","28.299999999999997","28.299999999999997","28.299999999999997","","","","","","","","","","","",""
"7129404","","","","","","","","","","","","","493","493","493","32.6","32.6","32.6","","","","","",""
"7129591","","","","","","","","","","","","","482","482","482","32.300000000000004","32.300000000000004","32.300000000000004","","","","","",""
"7131140","","","","","","","486","486","486","32.800000000000004","32.800000000000004","32.800000000000004","","","","","","","","","","","",""
"7133333","496","496","496","27.500000000000004","27.500000000000004","27.500000000000004","","","","","","","","","","","","","","","","","",""
"7135777","","","","","","","491","491","491","31.2","31.2","31.2","","","","","","","","","","","",""
"7136930","673","673","673","24.3","24.3","24.3","","","","","","","","","","","","","","","","","",""
"7137234","657","657","657","26.900000000000002","26.900000000000002","26.900000000000002","","","","","","","","","","","","","","","","","",""
"7138715","544","544","544","30.3","30.3","30.3","","","","","","","","","","","","","","","","","",""
"7138717","","","","","","","654","654","654","30.2","30.2","30.2","","","","","","","","","","","",""
"7138720","","","","","","","494","494","494","31.2","31.2","31.2","","","","","","","","","","","",""
"7140494","495","495","495","30.4","30.4","30.4","","","","","","","","","","","","","","","","","",""
"7140836","","","","","","","","","","","","","484","484","484","32.5","32.5","32.5","","","","","",""
"7143003","","","","","","","473","473","473","29.2","29.2","29.2","","","","","","","","","","","",""
"7144557","","","","","","","","","","","","","494","494","494","34","34","34","","","","","",""
"7144777","","","","","","","","","","","","","483","483","483","30.599999999999998","30.599999999999998","30.599999999999998","","","","","",""
"7145297","","","","","","","487","487","487","31.5","31.5","31.5","","","","","","","","","","","",""
"7147383","674","674","674","26","26","26","","","","","","","","","","","","","","","","","",""
"7147752","497","497","497","28.499999999999996","28.499999999999996","28.499999999999996","","","","","","","","","","","","","","","","","",""
"7148323","658","658","658","31.5","31.5","31.5","","","","","","","","","","","","","","","","","",""
"7150424","","","","","","","492","492","492","29.799999999999997","29.799999999999997","29.799999999999997","","","","","","","","","","","",""
"7150587","","","","","","","655","655","655","26.900000000000002","26.900000000000002","26.900000000000002","","","","","","","","","","","",""
"7152015","545","545","545","26.5","26.5","26.5","","","","","","","","","","","","","","","","","",""
"7153034","","","","","","","495","495","495","30.099999999999998","30.099999999999998","30.099999999999998","","","","","","","","","","","",""
"7154567","496","496","496","30","30","30","","","","","","","","","","","","","","","","","",""
"7155842","","","","","","","","","","","","","485","485","485","32.6","32.6","32.6","","","","","",""
"7157911","675","675","675","27.800000000000004","27.800000000000004","27.800000000000004","","","","","","","","","","","","","","","","","",""
"7158131","","","","","","","474","474","474","33.2","33.2","33.2","","","","","","","","","","","",""
"7159131","659","659","659","27.800000000000004","27.800000000000004","27.800000000000004","","","","","","","","","","","","","","","","","",""
"7159321","","","","","","","","","","","","","495","495","495","32.800000000000004","32.800000000000004","32.800000000000004","","","","","",""
"7159749","","","","","","","","","","","","","484","484","484","32.1","32.1","32.1","","","","","",""
"7159829","","","","","","","488","488","488","29.2","29.2","29.2","","","","","","","","","","","",""
"7162100","498","498","498","27.900000000000002","27.900000000000002","27.900000000000002","","","","","","","","","","","","","","","","","",""
"7162357","","","","","","","656","656","656","29.7","29.7","29.7","","","","","","","","","","","",""
"7165026","","","","","","","493","493","493","31.3","31.3","31.3","","","","","","","","","","","",""
"7165683","546","546","546","27.700000000000003","27.700000000000003","27.700000000000003","","","","","","","","","","","","","","","","","",""
"7167378","","","","","","","496","496","496","32","32","32","","","","","","","","","","","",""
"7168398","676","676","676","23.7","23.7","23.7","","","","","","","","","","","","","","","","","",""
"7168990","497","497","497","28.1","28.1","28.1","","","","","","","","","","","","","","","","","",""
"7169791","660","660","660","27.700000000000003","27.700000000000003","27.700000000000003","","","","","","","","","","","","","","","","","",""
"7171080","","","","","","","","","","","","","486","486","486","32.7","32.7","32.7","","","","","",""
"7173770","","","","","","","475","475","475","29.9","29.9","29.9","","","","","","","","","","","",""
"7173798","","","","","","","","","","","","","496","496","496","32.2","32.2","32.2","","","","","",""
"7174032","","","","","","","657","657","657","28.9","28.9","28.9","","","","","","","","","","","",""
"7174351","","","","","","","","","","","","","485","485","485","31.900000000000002","31.900000000000002","31.900000000000002","","","","","",""
"7174422","","","","","","","489","489","489","30.3","30.3","30.3","","","","","","","","","","","",""
"7176546","499","499","499","30.099999999999998","30.099999999999998","30.099999999999998","","","","","","","","","","","","","","","","","",""
"7178972","677","677","677","25.2","25.2","25.2","","","","","","","","","","","","","","","","","",""
"7179205","547","547","547","27.900000000000002","27.900000000000002","27.900000000000002","","","","","","","","","","","","","","","","","",""
"7179582","","","","","","","494","494","494","32.5","32.5","32.5","","","","","","","","","","","",""
"7180697","661","661","661","25.5","25.5","25.5","","","","","","","","","","","","","","","","","",""
"7181288","","","","","","","497","497","497","33.1","33.1","33.1","","","","","","","","","","","",""
"7183811","498","498","498","31","31","31","","","","","","","","","","","","","","","","","",""
"7185845","","","","","","","658","658","658","30.4","30.4","30.4","","","","","","","","","","","",""
"7186664","","","","","","","","","","","","","487","487","487","32.4","32.4","32.4","","","","","",""
"7188321","","","","","","","","","","","","","497","497","497","33.300000000000004","33.300000000000004","33.300000000000004","","","","","",""
"7188892","","","","","","","476","476","476","30.3","30.3","30.3","","","","","","","","","","","",""
"7189217","","","","","","","","","","","","","486","486","486","31.8","31.8","31.8","","","","","",""
"7189318","","","","","","","490","490","490","31.7","31.7","31.7","","","","","","","","","","","",""
"7189470","678","678","678","26.1","26.1","26.1","","","","","","","","","","","","","","","","","",""
"7190892","500","500","500","30.3","30.3","30.3","","","","","","","","","","","","","","","","","",""
"7191695","662","662","662","26.400000000000002","26.400000000000002","26.400000000000002","","","","","","","","","","","","","","","","","",""
"7192586","548","548","548","26.1","26.1","26.1","","","","","","","","","","","","","","","","","",""
"7193871","","","","","","","495","495","495","29.599999999999998","29.599999999999998","29.599999999999998","","","","","","","","","","","",""
"7197652","","","","","","","659","659","659","28.000000000000004","28.000000000000004","28.000000000000004","","","","","","","","","","","",""
"7197749","499","499","499","27.900000000000002","27.900000000000002","27.900000000000002","","","","","","","","","","","","","","","","","",""
"7200021","679","679","679","26.1","26.1","26.1","","","","","","","","","","","","","","","","","",""
"7201810","","","","","","","","","","","","","488","488","488","28.7","28.7","28.7","","","","","",""
"7202555","663","663","663","25.4","25.4","25.4","","","","","","","","","","","","","","","","","",""
"7203134","","","","","","","","","","","","","498","498","498","32.6","32.6","32.6","","","","","",""
"7203819","","","","","","","491","491","491","27.6","27.6","27.6","","","","","","","","","","","",""
"7203870","","","","","","","","","","","","","487","487","487","30.4","30.4","30.4","","","","","",""
"7204686","","","","","","","477","477","477","31.3","31.3","31.3","","","","","","","","","","","",""
"7205264","501","501","501","25.900000000000002","25.900000000000002","25.900000000000002","","","","","","","","","","","","","","","","","",""
"7206082","549","549","549","27.6","27.6","27.6","","","","","","","","","","","","","","","","","",""
"7208482","","","","","","","496","496","496","30.7","30.7","30.7","","","","","","","","","","","",""
"7209543","","","","","","","660","660","660","29.599999999999998","29.599999999999998","29.599999999999998","","","","","","","","","","","",""
"7210835","680","680","680","25","25","25","","","","","","","","","","","","","","","","","",""
"7212577","500","500","500","32.300000000000004","32.300000000000004","32.300000000000004","","","","","","","","","","","","","","","","","",""
"7213410","664","664","664","27.400000000000002","27.400000000000002","27.400000000000002","","","","","","","","","","","","","","","","","",""
"7216851","","","","","","","","","","","","","489","489","489","31.6","31.6","31.6","","","","","",""
"7217664","","","","","","","","","","","","","499","499","499","31","31","31","","","","","",""
"7218788","","","","","","","","","","","","","488","488","488","29.599999999999998","29.599999999999998","29.599999999999998","","","","","",""
"7218830","","","","","","","492","492","492","31.8","31.8","31.8","","","","","","","","","","","",""
"7219407","550","550","550","28.4","28.4","28.4","","","","","","","","","","","","","","","","","",""
"7219465","","","","","","","478","478","478","28.7","28.7","28.7","","","","","","","","","","","",""
"7220081","502","502","502","32.4","32.4","32.4","","","","","","","","","","","","","","","","","",""
"7221288","","","","","","","661","661","661","26","26","26","","","","","","","","","","","",""
"7221577","681","681","681","26.5","26.5","26.5","","","","","","","","","","","","","","","","","",""
"7222580","","","","","","","497","497","497","31.3","31.3","31.3","","","","","","","","","","","",""
"7224466","665","665","665","25.8","25.8","25.8","","","","","","","","","","","","","","","","","",""
"7227341","501","501","501","29.599999999999998","29.599999999999998","29.599999999999998","","","","","","","","","","","","","","","","","",""
"7231913","","","","","","","","","","","","","490","490","490","31.5","31.5","31.5","","","","","",""
"7232123","","","","","","","","","","","","","500","500","500","30.599999999999998","30.599999999999998","30.599999999999998","","","","","",""
"7232161","682","682","682","22.900000000000002","22.900000000000002","22.900000000000002","","","","","","","","","","","","","","","","","",""
"7232588","551","551","551","26.400000000000002","26.400000000000002","26.400000000000002","","","","","","","","","","","","","","","","","",""
"7233015","","","","","","","662","662","662","28.1","28.1","28.1","","","","","","","","","","","",""
"7233019","","","","","","","493","493","493","32.4","32.4","32.4","","","","","","","","","","","",""
"7233532","","","","","","","","","","","","","489","489","489","32.5","32.5","32.5","","","","","",""
"7234556","","","","","","","479","479","479","33.900000000000006","33.900000000000006","33.900000000000006","","","","","","","","","","","",""
"7234709","503","503","503","28.1","28.1","28.1","","","","","","","","","","","","","","","","","",""
"7235462","666","666","666","23.9","23.9","23.9","","","","","","","","","","","","","","","","","",""
"7237138","","","","","","","498","498","498","31.5","31.5","31.5","","","","","","","","","","","",""
"7241622","502","502","502","31.5","31.5","31.5","","","","","","","","","","","","","","","","","",""
"7242742","683","683","683","24.2","24.2","24.2","","","","","","","","","","","","","","","","","",""
"7244693","","","","","","","663","663","663","27.3","27.3","27.3","","","","","","","","","","","",""
"7246197","552","552","552","28.599999999999998","28.599999999999998","28.599999999999998","","","","","","","","","","","","","","","","","",""
"7246279","667","667","667","25.2","25.2","25.2","","","","","","","","","","","","","","","","","",""
"7246824","","","","","","","","","","","","","501","501","501","31.1","31.1","31.1","","","","","",""
"7247073","","","","","","","","","","","","","491","491","491","30.599999999999998","30.599999999999998","30.599999999999998","","","","","",""
"7247869","","","","","","","494","494","494","32.300000000000004","32.300000000000004","32.300000000000004","","","","","","","","","","","",""
"7248566","","","","","","","","","","","","","490","490","490","32","32","32","","","","","",""
"7249039","504","504","504","29.4","29.4","29.4","","","","","","","","","","","","","","","","","",""
"7249892","","","","","","","480","480","480","30.4","30.4","30.4","","","","","","","","","","","",""
"7251811","","","","","","","499","499","499","27.500000000000004","27.500000000000004","27.500000000000004","","","","","","","","","","","",""
"7253584","684","684","684","24.4","24.4","24.4","","","","","","","","","","","","","","","","","",""
"7255896","503","503","503","27","27","27","","","","","","","","","","","","","","","","","",""
"7256827","","","","","","","664","664","664","29.799999999999997","29.799999999999997","29.799999999999997","","","","","","","","","","","",""
"7257237","668","668","668","26","26","26","","","","","","","","","","","","","","","","","",""
"7259532","553","553","553","26.6","26.6","26.6","","","","","","","","","","","","","","","","","",""
"7261819","","","","","","","","","","","","","502","502","502","33.6","33.6","33.6","","","","","",""
"7262255","","","","","","","","","","","","","492","492","492","31.3","31.3","31.3","","","","","",""
"7263054","","","","","","","495","495","495","30.5","30.5","30.5","","","","","","","","","","","",""
"7263207","505","505","505","28.999999999999996","28.999999999999996","28.999999999999996","","","","","","","","","","","","","","","","","",""
"7263979","","","","","","","","","","","","","491","491","491","30.099999999999998","30.099999999999998","30.099999999999998","","","","","",""
"7264573","685","685","685","26.6","26.6","26.6","","","","","","","","","","","","","","","","","",""
"7265092","","","","","","","481","481","481","28.9","28.9","28.9","","","","","","","","","","","",""
"7266267","","","","","","","500","500","500","31.8","31.8","31.8","","","","","","","","","","","",""
"7268065","669","669","669","25.4","25.4","25.4","","","","","","","","","","","","","","","","","",""
"7268349","","","","","","","665","665","665","28.299999999999997","28.299999999999997","28.299999999999997","","","","","","","","","","","",""
"7270059","504","504","504","31.1","31.1","31.1","","","","","","","","","","","","","","","","","",""
"7272983","554","554","554","26.8","26.8","26.8","","","","","","","","","","","","","","","","","",""
"7275387","686","686","686","24.9","24.9","24.9","","","","","","","","","","","","","","","","","",""
"7276407","","","","","","","","","","","","","503","503","503","33.7","33.7","33.7","","","","","",""
"7277434","506","506","506","27.200000000000003","27.200000000000003","27.200000000000003","","","","","","","","","","","","","","","","","",""
"7277596","","","","","","","","","","","","","493","493","493","32.300000000000004","32.300000000000004","32.300000000000004","","","","","",""
"7278149","","","","","","","496","496","496","28.499999999999996","28.499999999999996","28.499999999999996","","","","","","","","","","","",""
"7278993","670","670","670","24.4","24.4","24.4","","","","","","","492","492","492","31.900000000000002","31.900000000000002","31.900000000000002","","","","","",""
"7279969","","","","","","","666","666","666","29.799999999999997","29.799999999999997","29.799999999999997","","","","","","","","","","","",""
"7280567","","","","","","","482","482","482","33.4","33.4","33.4","","","","","","","","","","","",""
"7280932","","","","","","","501","501","501","28.9","28.9","28.9","","","","","","","","","","","",""
"7284595","505","505","505","28.9","28.9","28.9","","","","","","","","","","","","","","","","","",""
"7286160","687","687","687","24.099999999999998","24.099999999999998","24.099999999999998","","","","","","","","","","","","","","","","","",""
"7286645","555","555","555","30.099999999999998","30.099999999999998","30.099999999999998","","","","","","","","","","","","","","","","","",""
"7290097","671","671","671","26.700000000000003","26.700000000000003","26.700000000000003","","","","","","","","","","","","","","","","","",""
"7291432","","","","","","","","","","","","","504","504","504","33","33","33","","","","","",""
"7291648","","","","","","","667","667","667","27.3","27.3","27.3","","","","","","","","","","","",""
"7291753","507","507","507","27","27","27","","","","","","","","","","","","","","","","","",""
"7292632","","","","","","","","","","","","","494","494","494","35.4","35.4","35.4","","","","","",""
"7292822","","","","","","","497","497","497","31.7","31.7","31.7","","","","","","","","","","","",""
"7293952","","","","","","","","","","","","","493","493","493","33.300000000000004","33.300000000000004","33.300000000000004","","","","","",""
"7295754","","","","","","","502","502","502","31.6","31.6","31.6","","","","","","","","","","","",""
"7296219","","","","","","","483","483","483","32.4","32.4","32.4","","","","","","","","","","","",""
"7297006","688","688","688","25.2","25.2","25.2","","","","","","","","","","","","","","","","","",""
"7298954","506","506","506","31.900000000000002","31.900000000000002","31.900000000000002","","","","","","","","","","","","","","","","","",""
"7299994","556","556","556","29.5","29.5","29.5","","","","","","","","","","","","","","","","","",""
"7301098","672","672","672","24.8","24.8","24.8","","","","","","","","","","","","","","","","","",""
"7303362","","","","","","","668","668","668","32.4","32.4","32.4","","","","","","","","","","","",""
"7306140","508","508","508","28.7","28.7","28.7","","","","","","","","","","","","","","","","","",""
"7306203","","","","","","","","","","","","","505","505","505","32.1","32.1","32.1","","","","","",""
"7307276","","","","","","","498","498","498","35","35","35","","","","","","","","","","","",""
"7307494","689","689","689","27","27","27","","","","","","","","","","","","","","","","","",""
"7307688","","","","","","","","","","","","","495","495","495","30.2","30.2","30.2","","","","","",""
"7309320","","","","","","","","","","","","","494","494","494","34","34","34","","","","","",""
"7310199","","","","","","","503","503","503","30.3","30.3","30.3","","","","","","","","","","","",""
"7311199","","","","","","","484","484","484","30.3","30.3","30.3","","","","","","","","","","","",""
"7312185","673","673","673","24.9","24.9","24.9","","","","","","","","","","","","","","","","","",""
"7313283","557","557","557","25.6","25.6","25.6","","","","","","","","","","","","","","","","","",""
"7313424","507","507","507","28.299999999999997","28.299999999999997","28.299999999999997","","","","","","","","","","","","","","","","","",""
"7315199","","","","","","","669","669","669","27.6","27.6","27.6","","","","","","","","","","","",""
"7318188","690","690","690","27.700000000000003","27.700000000000003","27.700000000000003","","","","","","","","","","","","","","","","","",""
"7320395","509","509","509","27.6","27.6","27.6","","","","","","","","","","","","","","","","","",""
"7320800","","","","","","","","","","","","","506","506","506","30.8","30.8","30.8","","","","","",""
"7322077","","","","","","","499","499","499","31.2","31.2","31.2","","","","","","","","","","","",""
"7322891","674","674","674","25.8","25.8","25.8","","","","","","","","","","","","","","","","","",""
"7323161","","","","","","","","","","","","","496","496","496","32.1","32.1","32.1","","","","","",""
"7324365","","","","","","","","","","","","","495","495","495","31.6","31.6","31.6","","","","","",""
"7324668","","","","","","","504","504","504","34","34","34","","","","","","","","","","","",""
"7326015","","","","","","","485","485","485","30.3","30.3","30.3","","","","","","","","","","","",""
"7326661","","","","","","","670","670","670","27.700000000000003","27.700000000000003","27.700000000000003","","","","","","","","","","","",""
"7327094","558","558","558","25.7","25.7","25.7","","","","","","","","","","","","","","","","","",""
"7328004","508","508","508","28.7","28.7","28.7","","","","","","","","","","","","","","","","","",""
"7328985","691","691","691","24.3","24.3","24.3","","","","","","","","","","","","","","","","","",""
"7333683","675","675","675","28.799999999999997","28.799999999999997","28.799999999999997","","","","","","","","","","","","","","","","","",""
"7334999","510","510","510","29.4","29.4","29.4","","","","","","","","","","","","","","","","","",""
"7335442","","","","","","","","","","","","","507","507","507","30.8","30.8","30.8","","","","","",""
"7336942","","","","","","","500","500","500","32.6","32.6","32.6","","","","","","","","","","","",""
"7338310","","","","","","","671","671","671","28.7","28.7","28.7","","","","","","","","","","","",""
"7338457","","","","","","","","","","","","","497","497","497","33.1","33.1","33.1","","","","","",""
"7339359","","","","","","","","","","","","","496","496","496","33.900000000000006","33.900000000000006","33.900000000000006","","","","","",""
"7339577","","","","","","","505","505","505","30.9","30.9","30.9","","","","","","","","","","","",""
"7339706","692","692","692","28.299999999999997","28.299999999999997","28.299999999999997","","","","","","","","","","","","","","","","","",""
"7340442","559","559","559","27.400000000000002","27.400000000000002","27.400000000000002","","","","","","","","","","","","","","","","","",""
"7340935","","","","","","","486","486","486","33.300000000000004","33.300000000000004","33.300000000000004","","","","","","","","","","","",""
"7342583","509","509","509","28.799999999999997","28.799999999999997","28.799999999999997","","","","","","","","","","","","","","","","","",""
"7344723","676","676","676","26.8","26.8","26.8","","","","","","","","","","","","","","","","","",""
"7349562","511","511","511","29.099999999999998","29.099999999999998","29.099999999999998","","","","","","","","","","","","","","","","","",""
"7350069","","","","","","","","","","","","","508","508","508","29.799999999999997","29.799999999999997","29.799999999999997","","","","","",""
"7350122","693","693","693","24.4","24.4","24.4","","","","","","","","","","","","","","","","","",""
"7350261","","","","","","","672","672","672","28.299999999999997","28.299999999999997","28.299999999999997","","","","","","","","","","","",""
"7351479","","","","","","","501","501","501","30","30","30","","","","","","","","","","","",""
"7353467","","","","","","","","","","","","","498","498","498","34.4","34.4","34.4","","","","","",""
"7353542","560","560","560","27.500000000000004","27.500000000000004","27.500000000000004","","","","","","","","","","","","","","","","","",""
"7354091","","","","","","","506","506","506","30.3","30.3","30.3","","","","","","","","","","","",""
"7354489","","","","","","","","","","","","","497","497","497","32.1","32.1","32.1","","","","","",""
"7355660","677","677","677","25.900000000000002","25.900000000000002","25.900000000000002","","","","","","","","","","","","","","","","","",""
"7356080","","","","","","","487","487","487","31.4","31.4","31.4","","","","","","","","","","","",""
"7356760","510","510","510","30.099999999999998","30.099999999999998","30.099999999999998","","","","","","","","","","","","","","","","","",""
"7360760","694","694","694","27.700000000000003","27.700000000000003","27.700000000000003","","","","","","","","","","","","","","","","","",""
"7362333","","","","","","","673","673","673","27.700000000000003","27.700000000000003","27.700000000000003","","","","","","","","","","","",""
"7364066","512","512","512","30.9","30.9","30.9","","","","","","","","","","","","","","","","","",""
"7365765","","","","","","","","","","","","","509","509","509","30.9","30.9","30.9","","","","","",""
"7366597","678","678","678","24.3","24.3","24.3","","","","","","","","","","","","","","","","","",""
"7366801","","","","","","","502","502","502","30.599999999999998","30.599999999999998","30.599999999999998","","","","","","","","","","","",""
"7366900","561","561","561","26.1","26.1","26.1","","","","","","","","","","","","","","","","","",""
"7368633","","","","","","","507","507","507","30.5","30.5","30.5","","","","","","","","","","","",""
"7368892","","","","","","","","","","","","","499","499","499","30","30","30","","","","","",""
"7369468","","","","","","","","","","","","","498","498","498","33.300000000000004","33.300000000000004","33.300000000000004","","","","","",""
"7371252","511","511","511","30.599999999999998","30.599999999999998","30.599999999999998","","","","","","","","","","","","","","","","","",""
"7371259","695","695","695","25.4","25.4","25.4","","","","","","","","","","","","","","","","","",""
"7371275","","","","","","","488","488","488","31.4","31.4","31.4","","","","","","","","","","","",""
"7374269","","","","","","","674","674","674","30.5","30.5","30.5","","","","","","","","","","","",""
"7377522","679","679","679","24.7","24.7","24.7","","","","","","","","","","","","","","","","","",""
"7378939","513","513","513","29.099999999999998","29.099999999999998","29.099999999999998","","","","","","","","","","","","","","","","","",""
"7380452","562","562","562","29.5","29.5","29.5","","","","","","","","","","","","","","","","","",""
"7380542","","","","","","","","","","","","","510","510","510","34.8","34.8","34.8","","","","","",""
"7381939","696","696","696","25","25","25","","","","","","","","","","","","","","","","","",""
"7382004","","","","","","","503","503","503","30.7","30.7","30.7","","","","","","","","","","","",""
"7383001","","","","","","","508","508","508","32.2","32.2","32.2","","","","","","","","","","","",""
"7383813","","","","","","","","","","","","","500","500","500","31.6","31.6","31.6","","","","","",""
"7384206","","","","","","","","","","","","","499","499","499","31.1","31.1","31.1","","","","","",""
"7385228","512","512","512","31","31","31","","","","","","","","","","","","","","","","","",""
"7385992","","","","","","","675","675","675","27.700000000000003","27.700000000000003","27.700000000000003","","","","","","","","","","","",""
"7386147","","","","","","","489","489","489","31.7","31.7","31.7","","","","","","","","","","","",""
"7388418","680","680","680","24.6","24.6","24.6","","","","","","","","","","","","","","","","","",""
"7392581","697","697","697","24.2","24.2","24.2","","","","","","","","","","","","","","","","","",""
"7393195","514","514","514","30.3","30.3","30.3","","","","","","","","","","","","","","","","","",""
"7394059","563","563","563","27.400000000000002","27.400000000000002","27.400000000000002","","","","","","","","","","","","","","","","","",""
"7394662","","","","","","","","","","","","","511","511","511","30.3","30.3","30.3","","","","","",""
"7396736","","","","","","","504","504","504","30.5","30.5","30.5","","","","","","","","","","","",""
"7397252","","","","","","","509","509","509","29.7","29.7","29.7","","","","","","","","","","","",""
"7397919","","","","","","","676","676","676","26.8","26.8","26.8","","","","","","","","","","","",""
"7398800","","","","","","","","","","","","","500","500","500","31.3","31.3","31.3","","","","","",""
"7398919","","","","","","","","","","","","","501","501","501","28.599999999999998","28.599999999999998","28.599999999999998","","","","","",""
"7399228","681","681","681","25.3","25.3","25.3","","","","","","","","","","","","","","","","","",""
"7399244","513","513","513","29.299999999999997","29.299999999999997","29.299999999999997","","","","","","","","","","","","","","","","","",""
"7401388","","","","","","","490","490","490","30.7","30.7","30.7","","","","","","","","","","","",""
"7403028","698","698","698","25.2","25.2","25.2","","","","","","","","","","","","","","","","","",""
"7407490","564","564","564","28.7","28.7","28.7","","","","","","","","","","","","","","","","","",""
"7407496","515","515","515","29.7","29.7","29.7","","","","","","","","","","","","","","","","","",""
"7409087","","","","","","","","","","","","","512","512","512","32.6","32.6","32.6","","","","","",""
"7409740","","","","","","","677","677","677","30.2","30.2","30.2","","","","","","","","","","","",""
"7410167","682","682","682","24.7","24.7","24.7","","","","","","","","","","","","","","","","","",""
"7411464","","","","","","","505","505","505","32.7","32.7","32.7","","","","","","","","","","","",""
"7411834","","","","","","","510","510","510","32.1","32.1","32.1","","","","","","","","","","","",""
"7413200","514","514","514","31.5","31.5","31.5","","","","","","","","","","","","","","","","","",""
"7413599","699","699","699","26.8","26.8","26.8","","","","","","","","","","","","","","","","","",""
"7413719","","","","","","","","","","","","","501","501","501","31.2","31.2","31.2","","","","","",""
"7414270","","","","","","","","","","","","","502","502","502","32.5","32.5","32.5","","","","","",""
"7416664","","","","","","","491","491","491","29.799999999999997","29.799999999999997","29.799999999999997","","","","","","","","","","","",""
"7420878","565","565","565","28.599999999999998","28.599999999999998","28.599999999999998","","","","","","","","","","","","","","","","","",""
"7421148","683","683","683","26.6","26.6","26.6","","","","","","","","","","","","","","","","","",""
"7421517","","","","","","","678","678","678","29.9","29.9","29.9","","","","","","","","","","","",""
"7421986","516","516","516","31.6","31.6","31.6","","","","","","","","","","","","","","","","","",""
"7423552","","","","","","","","","","","","","513","513","513","32.2","32.2","32.2","","","","","",""
