"num_samples","batchsize: 8 (Batchsize: partner: IQL) - _step","batchsize: 8 (Batchsize: partner: IQL) - _step__MIN","batchsize: 8 (Batchsize: partner: IQL) - _step__MAX","batchsize: 8 (Batchsize: partner: IQL) - score","batchsize: 8 (Batchsize: partner: IQL) - score__MIN","batchsize: 8 (Batchsize: partner: IQL) - score__MAX","batchsize: 16 (Batchsize: partner: IQL) - _step","batchsize: 16 (Batchsize: partner: IQL) - _step__MIN","batchsize: 16 (Batchsize: partner: IQL) - _step__MAX","batchsize: 16 (Batchsize: partner: IQL) - score","batchsize: 16 (Batchsize: partner: IQL) - score__MIN","batchsize: 16 (Batchsize: partner: IQL) - score__MAX","batchsize: 32 (Batchsize: partner: IQL) - _step","batchsize: 32 (Batchsize: partner: IQL) - _step__MIN","batchsize: 32 (Batchsize: partner: IQL) - _step__MAX","batchsize: 32 (Batchsize: partner: IQL) - score","batchsize: 32 (Batchsize: partner: IQL) - score__MIN","batchsize: 32 (Batchsize: partner: IQL) - score__MAX","batchsize: 64 (Batchsize: partner: IQL) - _step","batchsize: 64 (Batchsize: partner: IQL) - _step__MIN","batchsize: 64 (Batchsize: partner: IQL) - _step__MAX","batchsize: 64 (Batchsize: partner: IQL) - score","batchsize: 64 (Batchsize: partner: IQL) - score__MIN","batchsize: 64 (Batchsize: partner: IQL) - score__MAX","batchsize: 128 (Batchsize: partner: IQL) - _step","batchsize: 128 (Batchsize: partner: IQL) - _step__MIN","batchsize: 128 (Batchsize: partner: IQL) - _step__MAX","batchsize: 128 (Batchsize: partner: IQL) - score","batchsize: 128 (Batchsize: partner: IQL) - score__MIN","batchsize: 128 (Batchsize: partner: IQL) - score__MAX","batchsize: 256 (Batchsize: partner: IQL) - _step","batchsize: 256 (Batchsize: partner: IQL) - _step__MIN","batchsize: 256 (Batchsize: partner: IQL) - _step__MAX","batchsize: 256 (Batchsize: partner: IQL) - score","batchsize: 256 (Batchsize: partner: IQL) - score__MIN","batchsize: 256 (Batchsize: partner: IQL) - score__MAX","batchsize: 512 (Batchsize: partner: IQL) - _step","batchsize: 512 (Batchsize: partner: IQL) - _step__MIN","batchsize: 512 (Batchsize: partner: IQL) - _step__MAX","batchsize: 512 (Batchsize: partner: IQL) - score","batchsize: 512 (Batchsize: partner: IQL) - score__MIN","batchsize: 512 (Batchsize: partner: IQL) - score__MAX","batchsize: 1024 (Batchsize: partner: IQL) - _step","batchsize: 1024 (Batchsize: partner: IQL) - _step__MIN","batchsize: 1024 (Batchsize: partner: IQL) - _step__MAX","batchsize: 1024 (Batchsize: partner: IQL) - score","batchsize: 1024 (Batchsize: partner: IQL) - score__MIN","batchsize: 1024 (Batchsize: partner: IQL) - score__MAX"
"8404707","","","","","","","","","","","","","824","824","824","23.248","23.248","23.248","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8405090","","","","","","","","","","","","","806","806","806","23.354","23.354","23.354","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8405858","1080","1080","1080","23.419","23.419","23.419","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8407321","","","","","","","","","","","","","","","","","","","","","","","","","578","578","578","23.333","23.333","23.333","","","","","","","","","","","","","","","","","",""
"8408453","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","241","241","241","23.208","23.208","23.208","","","","","",""
"8408586","","","","","","","","","","","","","","","","","","","716","716","716","23.188","23.188","23.188","","","","","","","","","","","","","","","","","","","","","","","",""
"8410326","","","","","","","965","965","965","23.321","23.321","23.321","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8412105","","","","","","","","","","","","","","","","","","","707","707","707","23.24","23.24","23.24","","","","","","","","","","","","","","","","","","","","","","","",""
"8412327","","","","","","","","","","","","","","","","","","","728","728","728","23.507","23.507","23.507","","","","","","","","","","","","","","","","","","","","","","","",""
"8412472","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","388","388","388","23.324","23.324","23.324","","","","","","","","","","","",""
"8412911","","","","","","","","","","","","","","","","","","","","","","","","","576","576","576","23.277","23.277","23.277","","","","","","","","","","","","","","","","","",""
"8413093","","","","","","","","","","","","","834","834","834","23.378","23.378","23.378","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8413912","1081","1081","1081","23.207","23.207","23.207","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8414358","","","","","","","","","","","","","825","825","825","23.129","23.129","23.129","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8415616","","","","","","","","","","","","","807","807","807","23.449","23.449","23.449","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8418718","","","","","","","966","966","966","23.388","23.388","23.388","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8418845","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","384","384","384","23.438","23.438","23.438","","","","","","","","","","","",""
"8420258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","402","402","402","23.096","23.096","23.096","","","","","","","","","","","",""
"8420382","","","","","","","","","","","","","","","","","","","717","717","717","23.387","23.387","23.387","","","","","","","","","","","","","","","","","","","","","","","",""
"8421811","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","229","229","229","23.396","23.396","23.396","","","","","",""
"8422109","","","","","","","","","","","","","","","","","","","","","","","","","579","579","579","23.256","23.256","23.256","","","","","","","","","","","","","","","","","",""
"8422251","1082","1082","1082","23.213","23.213","23.213","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8423351","","","","","","","","","","","","","835","835","835","23.302","23.302","23.302","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8424059","","","","","","","","","","","","","","","","","","","729","729","729","23.368","23.368","23.368","","","","","","","","","","","","","","","","","","","","","","","",""
"8424134","","","","","","","","","","","","","","","","","","","708","708","708","23.378","23.378","23.378","","","","","","","","","","","","","","","","","","","","","","","",""
"8424320","","","","","","","","","","","","","826","826","826","23.488","23.488","23.488","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8425974","","","","","","","","","","","","","808","808","808","23.353","23.353","23.353","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8427450","","","","","","","967","967","967","23.403","23.403","23.403","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8427459","","","","","","","","","","","","","","","","","","","","","","","","","577","577","577","23.273","23.273","23.273","","","","","","","","","","","","","","","","","",""
"8428409","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146","146","146","23.453","23.453","23.453"
"8430002","1083","1083","1083","23.188","23.188","23.188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8432398","","","","","","","","","","","","","","","","","","","718","718","718","23.287","23.287","23.287","","","","","","","","","","","","","","","","","","","","","","","",""
"8433621","","","","","","","","","","","","","836","836","836","23.332","23.332","23.332","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8434982","","","","","","","","","","","","","827","827","827","23.304","23.304","23.304","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8435157","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","389","389","389","23.359","23.359","23.359","","","","","","","","","","","",""
"8435327","","","","","","","","","","","","","","","","","","","730","730","730","23.384","23.384","23.384","","","","","","","","","","","","","","","","","","","","","","","",""
"8436094","","","","","","","968","968","968","23.23","23.23","23.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8436447","","","","","","","","","","","","","","","","","","","709","709","709","23.355","23.355","23.355","","","","","","","","","","","","","","","","","","","","","","","",""
"8436753","","","","","","","","","","","","","","","","","","","","","","","","","580","580","580","23.283","23.283","23.283","","","","","","","","","","","","","","","","","",""
"8436773","","","","","","","","","","","","","809","809","809","23.372","23.372","23.372","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8437799","1084","1084","1084","23.399","23.399","23.399","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8440396","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","385","385","385","23.312","23.312","23.312","","","","","","","","","","","",""
"8441661","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","403","403","403","23.339","23.339","23.339","","","","","","","","","","","",""
"8442031","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144","144","144","23.423","23.423","23.423"
"8442489","","","","","","","","","","","","","","","","","","","","","","","","","578","578","578","23.311","23.311","23.311","","","","","","","","","","","","","","","","","",""
"8444124","","","","","","","","","","","","","837","837","837","23.329","23.329","23.329","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8444201","","","","","","","","","","","","","","","","","","","719","719","719","23.224","23.224","23.224","","","","","","","","","","","","","","","","","","","","","","","",""
"8444381","","","","","","","969","969","969","23.36","23.36","23.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8444876","","","","","","","","","","","","","828","828","828","23.219","23.219","23.219","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8445721","1085","1085","1085","23.29","23.29","23.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8446692","","","","","","","","","","","","","","","","","","","731","731","731","23.318","23.318","23.318","","","","","","","","","","","","","","","","","","","","","","","",""
"8446842","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","242","242","242","23.347","23.347","23.347","","","","","",""
"8447321","","","","","","","","","","","","","810","810","810","23.256","23.256","23.256","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8448831","","","","","","","","","","","","","","","","","","","710","710","710","23.479","23.479","23.479","","","","","","","","","","","","","","","","","","","","","","","",""
"8451824","","","","","","","","","","","","","","","","","","","","","","","","","581","581","581","23.248","23.248","23.248","","","","","","","","","","","","","","","","","",""
"8453391","1086","1086","1086","23.218","23.218","23.218","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8454398","","","","","","","","","","","","","838","838","838","23.402","23.402","23.402","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8454925","","","","","","","","","","","","","829","829","829","23.283","23.283","23.283","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8456025","","","","","","","","","","","","","","","","","","","720","720","720","23.394","23.394","23.394","","","","","","","","","","","","","","","","","","","","","","","",""
"8457199","","","","","","","","","","","","","","","","","","","","","","","","","579","579","579","23.243","23.243","23.243","","","","","","","","","","","","","","","","","",""
"8457926","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","390","390","390","23.252","23.252","23.252","","","","","","","","","","","",""
"8457994","","","","","","","","","","","","","811","811","811","23.457","23.457","23.457","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8458256","","","","","","","","","","","","","","","","","","","732","732","732","23.314","23.314","23.314","","","","","","","","","","","","","","","","","","","","","","","",""
"8459922","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","230","230","230","23.401","23.401","23.401","","","","","",""
"8460629","","","","","","","","","","","","","","","","","","","711","711","711","23.371","23.371","23.371","","","","","","","","","","","","","","","","","","","","","","","",""
"8461134","1087","1087","1087","23.437","23.437","23.437","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8463096","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","386","386","386","23.234","23.234","23.234","","","","","","","","","","","",""
"8463721","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","404","404","404","23.336","23.336","23.336","","","","","","","","","","","",""
"8464358","","","","","","","","","","","","","839","839","839","23.394","23.394","23.394","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8464879","","","","","","","","","","","","","830","830","830","23.498","23.498","23.498","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8466459","","","","","","","","","","","","","","","","","","","","","","","","","582","582","582","23.368","23.368","23.368","","","","","","","","","","","","","","","","","",""
"8468095","","","","","","","","","","","","","","","","","","","721","721","721","23.342","23.342","23.342","","","","","","","","","","","","","","","","","","","","","","","",""
"8468434","","","","","","","","","","","","","812","812","812","23.387","23.387","23.387","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8468641","1088","1088","1088","23.235","23.235","23.235","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8469785","","","","","","","","","","","","","","","","","","","733","733","733","23.367","23.367","23.367","","","","","","","","","","","","","","","","","","","","","","","",""
"8471663","","","","","","","","","","","","","","","","","","","","","","","","","580","580","580","23.244","23.244","23.244","","","","","","","","","","","","","","","","","",""
"8472061","","","","","","","","","","","","","","","","","","","712","712","712","23.479","23.479","23.479","","","","","","","","","","","","","","","","","","","","","","","",""
"8474402","","","","","","","","","","","","","840","840","840","23.367","23.367","23.367","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8475383","","","","","","","","","","","","","831","831","831","23.359","23.359","23.359","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8476050","1089","1089","1089","23.29","23.29","23.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8478811","","","","","","","","","","","","","813","813","813","23.329","23.329","23.329","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8479529","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","391","391","391","23.308","23.308","23.308","","","","","","","","","","","",""
"8480169","","","","","","","","","","","","","","","","","","","722","722","722","23.403","23.403","23.403","","","","","","","","","","","","","","","","","","","","","","","",""
"8481176","","","","","","","","","","","","","","","","","","","","","","","","","583","583","583","23.318","23.318","23.318","","","","","","","","","","","","","","","","","",""
"8481617","","","","","","","","","","","","","","","","","","","734","734","734","23.377","23.377","23.377","","","","","","","","","","","","","","","","","","","","","","","",""
"8484152","1090","1090","1090","23.196","23.196","23.196","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8484155","","","","","","","","","","","","","","","","","","","713","713","713","23.333","23.333","23.333","","","","","","","","","","","","","","","","","","","","","","","",""
"8484822","","","","","","","","","","","","","841","841","841","23.324","23.324","23.324","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8484944","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","243","243","243","23.443","23.443","23.443","","","","","",""
"8485561","","","","","","","","","","","","","832","832","832","23.506","23.506","23.506","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8486136","","","","","","","","","","","","","","","","","","","","","","","","","581","581","581","23.269","23.269","23.269","","","","","","","","","","","","","","","","","",""
"8486214","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","387","387","387","23.209","23.209","23.209","","","","","","","","","","","",""
"8486607","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","405","405","405","23.231","23.231","23.231","","","","","","","","","","","",""
"8489443","","","","","","","","","","","","","814","814","814","23.365","23.365","23.365","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8492197","","","","","","","","","","","","","","","","","","","723","723","723","23.33","23.33","23.33","","","","","","","","","","","","","","","","","","","","","","","",""
"8492202","1091","1091","1091","23.225","23.225","23.225","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8492994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147","147","147","23.382","23.382","23.382"
"8493611","","","","","","","","","","","","","","","","","","","735","735","735","23.361","23.361","23.361","","","","","","","","","","","","","","","","","","","","","","","",""
"8495021","","","","","","","","","","","","","842","842","842","23.291","23.291","23.291","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8495600","","","","","","","","","","","","","833","833","833","23.365","23.365","23.365","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8495677","","","","","","","","","","","","","","","","","","","","","","","","","584","584","584","23.311","23.311","23.311","","","","","","","","","","","","","","","","","",""
"8496353","","","","","","","","","","","","","","","","","","","714","714","714","23.382","23.382","23.382","","","","","","","","","","","","","","","","","","","","","","","",""
"8497869","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","231","231","231","23.354","23.354","23.354","","","","","",""
"8499684","1092","1092","1092","23.361","23.361","23.361","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8500144","","","","","","","","","","","","","815","815","815","23.442","23.442","23.442","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8500483","","","","","","","","","","","","","","","","","","","","","","","","","582","582","582","23.343","23.343","23.343","","","","","","","","","","","","","","","","","",""
"8502141","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","392","392","392","23.355","23.355","23.355","","","","","","","","","","","",""
"8502445","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145","145","145","23.336","23.336","23.336"
"8503568","","","","","","","","","","","","","","","","","","","724","724","724","23.393","23.393","23.393","","","","","","","","","","","","","","","","","","","","","","","",""
"8505046","","","","","","","","","","","","","843","843","843","23.4","23.4","23.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8505470","","","","","","","","","","","","","","","","","","","736","736","736","23.291","23.291","23.291","","","","","","","","","","","","","","","","","","","","","","","",""
"8505774","","","","","","","","","","","","","834","834","834","23.382","23.382","23.382","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8507756","1093","1093","1093","23.247","23.247","23.247","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8507797","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","406","406","406","23.326","23.326","23.326","","","","","","","","","","","",""
"8508527","","","","","","","","","","","","","","","","","","","715","715","715","23.311","23.311","23.311","","","","","","","","","","","","","","","","","","","","","","","",""
"8509720","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","388","388","388","23.266","23.266","23.266","","","","","","","","","","","",""
"8510247","","","","","","","","","","","","","","","","","","","","","","","","","585","585","585","23.262","23.262","23.262","","","","","","","","","","","","","","","","","",""
"8510610","","","","","","","","","","","","","816","816","816","23.451","23.451","23.451","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8515100","","","","","","","","","","","","","","","","","","","","","","","","","583","583","583","23.291","23.291","23.291","","","","","","","","","","","","","","","","","",""
"8515155","","","","","","","","","","","","","844","844","844","23.448","23.448","23.448","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8515618","","","","","","","","","","","","","","","","","","","725","725","725","23.28","23.28","23.28","","","","","","","","","","","","","","","","","","","","","","","",""
"8515799","1094","1094","1094","23.275","23.275","23.275","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8515955","","","","","","","","","","","","","835","835","835","23.334","23.334","23.334","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8516973","","","","","","","","","","","","","","","","","","","737","737","737","23.449","23.449","23.449","","","","","","","","","","","","","","","","","","","","","","","",""
"8520317","","","","","","","","","","","","","","","","","","","716","716","716","23.276","23.276","23.276","","","","","","","","","","","","","","","","","","","","","","","",""
"8520936","","","","","","","","","","","","","817","817","817","23.36","23.36","23.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8522594","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","244","244","244","23.468","23.468","23.468","","","","","",""
"8523292","1095","1095","1095","23.306","23.306","23.306","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8524298","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","393","393","393","23.185","23.185","23.185","","","","","","","","","","","",""
"8524752","","","","","","","","","","","","","","","","","","","","","","","","","586","586","586","23.449","23.449","23.449","","","","","","","","","","","","","","","","","",""
"8525469","","","","","","","","","","","","","845","845","845","23.289","23.289","23.289","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8525951","","","","","","","","","","","","","836","836","836","23.335","23.335","23.335","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8527609","","","","","","","","","","","","","","","","","","","726","726","726","23.438","23.438","23.438","","","","","","","","","","","","","","","","","","","","","","","",""
"8528641","","","","","","","","","","","","","","","","","","","738","738","738","23.354","23.354","23.354","","","","","","","","","","","","","","","","","","","","","","","",""
"8529810","","","","","","","","","","","","","","","","","","","","","","","","","584","584","584","23.301","23.301","23.301","","","","","","","","","","","","","","","","","",""
"8530425","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","407","407","407","23.327","23.327","23.327","","","","","","","","","","","",""
"8530764","1096","1096","1096","23.278","23.278","23.278","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8531558","","","","","","","","","","","","","818","818","818","23.372","23.372","23.372","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8532098","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","389","389","389","23.361","23.361","23.361","","","","","","","","","","","",""
"8532101","","","","","","","","","","","","","","","","","","","717","717","717","23.342","23.342","23.342","","","","","","","","","","","","","","","","","","","","","","","",""
"8535095","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","232","232","232","23.368","23.368","23.368","","","","","",""
"8535621","","","","","","","","","","","","","846","846","846","23.381","23.381","23.381","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8535830","","","","","","","","","","","","","837","837","837","23.241","23.241","23.241","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8538480","1097","1097","1097","23.314","23.314","23.314","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8539296","","","","","","","","","","","","","","","","","","","","","","","","","587","587","587","23.253","23.253","23.253","","","","","","","","","","","","","","","","","",""
"8539500","","","","","","","","","","","","","","","","","","","727","727","727","23.36","23.36","23.36","","","","","","","","","","","","","","","","","","","","","","","",""
"8540269","","","","","","","","","","","","","","","","","","","739","739","739","23.371","23.371","23.371","","","","","","","","","","","","","","","","","","","","","","","",""
"8542302","","","","","","","","","","","","","819","819","819","23.384","23.384","23.384","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8544072","","","","","","","","","","","","","","","","","","","718","718","718","23.346","23.346","23.346","","","","","","","","","","","","","","","","","","","","","","","",""
"8544617","","","","","","","","","","","","","","","","","","","","","","","","","585","585","585","23.203","23.203","23.203","","","","","","","","","","","","","","","","","",""
"8545235","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","394","394","394","23.28","23.28","23.28","","","","","","","","","","","",""
"8545937","","","","","","","","","","","","","838","838","838","23.372","23.372","23.372","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8546175","","","","","","","","","","","","","847","847","847","23.399","23.399","23.399","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8546679","1098","1098","1098","23.321","23.321","23.321","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8551572","","","","","","","","","","","","","","","","","","","728","728","728","23.4","23.4","23.4","","","","","","","","","","","","","","","","","","","","","","","",""
"8552067","","","","","","","","","","","","","","","","","","","740","740","740","23.314","23.314","23.314","","","","","","","","","","","","","","","","","","","","","","","",""
"8552690","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","408","408","408","23.263","23.263","23.263","","","","","","","","","","","",""
"8552918","","","","","","","","","","","","","820","820","820","23.193","23.193","23.193","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8553933","","","","","","","","","","","","","","","","","","","","","","","","","588","588","588","23.368","23.368","23.368","","","","","","","","","","","","","","","","","",""
"8554056","1099","1099","1099","23.309","23.309","23.309","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8555220","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","390","390","390","23.249","23.249","23.249","","","","","","","","","","","",""
"8556178","","","","","","","","","","","","","","","","","","","719","719","719","23.276","23.276","23.276","","","","","","","","","","","","","","","","","","","","","","","",""
"8556302","","","","","","","","","","","","","839","839","839","23.386","23.386","23.386","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8556578","","","","","","","","","","","","","848","848","848","23.451","23.451","23.451","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8557798","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148","148","148","23.313","23.313","23.313"
"8559015","","","","","","","","","","","","","","","","","","","","","","","","","586","586","586","23.422","23.422","23.422","","","","","","","","","","","","","","","","","",""
"8561089","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","245","245","245","23.396","23.396","23.396","","","","","",""
"8561421","1100","1100","1100","23.168","23.168","23.168","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8563298","","","","","","","","","","","","","821","821","821","23.283","23.283","23.283","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8563309","","","","","","","","","","","","","","","","","","","729","729","729","23.286","23.286","23.286","","","","","","","","","","","","","","","","","","","","","","","",""
"8563632","","","","","","","","","","","","","","","","","","","741","741","741","23.289","23.289","23.289","","","","","","","","","","","","","","","","","","","","","","","",""
"8564968","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146","146","146","23.343","23.343","23.343"
"8566570","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","395","395","395","23.303","23.303","23.303","","","","","","","","","","","",""
"8566838","","","","","","","","","","","","","840","840","840","23.386","23.386","23.386","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8566926","","","","","","","","","","","","","849","849","849","23.31","23.31","23.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8568422","","","","","","","","","","","","","","","","","","","720","720","720","23.324","23.324","23.324","","","","","","","","","","","","","","","","","","","","","","","",""
"8568830","","","","","","","","","","","","","","","","","","","","","","","","","589","589","589","23.299","23.299","23.299","","","","","","","","","","","","","","","","","",""
"8569114","1101","1101","1101","23.321","23.321","23.321","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8573546","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","233","233","233","23.461","23.461","23.461","","","","","",""
"8573734","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","409","409","409","23.232","23.232","23.232","","","","","","","","","","","",""
"8573801","","","","","","","","","","","","","","","","","","","","","","","","","587","587","587","23.406","23.406","23.406","","","","","","","","","","","","","","","","","",""
"8574178","","","","","","","","","","","","","822","822","822","23.256","23.256","23.256","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8575459","","","","","","","","","","","","","","","","","","","742","742","742","23.313","23.313","23.313","","","","","","","","","","","","","","","","","","","","","","","",""
"8575470","","","","","","","","","","","","","","","","","","","730","730","730","23.447","23.447","23.447","","","","","","","","","","","","","","","","","","","","","","","",""
"8576531","1102","1102","1102","23.193","23.193","23.193","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8576735","","","","","","","","","","","","","841","841","841","23.315","23.315","23.315","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8577326","","","","","","","","","","","","","850","850","850","23.342","23.342","23.342","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8577502","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","391","391","391","23.306","23.306","23.306","","","","","","","","","","","",""
"8580395","","","","","","","","","","","","","","","","","","","721","721","721","23.282","23.282","23.282","","","","","","","","","","","","","","","","","","","","","","","",""
"8583331","","","","","","","","","","","","","","","","","","","","","","","","","590","590","590","23.346","23.346","23.346","","","","","","","","","","","","","","","","","",""
