"num_samples","num_thread: 5 (threads: partner OBL5) - _step","num_thread: 5 (threads: partner OBL5) - _step__MIN","num_thread: 5 (threads: partner OBL5) - _step__MAX","num_thread: 5 (threads: partner OBL5) - score","num_thread: 5 (threads: partner OBL5) - score__MIN","num_thread: 5 (threads: partner OBL5) - score__MAX","num_thread: 10 (threads: partner OBL5) - _step","num_thread: 10 (threads: partner OBL5) - _step__MIN","num_thread: 10 (threads: partner OBL5) - _step__MAX","num_thread: 10 (threads: partner OBL5) - score","num_thread: 10 (threads: partner OBL5) - score__MIN","num_thread: 10 (threads: partner OBL5) - score__MAX","num_thread: 20 (threads: partner OBL5) - _step","num_thread: 20 (threads: partner OBL5) - _step__MIN","num_thread: 20 (threads: partner OBL5) - _step__MAX","num_thread: 20 (threads: partner OBL5) - score","num_thread: 20 (threads: partner OBL5) - score__MIN","num_thread: 20 (threads: partner OBL5) - score__MAX","num_thread: 40 (threads: partner OBL5) - _step","num_thread: 40 (threads: partner OBL5) - _step__MIN","num_thread: 40 (threads: partner OBL5) - _step__MAX","num_thread: 40 (threads: partner OBL5) - score","num_thread: 40 (threads: partner OBL5) - score__MIN","num_thread: 40 (threads: partner OBL5) - score__MAX","num_thread: 80 (threads: partner OBL5) - _step","num_thread: 80 (threads: partner OBL5) - _step__MIN","num_thread: 80 (threads: partner OBL5) - _step__MAX","num_thread: 80 (threads: partner OBL5) - score","num_thread: 80 (threads: partner OBL5) - score__MIN","num_thread: 80 (threads: partner OBL5) - score__MAX","num_thread: 120 (threads: partner OBL5) - _step","num_thread: 120 (threads: partner OBL5) - _step__MIN","num_thread: 120 (threads: partner OBL5) - _step__MAX","num_thread: 120 (threads: partner OBL5) - score","num_thread: 120 (threads: partner OBL5) - score__MIN","num_thread: 120 (threads: partner OBL5) - score__MAX","num_thread: 160 (threads: partner OBL5) - _step","num_thread: 160 (threads: partner OBL5) - _step__MIN","num_thread: 160 (threads: partner OBL5) - _step__MAX","num_thread: 160 (threads: partner OBL5) - score","num_thread: 160 (threads: partner OBL5) - score__MIN","num_thread: 160 (threads: partner OBL5) - score__MAX"
"8664415","","","","","","","","","","","","","621","621","621","22.889","22.889","22.889","","","","","","","","","","","","","","","","","","","","","","","",""
"8664513","","","","","","","","","","","","","642","642","642","22.964","22.964","22.964","","","","","","","","","","","","","","","","","","","","","","","",""
"8664877","","","","","","","","","","","","","","","","","","","311","311","311","23.272","23.272","23.272","","","","","","","","","","","","","","","","","",""
"8665969","","","","","","","","","","","","","","","","","","","","","","","","","225","225","225","23.328","23.328","23.328","","","","","","","","","","","",""
"8666021","","","","","","","","","","","","","638","638","638","22.943","22.943","22.943","","","","","","","","","","","","","","","","","","","","","","","",""
"8667755","","","","","","","","","","","","","647","647","647","22.888","22.888","22.888","","","","","","","","","","","","","","","","","","","","","","","",""
"8673615","","","","","","","","","","","","","","","","","","","","","","","","","219","219","219","23.282","23.282","23.282","","","","","","","","","","","",""
"8674461","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","249","249","249","23.395","23.395","23.395"
"8674745","","","","","","","","","","","","","627","627","627","22.852","22.852","22.852","","","","","","","","","","","","","","","","","","","","","","","",""
"8674749","","","","","","","","","","","","","","","","","","","319","319","319","23.306","23.306","23.306","","","","","","","","","","","","","","","","","",""
"8675192","","","","","","","","","","","","","629","629","629","22.875","22.875","22.875","","","","","","","","","","","","","","","","","","","","","","","",""
"8676498","","","","","","","","","","","","","637","637","637","22.938","22.938","22.938","","","","","","","","","","","","","","","","","","","","","","","",""
"8678660","","","","","","","","","","","","","622","622","622","23.022","23.022","23.022","","","","","","","","","","","","","","","","","","","","","","","",""
"8678774","","","","","","","","","","","","","643","643","643","22.847","22.847","22.847","","","","","","","","","","","","","","","","","","","","","","","",""
"8680252","","","","","","","","","","","","","","","","","","","293","293","293","23.24","23.24","23.24","","","","","","","","","","","","","","","","","",""
"8680405","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164","164","164","23.331","23.331","23.331","","","","","",""
"8680867","","","","","","","","","","","","","639","639","639","22.922","22.922","22.922","","","","","","","","","","","","","","","","","","","","","","","",""
"8682045","","","","","","","","","","","","","648","648","648","23.137","23.137","23.137","","","","","","","","","","","","","","","","","","","","","","","",""
"8684980","","","","","","","","","","","","","","","","","","","","","","","","","223","223","223","23.286","23.286","23.286","","","","","","","","","","","",""
"8687209","","","","","","","","","","","","","","","","","","","","","","","","","217","217","217","23.465","23.465","23.465","","","","","","","","","","","",""
"8687366","","","","","","","","","","","","","","","","","","","","","","","","","355","355","355","23.289","23.289","23.289","","","","","","","","","","","",""
"8688787","","","","","","","","","","","","","628","628","628","22.962","22.962","22.962","","","","","","","","","","","","","","","","","","","","","","","",""
"8689162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161","161","161","23.169","23.169","23.169","","","","","",""
"8689183","","","","","","","","","","","","","630","630","630","22.991","22.991","22.991","","","","","","","","","","","","","","","","","","","","","","","",""
"8690653","","","","","","","","","","","","","638","638","638","22.966","22.966","22.966","","","","","","","","","","","","","","","","","","","","","","","",""
"8691603","","","","","","","","","","","","","","","","","","","331","331","331","23.303","23.303","23.303","","","","","","","","","","","","","","","","","",""
"8691968","","","","","","","","","","","","","644","644","644","23.137","23.137","23.137","","","","","","","","","","","","","","","","","","","","","","","",""
"8692453","","","","","","","","","","","","","","","","","","","312","312","312","23.399","23.399","23.399","","","","","","","","","","","","","","","","","",""
"8693143","","","","","","","","","","","","","623","623","623","23.048","23.048","23.048","","","","","","","","","","","","","","","","","","","","","","","",""
"8694610","","","","","","","","","","","","","640","640","640","23.131","23.131","23.131","","","","","","","","","","","","","","","","","","","","","","","",""
"8695786","","","","","","","","","","","","","649","649","649","22.936","22.936","22.936","","","","","","","","","","","","","","","","","","","","","","","",""
"8695939","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163","163","163","23.412","23.412","23.412","","","","","",""
"8695962","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","168","168","168","23.378","23.378","23.378","","","","","",""
"8702003","","","","","","","","","","","","","","","","","","","320","320","320","23.047","23.047","23.047","","","","","","","","","","","","","","","","","",""
"8702765","","","","","","","","","","","","","631","631","631","22.979","22.979","22.979","","","","","","","","","","","","","","","","","","","","","","","",""
"8703161","","","","","","","","","","","","","","","","","","","","","","","","","203","203","203","23.371","23.371","23.371","","","","","","","","","","","",""
"8703359","","","","","","","","","","","","","629","629","629","23.13","23.13","23.13","","","","","","","","","","","","","","","","","","","","","","","",""
"8704266","","","","","","","","","","","","","639","639","639","22.778","22.778","22.778","","","","","","","","","","","","","","","","","","","","","","","",""
"8705200","","","","","","","","","","","","","645","645","645","22.907","22.907","22.907","","","","","","","","","","","","","","","","","","","","","","","",""
"8706128","","","","","","","","","","","","","","","","","","","","","","","","","226","226","226","23.372","23.372","23.372","","","","","","","","","","","",""
"8707253","","","","","","","","","","","","","624","624","624","22.945","22.945","22.945","","","","","","","","","","","","","","","","","","","","","","","",""
"8707838","","","","","","","","","","","","","641","641","641","22.961","22.961","22.961","","","","","","","","","","","","","","","","","","","","","","","",""
"8708282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144","144","144","23.311","23.311","23.311"
"8708968","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","250","250","250","23.282","23.282","23.282"
"8709533","","","","","","","","","","","","","650","650","650","22.813","22.813","22.813","","","","","","","","","","","","","","","","","","","","","","","",""
"8709764","","","","","","","","","","","","","","","","","","","294","294","294","23.345","23.345","23.345","","","","","","","","","","","","","","","","","",""
"8710239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132","132","132","23.322","23.322","23.322"
"8711952","","","","","","","","","","","","","","","","","","","","","","","","","356","356","356","23.274","23.274","23.274","","","","","","","","","","","",""
"8712370","","","","","","","","","","","","","","","","","","","","","","","","","220","220","220","23.486","23.486","23.486","","","","","","","","","","","",""
"8716569","","","","","","","","","","","","","632","632","632","23.005","23.005","23.005","","","","","","","","","","","","","","","","","","","","","","","",""
"8717989","","","","","","","","","","","","","630","630","630","22.984","22.984","22.984","","","","","","","","","","","","","","","","","","","","","","","",""
"8718224","","","","","","","","","","","","","640","640","640","22.933","22.933","22.933","","","","","","","","","","","","","","","","","","","","","","","",""
"8718727","","","","","","","","","","","","","","","","","","","332","332","332","23.064","23.064","23.064","","","","","","","","","","","","","","","","","",""
"8718799","","","","","","","","","","","","","646","646","646","22.852","22.852","22.852","","","","","","","","","","","","","","","","","","","","","","","",""
"8720314","","","","","","","","","","","","","","","","","","","313","313","313","23.275","23.275","23.275","","","","","","","","","","","","","","","","","",""
"8721222","","","","","","","","","","","","","625","625","625","22.741","22.741","22.741","","","","","","","","","","","","","","","","","","","","","","","",""
"8722374","","","","","","","","","","","","","642","642","642","23.126","23.126","23.126","","","","","","","","","","","","","","","","","","","","","","","",""
"8723163","","","","","","","","","","","","","","","","","","","","","","","","","224","224","224","23.333","23.333","23.333","","","","","","","","","","","",""
"8723197","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138","138","138","23.305","23.305","23.305"
"8723395","","","","","","","","","","","","","651","651","651","22.853","22.853","22.853","","","","","","","","","","","","","","","","","","","","","","","",""
"8727404","","","","","","","","","","","","","","","","","","","","","","","","","218","218","218","23.412","23.412","23.412","","","","","","","","","","","",""
"8729711","","","","","","","","","","","","","","","","","","","321","321","321","23.294","23.294","23.294","","","","","","","","","","","","","","","","","",""
"8730778","","","","","","","","","","","","","633","633","633","23.059","23.059","23.059","","","","","","","","","","","","","","","","","","","","","","","",""
"8731501","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165","165","165","23.211","23.211","23.211","","","","","",""
"8732075","","","","","","","","","","","","","641","641","641","22.918","22.918","22.918","","","","","","","","","","","","","","","","","","","","","","","",""
"8732662","","","","","","","","","","","","","631","631","631","23.126","23.126","23.126","","","","","","","","","","","","","","","","","","","","","","","",""
"8732973","","","","","","","","","","","","","647","647","647","23.043","23.043","23.043","","","","","","","","","","","","","","","","","","","","","","","",""
"8735376","","","","","","","","","","","","","643","643","643","22.964","22.964","22.964","","","","","","","","","","","","","","","","","","","","","","","",""
"8735633","","","","","","","","","","","","","626","626","626","23.045","23.045","23.045","","","","","","","","","","","","","","","","","","","","","","","",""
"8736617","","","","","","","","","","","","","652","652","652","22.805","22.805","22.805","","","","","","","","","","","","","","","","","","","","","","","",""
"8737023","","","","","","","","","","","","","","","","","","","","","","","","","357","357","357","23.355","23.355","23.355","","","","","","","","","","","",""
"8739385","","","","","","","","","","","","","","","","","","","295","295","295","23.277","23.277","23.277","","","","","","","","","","","","","","","","","",""
"8743771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","251","251","251","23.389","23.389","23.389"
"8744322","","","","","","","","","","","","","634","634","634","22.956","22.956","22.956","","","","","","","","","","","","","","","","","","","","","","","",""
"8745687","","","","","","","","","","","","","642","642","642","23.005","23.005","23.005","","","","","","","","","","","","","","","","","","","","","","","",""
"8746124","","","","","","","","","","","","","","","","","","","333","333","333","23.16","23.16","23.16","","","","","","","","","","","","","","","","","",""
"8746273","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162","162","162","23.363","23.363","23.363","","","","","",""
"8746530","","","","","","","","","","","","","632","632","632","23.144","23.144","23.144","","","","","","","","","","","","","","","","","","","","","","","",""
"8746938","","","","","","","","","","","","","","","","","","","","","","","","","227","227","227","23.39","23.39","23.39","","","","","","","","","","","",""
"8747035","","","","","","","","","","","","","648","648","648","22.956","22.956","22.956","","","","","","","","","","","","","","","","","","","","","","","",""
"8747671","","","","","","","","","","","","","","","","","","","","","","","","","204","204","204","23.472","23.472","23.472","","","","","","","","","","","",""
"8748028","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","169","169","169","23.147","23.147","23.147","","","","","",""
"8748421","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164","164","164","23.249","23.249","23.249","","","","","",""
"8748438","","","","","","","","","","","","","","","","","","","314","314","314","23.261","23.261","23.261","","","","","","","","","","","","","","","","","",""
"8749232","","","","","","","","","","","","","644","644","644","22.967","22.967","22.967","","","","","","","","","","","","","","","","","","","","","","","",""
"8750160","","","","","","","","","","","","","627","627","627","22.896","22.896","22.896","","","","","","","","","","","","","","","","","","","","","","","",""
"8750671","","","","","","","","","","","","","653","653","653","22.784","22.784","22.784","","","","","","","","","","","","","","","","","","","","","","","",""
"8751033","","","","","","","","","","","","","","","","","","","","","","","","","221","221","221","23.316","23.316","23.316","","","","","","","","","","","",""
"8756805","","","","","","","","","","","","","","","","","","","322","322","322","23.218","23.218","23.218","","","","","","","","","","","","","","","","","",""
"8757597","","","","","","","","","","","","","635","635","635","23.078","23.078","23.078","","","","","","","","","","","","","","","","","","","","","","","",""
"8759602","","","","","","","","","","","","","","","","","","","","","","","","","358","358","358","23.315","23.315","23.315","","","","","","","","","","","",""
"8759794","","","","","","","","","","","","","643","643","643","22.994","22.994","22.994","","","","","","","","","","","","","","","","","","","","","","","",""
"8760438","","","","","","","","","","","","","633","633","633","23.104","23.104","23.104","","","","","","","","","","","","","","","","","","","","","","","",""
"8760778","","","","","","","","","","","","","649","649","649","22.797","22.797","22.797","","","","","","","","","","","","","","","","","","","","","","","",""
"8762507","","","","","","","","","","","","","","","","","","","","","","","","","225","225","225","23.252","23.252","23.252","","","","","","","","","","","",""
"8762646","","","","","","","","","","","","","645","645","645","23.024","23.024","23.024","","","","","","","","","","","","","","","","","","","","","","","",""
"8764421","","","","","","","","","","","","","654","654","654","22.788","22.788","22.788","","","","","","","","","","","","","","","","","","","","","","","",""
"8764823","","","","","","","","","","","","","628","628","628","22.955","22.955","22.955","","","","","","","","","","","","","","","","","","","","","","","",""
"8766237","","","","","","","","","","","","","","","","","","","","","","","","","219","219","219","23.318","23.318","23.318","","","","","","","","","","","",""
"8768056","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145","145","145","23.203","23.203","23.203"
"8769935","","","","","","","","","","","","","","","","","","","296","296","296","23.185","23.185","23.185","","","","","","","","","","","","","","","","","",""
"8771636","","","","","","","","","","","","","636","636","636","23.07","23.07","23.07","","","","","","","","","","","","","","","","","","","","","","","",""
"8773187","","","","","","","","","","","","","","","","","","","334","334","334","23.441","23.441","23.441","","","","","","","","","","","","","","","","","",""
"8773429","","","","","","","","","","","","","644","644","644","22.954","22.954","22.954","","","","","","","","","","","","","","","","","","","","","","","",""
"8774163","","","","","","","","","","","","","634","634","634","23.111","23.111","23.111","","","","","","","","","","","","","","","","","","","","","","","",""
"8774164","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","133","133","133","23.331","23.331","23.331"
"8774493","","","","","","","","","","","","","650","650","650","22.827","22.827","22.827","","","","","","","","","","","","","","","","","","","","","","","",""
"8775985","","","","","","","","","","","","","646","646","646","22.947","22.947","22.947","","","","","","","","","","","","","","","","","","","","","","","",""
"8776239","","","","","","","","","","","","","","","","","","","315","315","315","23.418","23.418","23.418","","","","","","","","","","","","","","","","","",""
"8777825","","","","","","","","","","","","","655","655","655","22.876","22.876","22.876","","","","","","","","","","","","","","","","","","","","","","","",""
"8778160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","252","252","252","23.401","23.401","23.401"
"8778562","","","","","","","","","","","","","629","629","629","22.908","22.908","22.908","","","","","","","","","","","","","","","","","","","","","","","",""
"8782214","","","","","","","","","","","","","","","","","","","","","","","","","359","359","359","23.31","23.31","23.31","","","","","","","","","","","",""
"8782903","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166","166","166","23.396","23.396","23.396","","","","","",""
"8783442","","","","","","","","","","","","","","","","","","","323","323","323","23.252","23.252","23.252","","","","","","","","","","","","","","","","","",""
"8784934","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139","139","139","23.129","23.129","23.129"
"8785129","","","","","","","","","","","","","637","637","637","22.947","22.947","22.947","","","","","","","","","","","","","","","","","","","","","","","",""
"8787250","","","","","","","","","","","","","645","645","645","23.028","23.028","23.028","","","","","","","","","","","","","","","","","","","","","","","",""
"8787827","","","","","","","","","","","","","651","651","651","22.911","22.911","22.911","","","","","","","","","","","","","","","","","","","","","","","",""
"8787979","","","","","","","","","","","","","","","","","","","","","","","","","228","228","228","23.352","23.352","23.352","","","","","","","","","","","",""
"8788559","","","","","","","","","","","","","635","635","635","23.187","23.187","23.187","","","","","","","","","","","","","","","","","","","","","","","",""
"8789269","","","","","","","","","","","","","","","","","","","","","","","","","205","205","205","23.156","23.156","23.156","","","","","","","","","","","",""
"8789812","","","","","","","","","","","","","647","647","647","22.727","22.727","22.727","","","","","","","","","","","","","","","","","","","","","","","",""
"8791432","","","","","","","","","","","","","","","","","","","","","","","","","222","222","222","23.248","23.248","23.248","","","","","","","","","","","",""
"8791617","","","","","","","","","","","","","656","656","656","23.03","23.03","23.03","","","","","","","","","","","","","","","","","","","","","","","",""
"8792607","","","","","","","","","","","","","630","630","630","23.127","23.127","23.127","","","","","","","","","","","","","","","","","","","","","","","",""
"8798269","","","","","","","","","","","","","638","638","638","22.853","22.853","22.853","","","","","","","","","","","","","","","","","","","","","","","",""
"8798967","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170","170","170","23.212","23.212","23.212","","","","","",""
"8799417","","","","","","","","","","","","","","","","","","","297","297","297","23.221","23.221","23.221","","","","","","","","","","","","","","","","","",""
"8799712","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163","163","163","23.179","23.179","23.179","","","","","",""
"8800803","","","","","","","","","","","","","646","646","646","22.942","22.942","22.942","","","","","","","","","","","","","","","","","","","","","","","",""
"8801013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165","165","165","23.331","23.331","23.331","","","","","",""
"8801050","","","","","","","","","","","","","652","652","652","23.092","23.092","23.092","","","","","","","","","","","","","","","","","","","","","","","",""
"8801203","","","","","","","","","","","","","","","","","","","335","335","335","23.373","23.373","23.373","","","","","","","","","","","","","","","","","",""
"8801774","","","","","","","","","","","","","","","","","","","","","","","","","226","226","226","23.372","23.372","23.372","","","","","","","","","","","",""
"8803376","","","","","","","","","","","","","648","648","648","23.107","23.107","23.107","","","","","","","","","","","","","","","","","","","","","","","",""
"8803569","","","","","","","","","","","","","636","636","636","23.081","23.081","23.081","","","","","","","","","","","","","","","","","","","","","","","",""
"8804736","","","","","","","","","","","","","","","","","","","316","316","316","23.466","23.466","23.466","","","","","","","","","","","","","","","","","",""
"8805380","","","","","","","","","","","","","657","657","657","23.194","23.194","23.194","","","","","","","","","","","","","","","","","","","","","","","",""
"8806868","","","","","","","","","","","","","631","631","631","23.011","23.011","23.011","","","","","","","","","","","","","","","","","","","","","","","",""
"8807076","","","","","","","","","","","","","","","","","","","","","","","","","220","220","220","23.348","23.348","23.348","","","","","","","","","","","",""
"8808005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","253","253","253","23.215","23.215","23.215"
"8808052","","","","","","","","","","","","","","","","","","","","","","","","","360","360","360","23.437","23.437","23.437","","","","","","","","","","","",""
"8811339","","","","","","","","","","","","","","","","","","","324","324","324","23.358","23.358","23.358","","","","","","","","","","","","","","","","","",""
"8812252","","","","","","","","","","","","","639","639","639","23.07","23.07","23.07","","","","","","","","","","","","","","","","","","","","","","","",""
"8814561","","","","","","","","","","","","","647","647","647","23.08","23.08","23.08","","","","","","","","","","","","","","","","","","","","","","","",""
"8814863","","","","","","","","","","","","","653","653","653","22.725","22.725","22.725","","","","","","","","","","","","","","","","","","","","","","","",""
"8816743","","","","","","","","","","","","","649","649","649","23.027","23.027","23.027","","","","","","","","","","","","","","","","","","","","","","","",""
"8817327","","","","","","","","","","","","","637","637","637","23.02","23.02","23.02","","","","","","","","","","","","","","","","","","","","","","","",""
"8819179","","","","","","","","","","","","","658","658","658","22.926","22.926","22.926","","","","","","","","","","","","","","","","","","","","","","","",""
"8820958","","","","","","","","","","","","","632","632","632","23.083","23.083","23.083","","","","","","","","","","","","","","","","","","","","","","","",""
"8826192","","","","","","","","","","","","","640","640","640","23.057","23.057","23.057","","","","","","","","","","","","","","","","","","","","","","","",""
"8828262","","","","","","","","","","","","","654","654","654","22.99","22.99","22.99","","","","","","","","","","","","","","","","","","","","","","","",""
"8828264","","","","","","","","","","","","","648","648","648","22.858","22.858","22.858","","","","","","","","","","","","","","","","","","","","","","","",""
"8828287","","","","","","","","","","","","","","","","","","","","","","","","","229","229","229","23.376","23.376","23.376","","","","","","","","","","","",""
"8828930","","","","","","","","","","","","","","","","","","","336","336","336","23.177","23.177","23.177","","","","","","","","","","","","","","","","","",""
"8829629","","","","","","","","","","","","","","","","","","","","","","","","","223","223","223","23.299","23.299","23.299","","","","","","","","","","","",""
"8829924","","","","","","","","","","","","","","","","","","","298","298","298","23.35","23.35","23.35","","","","","","","","","","","","","","","","","",""
"8830869","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146","146","146","23.165","23.165","23.165"
"8831169","","","","","","","","","","","","","638","638","638","23.015","23.015","23.015","","","","","","","","","","","","","","","","","","","","","","","",""
"8831533","","","","","","","","","","","","","650","650","650","22.919","22.919","22.919","","","","","","","","","","","","","","","","","","","","","","","",""
"8832571","","","","","","","","","","","","","","","","","","","317","317","317","23.315","23.315","23.315","","","","","","","","","","","","","","","","","",""
"8832695","","","","","","","","","","","","","","","","","","","","","","","","","206","206","206","23.34","23.34","23.34","","","","","","","","","","","",""
"8833215","","","","","","","","","","","","","659","659","659","22.712","22.712","22.712","","","","","","","","","","","","","","","","","","","","","","","",""
"8833458","","","","","","","","","","","","","","","","","","","","","","","","","361","361","361","23.49","23.49","23.49","","","","","","","","","","","",""
"8834732","","","","","","","","","","","","","633","633","633","23.19","23.19","23.19","","","","","","","","","","","","","","","","","","","","","","","",""
"8837219","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134","134","134","23.311","23.311","23.311"
"8838983","","","","","","","","","","","","","","","","","","","325","325","325","23.267","23.267","23.267","","","","","","","","","","","","","","","","","",""
"8839339","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","167","167","167","23.175","23.175","23.175","","","","","",""
"8839536","","","","","","","","","","","","","641","641","641","22.892","22.892","22.892","","","","","","","","","","","","","","","","","","","","","","","",""
"8840120","","","","","","","","","","","","","","","","","","","","","","","","","227","227","227","23.298","23.298","23.298","","","","","","","","","","","",""
"8841610","","","","","","","","","","","","","649","649","649","23.007","23.007","23.007","","","","","","","","","","","","","","","","","","","","","","","",""
"8841745","","","","","","","","","","","","","655","655","655","22.892","22.892","22.892","","","","","","","","","","","","","","","","","","","","","","","",""
"8841813","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","254","254","254","23.43","23.43","23.43"
"8844120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140","140","140","23.167","23.167","23.167"
"8844805","","","","","","","","","","","","","651","651","651","23.026","23.026","23.026","","","","","","","","","","","","","","","","","","","","","","","",""
"8845756","","","","","","","","","","","","","639","639","639","22.852","22.852","22.852","","","","","","","","","","","","","","","","","","","","","","","",""
"8847224","","","","","","","","","","","","","660","660","660","22.833","22.833","22.833","","","","","","","","","","","","","","","","","","","","","","","",""
"8847491","","","","","","","","","","","","","","","","","","","","","","","","","221","221","221","23.349","23.349","23.349","","","","","","","","","","","",""
"8849385","","","","","","","","","","","","","634","634","634","22.964","22.964","22.964","","","","","","","","","","","","","","","","","","","","","","","",""
"8850508","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171","171","171","23.12","23.12","23.12","","","","","",""
"8852521","","","","","","","","","","","","","642","642","642","23.085","23.085","23.085","","","","","","","","","","","","","","","","","","","","","","","",""
"8854430","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164","164","164","23.411","23.411","23.411","","","","","",""
"8855306","","","","","","","","","","","","","656","656","656","22.831","22.831","22.831","","","","","","","","","","","","","","","","","","","","","","","",""
"8855590","","","","","","","","","","","","","","","","","","","337","337","337","23.344","23.344","23.344","","","","","","","","","","","","","","","","","",""
"8855611","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166","166","166","23.361","23.361","23.361","","","","","",""
"8855787","","","","","","","","","","","","","650","650","650","23.045","23.045","23.045","","","","","","","","","","","","","","","","","","","","","","","",""
"8857646","","","","","","","","","","","","","","","","","","","","","","","","","362","362","362","23.155","23.155","23.155","","","","","","","","","","","",""
"8858200","","","","","","","","","","","","","652","652","652","23.024","23.024","23.024","","","","","","","","","","","","","","","","","","","","","","","",""
"8859781","","","","","","","","","","","","","","","","","","","299","299","299","23.284","23.284","23.284","","","","","","","","","","","","","","","","","",""
"8859816","","","","","","","","","","","","","","","","","","","318","318","318","23.293","23.293","23.293","","","","","","","","","","","","","","","","","",""
"8860232","","","","","","","","","","","","","640","640","640","23.315","23.315","23.315","","","","","","","","","","","","","","","","","","","","","","","",""
"8860762","","","","","","","","","","","","","661","661","661","23.113","23.113","23.113","","","","","","","","","","","","","","","","","","","","","","","",""
"8863115","","","","","","","","","","","","","635","635","635","23.079","23.079","23.079","","","","","","","","","","","","","","","","","","","","","","","",""
"8866046","","","","","","","","","","","","","643","643","643","23.024","23.024","23.024","","","","","","","","","","","","","","","","","","","","","","","",""
"8867127","","","","","","","","","","","","","","","","","","","326","326","326","23.362","23.362","23.362","","","","","","","","","","","","","","","","","",""
"8867864","","","","","","","","","","","","","","","","","","","","","","","","","224","224","224","23.161","23.161","23.161","","","","","","","","","","","",""
"8868936","","","","","","","","","","","","","657","657","657","22.85","22.85","22.85","","","","","","","","","","","","","","","","","","","","","","","",""
"8869187","","","","","","","","","","","","","","","","","","","","","","","","","230","230","230","23.261","23.261","23.261","","","","","","","","","","","",""
"8869463","","","","","","","","","","","","","651","651","651","22.812","22.812","22.812","","","","","","","","","","","","","","","","","","","","","","","",""
"8872026","","","","","","","","","","","","","653","653","653","23.124","23.124","23.124","","","","","","","","","","","","","","","","","","","","","","","",""
"8874584","","","","","","","","","","","","","662","662","662","22.89","22.89","22.89","","","","","","","","","","","","","","","","","","","","","","","",""
"8875252","","","","","","","","","","","","","641","641","641","23.045","23.045","23.045","","","","","","","","","","","","","","","","","","","","","","","",""
"8875306","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","255","255","255","23.451","23.451","23.451"
"8876360","","","","","","","","","","","","","","","","","","","","","","","","","207","207","207","23.226","23.226","23.226","","","","","","","","","","","",""
"8877673","","","","","","","","","","","","","636","636","636","22.72","22.72","22.72","","","","","","","","","","","","","","","","","","","","","","","",""
"8879688","","","","","","","","","","","","","","","","","","","","","","","","","228","228","228","23.303","23.303","23.303","","","","","","","","","","","",""
"8879823","","","","","","","","","","","","","","","","","","","","","","","","","363","363","363","23.314","23.314","23.314","","","","","","","","","","","",""
"8880210","","","","","","","","","","","","","644","644","644","22.973","22.973","22.973","","","","","","","","","","","","","","","","","","","","","","","",""
"8882504","","","","","","","","","","","","","658","658","658","23.072","23.072","23.072","","","","","","","","","","","","","","","","","","","","","","","",""
"8883141","","","","","","","","","","","","","652","652","652","23.073","23.073","23.073","","","","","","","","","","","","","","","","","","","","","","","",""
"8883299","","","","","","","","","","","","","","","","","","","338","338","338","23.066","23.066","23.066","","","","","","","","","","","","","","","","","",""
"8885525","","","","","","","","","","","","","654","654","654","23.045","23.045","23.045","","","","","","","","","","","","","","","","","","","","","","","",""
"8888012","","","","","","","","","","","","","","","","","","","319","319","319","23.282","23.282","23.282","","","","","","","","","","","","","","","","","",""
"8888037","","","","","","","","","","","","","","","","","","","","","","","","","222","222","222","23.342","23.342","23.342","","","","","","","","","","","",""
