"num_samples","lr: 0.00000625 (learning rate: partner IQL) - _step","lr: 0.00000625 (learning rate: partner IQL) - _step__MIN","lr: 0.00000625 (learning rate: partner IQL) - _step__MAX","lr: 0.00000625 (learning rate: partner IQL) - perfect","lr: 0.00000625 (learning rate: partner IQL) - perfect__MIN","lr: 0.00000625 (learning rate: partner IQL) - perfect__MAX","lr: 0.00001 (learning rate: partner IQL) - _step","lr: 0.00001 (learning rate: partner IQL) - _step__MIN","lr: 0.00001 (learning rate: partner IQL) - _step__MAX","lr: 0.00001 (learning rate: partner IQL) - perfect","lr: 0.00001 (learning rate: partner IQL) - perfect__MIN","lr: 0.00001 (learning rate: partner IQL) - perfect__MAX","lr: 0.0000625 (learning rate: partner IQL) - _step","lr: 0.0000625 (learning rate: partner IQL) - _step__MIN","lr: 0.0000625 (learning rate: partner IQL) - _step__MAX","lr: 0.0000625 (learning rate: partner IQL) - perfect","lr: 0.0000625 (learning rate: partner IQL) - perfect__MIN","lr: 0.0000625 (learning rate: partner IQL) - perfect__MAX","lr: 0.0001 (learning rate: partner IQL) - _step","lr: 0.0001 (learning rate: partner IQL) - _step__MIN","lr: 0.0001 (learning rate: partner IQL) - _step__MAX","lr: 0.0001 (learning rate: partner IQL) - perfect","lr: 0.0001 (learning rate: partner IQL) - perfect__MIN","lr: 0.0001 (learning rate: partner IQL) - perfect__MAX","lr: 0.000625 (learning rate: partner IQL) - _step","lr: 0.000625 (learning rate: partner IQL) - _step__MIN","lr: 0.000625 (learning rate: partner IQL) - _step__MAX","lr: 0.000625 (learning rate: partner IQL) - perfect","lr: 0.000625 (learning rate: partner IQL) - perfect__MIN","lr: 0.000625 (learning rate: partner IQL) - perfect__MAX","lr: 0.001 (learning rate: partner IQL) - _step","lr: 0.001 (learning rate: partner IQL) - _step__MIN","lr: 0.001 (learning rate: partner IQL) - _step__MAX","lr: 0.001 (learning rate: partner IQL) - perfect","lr: 0.001 (learning rate: partner IQL) - perfect__MIN","lr: 0.001 (learning rate: partner IQL) - perfect__MAX"
"7076108","","","","","","","","","","","","","","","","","","","","","","","","","139","139","139","26.900000000000002","26.900000000000002","26.900000000000002","","","","","",""
"7078145","","","","","","","","","","","","","","","","","","","156","156","156","28.799999999999997","28.799999999999997","28.799999999999997","","","","","","","","","","","",""
"7078812","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144","144","144","27.6","27.6","27.6"
"7082225","","","","","","","","","","","","","","","","","","","163","163","163","36.7","36.7","36.7","","","","","","","","","","","",""
"7084381","","","","","","","148","148","148","25.1","25.1","25.1","","","","","","","","","","","","","","","","","","","","","","","",""
"7084582","","","","","","","","","","","","","158","158","158","33.7","33.7","33.7","","","","","","","","","","","","","","","","","",""
"7086191","160","160","160","21.2","21.2","21.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7096287","","","","","","","","","","","","","160","160","160","31.1","31.1","31.1","","","","","","","","","","","","","","","","","",""
"7108293","","","","","","","","","","","","","157","157","157","30.3","30.3","30.3","","","","","","","","","","","","","","","","","",""
"7109266","152","152","152","22.400000000000002","22.400000000000002","22.400000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7112397","","","","","","","","","","","","","","","","","","","","","","","","","160","160","160","28.9","28.9","28.9","","","","","",""
"7113929","","","","","","","","","","","","","","","","","","","","","","","","","160","160","160","30.2","30.2","30.2","","","","","",""
"7114351","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163","163","163","29.4","29.4","29.4"
"7122781","","","","","","","","","","","","","","","","","","","157","157","157","29.9","29.9","29.9","","","","","","","","","","","",""
"7127580","","","","","","","","","","","","","","","","","","","164","164","164","34.599999999999994","34.599999999999994","34.599999999999994","","","","","","","","","","","",""
"7128862","","","","","","","","","","","","","159","159","159","32.9","32.9","32.9","","","","","","","","","","","","","","","","","",""
"7129286","161","161","161","22.900000000000002","22.900000000000002","22.900000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7130056","","","","","","","","","","","","","","","","","","","","","","","","","140","140","140","30.2","30.2","30.2","","","","","",""
"7131148","","","","","","","149","149","149","25.2","25.2","25.2","","","","","","","","","","","","","","","","","","","","","","","",""
"7140037","","","","","","","","","","","","","161","161","161","34.1","34.1","34.1","","","","","","","","","","","","","","","","","",""
"7153999","","","","","","","","","","","","","158","158","158","32.800000000000004","32.800000000000004","32.800000000000004","","","","","","","","","","","","","","","","","",""
"7155653","153","153","153","23.400000000000002","23.400000000000002","23.400000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7156685","","","","","","","","","","","","","","","","","","","","","","","","","161","161","161","29.5","29.5","29.5","","","","","",""
"7157633","","","","","","","","","","","","","","","","","","","","","","","","","161","161","161","28.4","28.4","28.4","","","","","",""
"7158684","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164","164","164","31.7","31.7","31.7"
"7167755","","","","","","","","","","","","","","","","","","","158","158","158","31.900000000000002","31.900000000000002","31.900000000000002","","","","","","","","","","","",""
"7170381","","","","","","","","","","","","","","","","","","","165","165","165","32.800000000000004","32.800000000000004","32.800000000000004","","","","","","","","","","","",""
"7173871","","","","","","","","","","","","","160","160","160","32.7","32.7","32.7","","","","","","","","","","","","","","","","","",""
"7173888","162","162","162","23.599999999999998","23.599999999999998","23.599999999999998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7174699","","","","","","","150","150","150","24","24","24","","","","","","","","","","","","","","","","","","","","","","","",""
"7182091","","","","","","","","","","","","","","","","","","","","","","","","","141","141","141","30.099999999999998","30.099999999999998","30.099999999999998","","","","","",""
"7185416","","","","","","","","","","","","","162","162","162","32.7","32.7","32.7","","","","","","","","","","","","","","","","","",""
"7198992","","","","","","","","","","","","","159","159","159","31.3","31.3","31.3","","","","","","","","","","","","","","","","","",""
"7201348","154","154","154","23","23","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7201471","","","","","","","","","","","","","","","","","","","","","","","","","162","162","162","28.499999999999996","28.499999999999996","28.499999999999996","","","","","",""
"7201512","","","","","","","","","","","","","","","","","","","","","","","","","162","162","162","30.2","30.2","30.2","","","","","",""
"7202239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165","165","165","26","26","26"
"7213600","","","","","","","","","","","","","","","","","","","159","159","159","32","32","32","","","","","","","","","","","",""
"7214451","","","","","","","","","","","","","","","","","","","166","166","166","37.5","37.5","37.5","","","","","","","","","","","",""
"7218115","163","163","163","26.700000000000003","26.700000000000003","26.700000000000003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7218665","","","","","","","","","","","","","161","161","161","30.4","30.4","30.4","","","","","","","","","","","","","","","","","",""
"7222565","","","","","","","151","151","151","24.8","24.8","24.8","","","","","","","","","","","","","","","","","","","","","","","",""
"7227589","","","","","","","","","","","","","163","163","163","32.1","32.1","32.1","","","","","","","","","","","","","","","","","",""
"7234866","","","","","","","","","","","","","","","","","","","","","","","","","142","142","142","32.2","32.2","32.2","","","","","",""
"7244188","","","","","","","","","","","","","","","","","","","","","","","","","163","163","163","32.6","32.6","32.6","","","","","",""
"7244580","","","","","","","","","","","","","160","160","160","31.3","31.3","31.3","","","","","","","","","","","","","","","","","",""
"7245993","","","","","","","","","","","","","","","","","","","","","","","","","163","163","163","29.9","29.9","29.9","","","","","",""
"7248018","155","155","155","20.9","20.9","20.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7248511","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166","166","166","26.200000000000003","26.200000000000003","26.200000000000003"
"7260522","","","","","","","","","","","","","","","","","","","167","167","167","33.300000000000004","33.300000000000004","33.300000000000004","","","","","","","","","","","",""
"7261064","","","","","","","","","","","","","","","","","","","160","160","160","31.7","31.7","31.7","","","","","","","","","","","",""
"7261287","164","164","164","24.9","24.9","24.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7268855","","","","","","","152","152","152","26.200000000000003","26.200000000000003","26.200000000000003","","","","","","","","","","","","","","","","","","","","","","","",""
"7271951","","","","","","","","","","","","","164","164","164","33.7","33.7","33.7","","","","","","","","","","","","","","","","","",""
"7286027","","","","","","","","","","","","","","","","","","","","","","","","","143","143","143","25.2","25.2","25.2","","","","","",""
"7287576","","","","","","","","","","","","","","","","","","","","","","","","","164","164","164","30.5","30.5","30.5","","","","","",""
"7290188","","","","","","","","","","","","","161","161","161","31.8","31.8","31.8","","","","","","","","","","","","","","","","","",""
"7291055","","","","","","","","","","","","","","","","","","","","","","","","","164","164","164","28.7","28.7","28.7","","","","","",""
"7291832","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","167","167","167","26.700000000000003","26.700000000000003","26.700000000000003"
"7293149","156","156","156","22.6","22.6","22.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7303410","","","","","","","","","","","","","","","","","","","168","168","168","34.8","34.8","34.8","","","","","","","","","","","",""
"7306423","165","165","165","24","24","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7306984","","","","","","","","","","","","","","","","","","","161","161","161","32","32","32","","","","","","","","","","","",""
"7315515","","","","","","","153","153","153","26.900000000000002","26.900000000000002","26.900000000000002","","","","","","","","","","","","","","","","","","","","","","","",""
"7317374","","","","","","","","","","","","","165","165","165","32.5","32.5","32.5","","","","","","","","","","","","","","","","","",""
"7333477","","","","","","","","","","","","","","","","","","","","","","","","","165","165","165","27.500000000000004","27.500000000000004","27.500000000000004","","","","","",""
"7336264","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","168","168","168","25.2","25.2","25.2"
"7336289","","","","","","","","","","","","","","","","","","","","","","","","","165","165","165","27.400000000000002","27.400000000000002","27.400000000000002","","","","","",""
"7336621","","","","","","","","","","","","","162","162","162","33.300000000000004","33.300000000000004","33.300000000000004","","","","","","","","","","","","","","","","","",""
"7337924","","","","","","","","","","","","","","","","","","","","","","","","","144","144","144","28.799999999999997","28.799999999999997","28.799999999999997","","","","","",""
"7341246","157","157","157","20.4","20.4","20.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7346545","","","","","","","","","","","","","","","","","","","169","169","169","31.4","31.4","31.4","","","","","","","","","","","",""
"7352183","166","166","166","24.5","24.5","24.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7353854","","","","","","","","","","","","","","","","","","","162","162","162","35.699999999999996","35.699999999999996","35.699999999999996","","","","","","","","","","","",""
"7361655","","","","","","","","","","","","","166","166","166","34.300000000000004","34.300000000000004","34.300000000000004","","","","","","","","","","","","","","","","","",""
"7364487","","","","","","","154","154","154","28.299999999999997","28.299999999999997","28.299999999999997","","","","","","","","","","","","","","","","","","","","","","","",""
"7379242","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","169","169","169","25.8","25.8","25.8"
"7380131","","","","","","","","","","","","","","","","","","","","","","","","","166","166","166","32.6","32.6","32.6","","","","","",""
"7380459","","","","","","","","","","","","","","","","","","","","","","","","","166","166","166","28.799999999999997","28.799999999999997","28.799999999999997","","","","","",""
"7382099","","","","","","","","","","","","","163","163","163","33.2","33.2","33.2","","","","","","","","","","","","","","","","","",""
"7387193","158","158","158","25.5","25.5","25.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7390868","","","","","","","","","","","","","","","","","","","170","170","170","34.599999999999994","34.599999999999994","34.599999999999994","","","","","","","","","","","",""
"7391284","","","","","","","","","","","","","","","","","","","","","","","","","145","145","145","27.900000000000002","27.900000000000002","27.900000000000002","","","","","",""
"7396834","167","167","167","25.5","25.5","25.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7399240","","","","","","","","","","","","","","","","","","","163","163","163","35.099999999999994","35.099999999999994","35.099999999999994","","","","","","","","","","","",""
"7405772","","","","","","","","","","","","","167","167","167","32.5","32.5","32.5","","","","","","","","","","","","","","","","","",""
"7410861","","","","","","","155","155","155","25.3","25.3","25.3","","","","","","","","","","","","","","","","","","","","","","","",""
"7422569","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170","170","170","26.1","26.1","26.1"
"7425240","","","","","","","","","","","","","","","","","","","","","","","","","167","167","167","29.4","29.4","29.4","","","","","",""
"7426484","","","","","","","","","","","","","","","","","","","","","","","","","167","167","167","28.299999999999997","28.299999999999997","28.299999999999997","","","","","",""
"7429166","","","","","","","","","","","","","164","164","164","33.300000000000004","33.300000000000004","33.300000000000004","","","","","","","","","","","","","","","","","",""
"7433942","159","159","159","22.3","22.3","22.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7435303","","","","","","","","","","","","","","","","","","","171","171","171","34.699999999999996","34.699999999999996","34.699999999999996","","","","","","","","","","","",""
"7441038","168","168","168","24.9","24.9","24.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7445060","","","","","","","","","","","","","","","","","","","","","","","","","146","146","146","26.200000000000003","26.200000000000003","26.200000000000003","","","","","",""
"7445155","","","","","","","","","","","","","","","","","","","164","164","164","34.1","34.1","34.1","","","","","","","","","","","",""
"7451033","","","","","","","","","","","","","168","168","168","32.300000000000004","32.300000000000004","32.300000000000004","","","","","","","","","","","","","","","","","",""
"7458571","","","","","","","156","156","156","25.1","25.1","25.1","","","","","","","","","","","","","","","","","","","","","","","",""
"7464612","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171","171","171","19.400000000000002","19.400000000000002","19.400000000000002"
"7469715","","","","","","","","","","","","","","","","","","","","","","","","","168","168","168","32.5","32.5","32.5","","","","","",""
"7474809","","","","","","","","","","","","","165","165","165","30.2","30.2","30.2","","","","","","","","","","","","","","","","","",""
"7480701","","","","","","","","","","","","","","","","","","","172","172","172","32.4","32.4","32.4","","","","","","","","","","","",""
"7484383","169","169","169","21.8","21.8","21.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7489412","","","","","","","","","","","","","","","","","","","165","165","165","33.1","33.1","33.1","","","","","","","","","","","",""
"7494568","","","","","","","","","","","","","169","169","169","28.299999999999997","28.299999999999997","28.299999999999997","","","","","","","","","","","","","","","","","",""
"7497302","","","","","","","","","","","","","","","","","","","","","","","","","147","147","147","28.299999999999997","28.299999999999997","28.299999999999997","","","","","",""
"7506135","","","","","","","157","157","157","23.799999999999997","23.799999999999997","23.799999999999997","","","","","","","","","","","","","","","","","","","","","","","",""
"7508599","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172","172","172","24.9","24.9","24.9"
"7512289","","","","","","","","","","","","","","","","","","","","","","","","","169","169","169","30.9","30.9","30.9","","","","","",""
"7520650","","","","","","","","","","","","","166","166","166","33.900000000000006","33.900000000000006","33.900000000000006","","","","","","","","","","","","","","","","","",""
"7523720","","","","","","","","","","","","","","","","","","","173","173","173","35.5","35.5","35.5","","","","","","","","","","","",""
"7529723","170","170","170","22.8","22.8","22.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7534571","","","","","","","","","","","","","","","","","","","166","166","166","34.4","34.4","34.4","","","","","","","","","","","",""
"7537984","","","","","","","","","","","","","170","170","170","32.9","32.9","32.9","","","","","","","","","","","","","","","","","",""
"7548297","","","","","","","","","","","","","","","","","","","","","","","","","148","148","148","31","31","31","","","","","",""
"7552423","","","","","","","158","158","158","27.900000000000002","27.900000000000002","27.900000000000002","","","","","","","","","","","","","","","","","","","","","","","",""
"7556019","","","","","","","","","","","","","","","","","","","","","","","","","170","170","170","28.499999999999996","28.499999999999996","28.499999999999996","","","","","",""
"7566364","","","","","","","","","","","","","167","167","167","31.2","31.2","31.2","","","","","","","","","","","","","","","","","",""
"7567520","","","","","","","","","","","","","","","","","","","174","174","174","34.699999999999996","34.699999999999996","34.699999999999996","","","","","","","","","","","",""
"7573401","171","171","171","23.799999999999997","23.799999999999997","23.799999999999997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7580909","","","","","","","","","","","","","","","","","","","167","167","167","31.8","31.8","31.8","","","","","","","","","","","",""
"7581288","","","","","","","","","","","","","171","171","171","32.4","32.4","32.4","","","","","","","","","","","","","","","","","",""
"7601169","","","","","","","","","","","","","","","","","","","","","","","","","171","171","171","28.9","28.9","28.9","","","","","",""
"7601389","","","","","","","159","159","159","25.900000000000002","25.900000000000002","25.900000000000002","","","","","","","","","","","","","","","","","","","","","","","",""
"7602310","","","","","","","","","","","","","","","","","","","","","","","","","149","149","149","27.200000000000003","27.200000000000003","27.200000000000003","","","","","",""
"7608629","","","","","","","","","","","","","","","","","","","175","175","175","33.2","33.2","33.2","","","","","","","","","","","",""
"7610508","","","","","","","","","","","","","168","168","168","33.300000000000004","33.300000000000004","33.300000000000004","","","","","","","","","","","","","","","","","",""
"7619349","172","172","172","20.3","20.3","20.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7624476","","","","","","","","","","","","","172","172","172","32.2","32.2","32.2","","","","","","","","","","","","","","","","","",""
"7647175","","","","","","","","","","","","","","","","","","","","","","","","","172","172","172","28.799999999999997","28.799999999999997","28.799999999999997","","","","","",""
"7648453","","","","","","","160","160","160","25.6","25.6","25.6","","","","","","","","","","","","","","","","","","","","","","","",""
"7650916","","","","","","","","","","","","","","","","","","","176","176","176","33","33","33","","","","","","","","","","","",""
"7656802","","","","","","","","","","","","","169","169","169","30.2","30.2","30.2","","","","","","","","","","","","","","","","","",""
"7657656","","","","","","","","","","","","","","","","","","","","","","","","","150","150","150","29.2","29.2","29.2","","","","","",""
"7664825","173","173","173","25.1","25.1","25.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7669706","","","","","","","","","","","","","173","173","173","34.300000000000004","34.300000000000004","34.300000000000004","","","","","","","","","","","","","","","","","",""
"7690620","","","","","","","","","","","","","","","","","","","","","","","","","173","173","173","30.599999999999998","30.599999999999998","30.599999999999998","","","","","",""
"7695925","","","","","","","161","161","161","26.8","26.8","26.8","","","","","","","","","","","","","","","","","","","","","","","",""
"7697886","","","","","","","","","","","","","","","","","","","177","177","177","32","32","32","","","","","","","","","","","",""
"7703766","","","","","","","","","","","","","170","170","170","30.9","30.9","30.9","","","","","","","","","","","","","","","","","",""
"7709169","174","174","174","27","27","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7710897","","","","","","","","","","","","","","","","","","","","","","","","","151","151","151","27.400000000000002","27.400000000000002","27.400000000000002","","","","","",""
"7714770","","","","","","","","","","","","","174","174","174","34","34","34","","","","","","","","","","","","","","","","","",""
"7735491","","","","","","","","","","","","","","","","","","","","","","","","","174","174","174","32.2","32.2","32.2","","","","","",""
"7741480","","","","","","","","","","","","","","","","","","","178","178","178","33","33","33","","","","","","","","","","","",""
"7742887","","","","","","","162","162","162","26.400000000000002","26.400000000000002","26.400000000000002","","","","","","","","","","","","","","","","","","","","","","","",""
"7748886","","","","","","","","","","","","","171","171","171","34.8","34.8","34.8","","","","","","","","","","","","","","","","","",""
"7752345","175","175","175","22.8","22.8","22.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7757576","","","","","","","","","","","","","175","175","175","29.9","29.9","29.9","","","","","","","","","","","","","","","","","",""
"7763777","","","","","","","","","","","","","","","","","","","","","","","","","152","152","152","28.1","28.1","28.1","","","","","",""
"7780444","","","","","","","","","","","","","","","","","","","","","","","","","175","175","175","27.6","27.6","27.6","","","","","",""
"7784449","","","","","","","","","","","","","","","","","","","179","179","179","34","34","34","","","","","","","","","","","",""
"7789309","","","","","","","163","163","163","26.5","26.5","26.5","","","","","","","","","","","","","","","","","","","","","","","",""
"7795238","176","176","176","22.900000000000002","22.900000000000002","22.900000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7801661","","","","","","","","","","","","","176","176","176","32.9","32.9","32.9","","","","","","","","","","","","","","","","","",""
"7816134","","","","","","","","","","","","","","","","","","","","","","","","","153","153","153","29.299999999999997","29.299999999999997","29.299999999999997","","","","","",""
"7826574","","","","","","","","","","","","","","","","","","","","","","","","","176","176","176","28.799999999999997","28.799999999999997","28.799999999999997","","","","","",""
"7831131","","","","","","","","","","","","","","","","","","","180","180","180","31.3","31.3","31.3","","","","","","","","","","","",""
"7836084","","","","","","","164","164","164","28.9","28.9","28.9","","","","","","","","","","","","","","","","","","","","","","","",""
"7839669","177","177","177","20.8","20.8","20.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7845375","","","","","","","","","","","","","177","177","177","27","27","27","","","","","","","","","","","","","","","","","",""
"7871016","","","","","","","","","","","","","","","","","","","","","","","","","154","154","154","30.2","30.2","30.2","","","","","",""
"7875221","","","","","","","","","","","","","","","","","","","181","181","181","33.800000000000004","33.800000000000004","33.800000000000004","","","","","","","","","","","",""
"7882750","","","","","","","165","165","165","28.000000000000004","28.000000000000004","28.000000000000004","","","","","","","","","","","","","","","","","","","","","","","",""
"7885049","178","178","178","23.200000000000003","23.200000000000003","23.200000000000003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7891907","","","","","","","","","","","","","178","178","178","34.8","34.8","34.8","","","","","","","","","","","","","","","","","",""
"7920504","","","","","","","","","","","","","","","","","","","182","182","182","32.300000000000004","32.300000000000004","32.300000000000004","","","","","","","","","","","",""
"7924810","","","","","","","","","","","","","","","","","","","","","","","","","155","155","155","29.099999999999998","29.099999999999998","29.099999999999998","","","","","",""
"7927145","","","","","","","166","166","166","27.500000000000004","27.500000000000004","27.500000000000004","","","","","","","","","","","","","","","","","","","","","","","",""
"7927885","179","179","179","25.7","25.7","25.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7935923","","","","","","","","","","","","","179","179","179","32.800000000000004","32.800000000000004","32.800000000000004","","","","","","","","","","","","","","","","","",""
"7966098","","","","","","","","","","","","","","","","","","","183","183","183","32.1","32.1","32.1","","","","","","","","","","","",""
"7972516","180","180","180","22","22","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7973421","","","","","","","167","167","167","26","26","26","","","","","","","","","","","","","","","","","","","","","","","",""
"7977937","","","","","","","","","","","","","","","","","","","","","","","","","156","156","156","25.7","25.7","25.7","","","","","",""
"7981263","","","","","","","","","","","","","180","180","180","30.599999999999998","30.599999999999998","30.599999999999998","","","","","","","","","","","","","","","","","",""
"8011084","","","","","","","","","","","","","","","","","","","184","184","184","34.4","34.4","34.4","","","","","","","","","","","",""
"8015190","181","181","181","23.200000000000003","23.200000000000003","23.200000000000003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8021393","","","","","","","168","168","168","26.900000000000002","26.900000000000002","26.900000000000002","","","","","","","","","","","","","","","","","","","","","","","",""
"8024978","","","","","","","","","","","","","181","181","181","33","33","33","","","","","","","","","","","","","","","","","",""
"8031122","","","","","","","","","","","","","","","","","","","","","","","","","157","157","157","28.000000000000004","28.000000000000004","28.000000000000004","","","","","",""
"8053136","","","","","","","","","","","","","","","","","","","185","185","185","31.5","31.5","31.5","","","","","","","","","","","",""
"8057481","182","182","182","23.799999999999997","23.799999999999997","23.799999999999997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8066126","","","","","","","169","169","169","26","26","26","","","","","","","","","","","","","","","","","","","","","","","",""
"8071235","","","","","","","","","","","","","182","182","182","32.2","32.2","32.2","","","","","","","","","","","","","","","","","",""
"8083129","","","","","","","","","","","","","","","","","","","","","","","","","158","158","158","29.5","29.5","29.5","","","","","",""
"8096111","","","","","","","","","","","","","","","","","","","186","186","186","33","33","33","","","","","","","","","","","",""
"8103194","183","183","183","24.5","24.5","24.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8113622","","","","","","","170","170","170","26.5","26.5","26.5","","","","","","","","","","","","","","","","","","","","","","","",""
"8116649","","","","","","","","","","","","","183","183","183","31.8","31.8","31.8","","","","","","","","","","","","","","","","","",""
"8135100","","","","","","","","","","","","","","","","","","","","","","","","","159","159","159","30","30","30","","","","","",""
"8138802","","","","","","","","","","","","","","","","","","","187","187","187","32.1","32.1","32.1","","","","","","","","","","","",""
"8146507","184","184","184","24.6","24.6","24.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8160708","","","","","","","","","","","","","184","184","184","34.1","34.1","34.1","","","","","","","","","","","","","","","","","",""
"8160999","","","","","","","171","171","171","26.200000000000003","26.200000000000003","26.200000000000003","","","","","","","","","","","","","","","","","","","","","","","",""
"8182406","","","","","","","","","","","","","","","","","","","188","188","188","35.5","35.5","35.5","","","","","","","","","","","",""
"8188131","","","","","","","","","","","","","","","","","","","","","","","","","160","160","160","30.9","30.9","30.9","","","","","",""
"8190276","185","185","185","24","24","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8203965","","","","","","","","","","","","","185","185","185","33.6","33.6","33.6","","","","","","","","","","","","","","","","","",""
"8207591","","","","","","","172","172","172","25.3","25.3","25.3","","","","","","","","","","","","","","","","","","","","","","","",""
"8225826","","","","","","","","","","","","","","","","","","","189","189","189","36","36","36","","","","","","","","","","","",""
"8233754","186","186","186","22.900000000000002","22.900000000000002","22.900000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8239928","","","","","","","","","","","","","","","","","","","","","","","","","161","161","161","26.1","26.1","26.1","","","","","",""
"8245880","","","","","","","","","","","","","186","186","186","34.5","34.5","34.5","","","","","","","","","","","","","","","","","",""
"8254709","","","","","","","173","173","173","26.5","26.5","26.5","","","","","","","","","","","","","","","","","","","","","","","",""
"8270398","","","","","","","","","","","","","","","","","","","190","190","190","35.199999999999996","35.199999999999996","35.199999999999996","","","","","","","","","","","",""
"8275985","187","187","187","24.4","24.4","24.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8289496","","","","","","","","","","","","","187","187","187","33","33","33","","","","","","","","","","","","","","","","","",""
"8293932","","","","","","","","","","","","","","","","","","","","","","","","","162","162","162","28.799999999999997","28.799999999999997","28.799999999999997","","","","","",""
"8303593","","","","","","","174","174","174","29.2","29.2","29.2","","","","","","","","","","","","","","","","","","","","","","","",""
"8314999","","","","","","","","","","","","","","","","","","","191","191","191","35","35","35","","","","","","","","","","","",""
"8319190","188","188","188","26","26","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8333063","","","","","","","","","","","","","188","188","188","34.9","34.9","34.9","","","","","","","","","","","","","","","","","",""
"8346910","","","","","","","","","","","","","","","","","","","","","","","","","163","163","163","30.7","30.7","30.7","","","","","",""
"8351166","","","","","","","175","175","175","26.3","26.3","26.3","","","","","","","","","","","","","","","","","","","","","","","",""
"8360181","","","","","","","","","","","","","","","","","","","192","192","192","29.9","29.9","29.9","","","","","","","","","","","",""
"8364143","189","189","189","23.7","23.7","23.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8376498","","","","","","","","","","","","","189","189","189","34.300000000000004","34.300000000000004","34.300000000000004","","","","","","","","","","","","","","","","","",""
"8398116","","","","","","","176","176","176","25.3","25.3","25.3","","","","","","","","","","","","","","","","","","","","","","","",""
"8398409","","","","","","","","","","","","","","","","","","","","","","","","","164","164","164","29.599999999999998","29.599999999999998","29.599999999999998","","","","","",""
"8404945","","","","","","","","","","","","","","","","","","","193","193","193","28.799999999999997","28.799999999999997","28.799999999999997","","","","","","","","","","","",""
"8406671","190","190","190","24.7","24.7","24.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8419752","","","","","","","","","","","","","190","190","190","33.2","33.2","33.2","","","","","","","","","","","","","","","","","",""
"8446022","","","","","","","177","177","177","26.200000000000003","26.200000000000003","26.200000000000003","","","","","","","","","","","","","","","","","","","","","","","",""
"8448387","","","","","","","","","","","","","","","","","","","194","194","194","33","33","33","","","","","","","","","","","",""
"8450103","","","","","","","","","","","","","","","","","","","","","","","","","165","165","165","31.1","31.1","31.1","","","","","",""
