"num_samples","lr: 0.00000625 (learning rate: partner IQL) - _step","lr: 0.00000625 (learning rate: partner IQL) - _step__MIN","lr: 0.00000625 (learning rate: partner IQL) - _step__MAX","lr: 0.00000625 (learning rate: partner IQL) - score","lr: 0.00000625 (learning rate: partner IQL) - score__MIN","lr: 0.00000625 (learning rate: partner IQL) - score__MAX","lr: 0.00001 (learning rate: partner IQL) - _step","lr: 0.00001 (learning rate: partner IQL) - _step__MIN","lr: 0.00001 (learning rate: partner IQL) - _step__MAX","lr: 0.00001 (learning rate: partner IQL) - score","lr: 0.00001 (learning rate: partner IQL) - score__MIN","lr: 0.00001 (learning rate: partner IQL) - score__MAX","lr: 0.0000625 (learning rate: partner IQL) - _step","lr: 0.0000625 (learning rate: partner IQL) - _step__MIN","lr: 0.0000625 (learning rate: partner IQL) - _step__MAX","lr: 0.0000625 (learning rate: partner IQL) - score","lr: 0.0000625 (learning rate: partner IQL) - score__MIN","lr: 0.0000625 (learning rate: partner IQL) - score__MAX","lr: 0.0001 (learning rate: partner IQL) - _step","lr: 0.0001 (learning rate: partner IQL) - _step__MIN","lr: 0.0001 (learning rate: partner IQL) - _step__MAX","lr: 0.0001 (learning rate: partner IQL) - score","lr: 0.0001 (learning rate: partner IQL) - score__MIN","lr: 0.0001 (learning rate: partner IQL) - score__MAX","lr: 0.000625 (learning rate: partner IQL) - _step","lr: 0.000625 (learning rate: partner IQL) - _step__MIN","lr: 0.000625 (learning rate: partner IQL) - _step__MAX","lr: 0.000625 (learning rate: partner IQL) - score","lr: 0.000625 (learning rate: partner IQL) - score__MIN","lr: 0.000625 (learning rate: partner IQL) - score__MAX","lr: 0.001 (learning rate: partner IQL) - _step","lr: 0.001 (learning rate: partner IQL) - _step__MIN","lr: 0.001 (learning rate: partner IQL) - _step__MAX","lr: 0.001 (learning rate: partner IQL) - score","lr: 0.001 (learning rate: partner IQL) - score__MIN","lr: 0.001 (learning rate: partner IQL) - score__MAX"
"6865208","","","","","","","","","","","","","","","","","","","","","","","","","135","135","135","23.249","23.249","23.249","","","","","",""
"6867865","155","155","155","22.639","22.639","22.639","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6876893","","","","","","","","","","","","","155","155","155","23.249","23.249","23.249","","","","","","","","","","","","","","","","","",""
"6879761","147","147","147","22.793","22.793","22.793","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6883111","","","","","","","","","","","","","152","152","152","23.352","23.352","23.352","","","","","","","","","","","","","","","","","",""
"6888488","","","","","","","","","","","","","","","","","","","","","","","","","155","155","155","23.158","23.158","23.158","","","","","",""
"6889764","144","144","144","22.87","22.87","22.87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6890970","","","","","","","128","128","128","22.691","22.691","22.691","","","","","","","","","","","","","","","","","","","","","","","",""
"6891776","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140","140","140","22.941","22.941","22.941"
"6893292","","","","","","","","","","","","","","","","","","","","","","","","","155","155","155","23.104","23.104","23.104","","","","","",""
"6894140","","","","","","","144","144","144","22.896","22.896","22.896","","","","","","","","","","","","","","","","","","","","","","","",""
"6897401","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","158","158","158","23.087","23.087","23.087"
"6898622","","","","","","","","","","","","","","","","","","","152","152","152","23.295","23.295","23.295","","","","","","","","","","","",""
"6907898","","","","","","","","","","","","","","","","","","","159","159","159","23.394","23.394","23.394","","","","","","","","","","","",""
"6909643","","","","","","","","","","","","","154","154","154","23.329","23.329","23.329","","","","","","","","","","","","","","","","","",""
"6913697","156","156","156","22.633","22.633","22.633","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6918556","","","","","","","","","","","","","","","","","","","","","","","","","136","136","136","23.015","23.015","23.015","","","","","",""
"6918940","","","","","","","","","","","","","156","156","156","23.213","23.213","23.213","","","","","","","","","","","","","","","","","",""
"6926538","","","","","","","","","","","","","153","153","153","23.387","23.387","23.387","","","","","","","","","","","","","","","","","",""
"6926657","148","148","148","22.639","22.639","22.639","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6932825","","","","","","","","","","","","","","","","","","","","","","","","","156","156","156","22.933","22.933","22.933","","","","","",""
"6937758","","","","","","","","","","","","","","","","","","","","","","","","","156","156","156","23.19","23.19","23.19","","","","","",""
"6939460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","141","141","141","23.016","23.016","23.016"
"6941610","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159","159","159","23.055","23.055","23.055"
"6943171","","","","","","","","","","","","","","","","","","","153","153","153","23.392","23.392","23.392","","","","","","","","","","","",""
"6943987","","","","","","","145","145","145","22.988","22.988","22.988","","","","","","","","","","","","","","","","","","","","","","","",""
"6951195","","","","","","","","","","","","","","","","","","","160","160","160","23.399","23.399","23.399","","","","","","","","","","","",""
"6953281","","","","","","","","","","","","","155","155","155","23.315","23.315","23.315","","","","","","","","","","","","","","","","","",""
"6956283","157","157","157","22.584","22.584","22.584","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6962887","","","","","","","","","","","","","157","157","157","23.239","23.239","23.239","","","","","","","","","","","","","","","","","",""
"6972471","","","","","","","","","","","","","","","","","","","","","","","","","137","137","137","23.028","23.028","23.028","","","","","",""
"6973159","","","","","","","","","","","","","154","154","154","23.437","23.437","23.437","","","","","","","","","","","","","","","","","",""
"6974374","149","149","149","22.651","22.651","22.651","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6977285","","","","","","","","","","","","","","","","","","","","","","","","","157","157","157","23.142","23.142","23.142","","","","","",""
"6980498","","","","","","","","","","","","","","","","","","","","","","","","","157","157","157","23.081","23.081","23.081","","","","","",""
"6984350","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","160","160","160","23.201","23.201","23.201"
"6985824","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142","142","142","23.044","23.044","23.044"
"6988010","","","","","","","","","","","","","","","","","","","154","154","154","23.417","23.417","23.417","","","","","","","","","","","",""
"6990354","","","","","","","146","146","146","23.078","23.078","23.078","","","","","","","","","","","","","","","","","","","","","","","",""
"6995680","","","","","","","","","","","","","","","","","","","161","161","161","23.42","23.42","23.42","","","","","","","","","","","",""
"6996695","","","","","","","","","","","","","156","156","156","23.286","23.286","23.286","","","","","","","","","","","","","","","","","",""
"6999210","158","158","158","22.839","22.839","22.839","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7007641","","","","","","","","","","","","","158","158","158","23.461","23.461","23.461","","","","","","","","","","","","","","","","","",""
"7018991","","","","","","","","","","","","","155","155","155","23.213","23.213","23.213","","","","","","","","","","","","","","","","","",""
"7019863","150","150","150","22.834","22.834","22.834","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7020219","","","","","","","","","","","","","","","","","","","","","","","","","158","158","158","23.18","23.18","23.18","","","","","",""
"7025451","","","","","","","","","","","","","","","","","","","","","","","","","158","158","158","23.261","23.261","23.261","","","","","",""
"7026076","","","","","","","","","","","","","","","","","","","","","","","","","138","138","138","23.2","23.2","23.2","","","","","",""
"7026517","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161","161","161","22.838","22.838","22.838"
"7031834","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","143","143","143","23.131","23.131","23.131"
"7033657","","","","","","","","","","","","","","","","","","","155","155","155","23.239","23.239","23.239","","","","","","","","","","","",""
"7037713","","","","","","","147","147","147","23.03","23.03","23.03","","","","","","","","","","","","","","","","","","","","","","","",""
"7038668","","","","","","","","","","","","","","","","","","","162","162","162","23.362","23.362","23.362","","","","","","","","","","","",""
"7041509","","","","","","","","","","","","","157","157","157","23.309","23.309","23.309","","","","","","","","","","","","","","","","","",""
"7042550","159","159","159","22.709","22.709","22.709","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7053340","","","","","","","","","","","","","159","159","159","23.263","23.263","23.263","","","","","","","","","","","","","","","","","",""
"7063975","151","151","151","22.702","22.702","22.702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7064419","","","","","","","","","","","","","156","156","156","23.184","23.184","23.184","","","","","","","","","","","","","","","","","",""
"7066729","","","","","","","","","","","","","","","","","","","","","","","","","159","159","159","23.175","23.175","23.175","","","","","",""
"7070151","","","","","","","","","","","","","","","","","","","","","","","","","159","159","159","23.165","23.165","23.165","","","","","",""
"7070855","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162","162","162","22.936","22.936","22.936"
"7076108","","","","","","","","","","","","","","","","","","","","","","","","","139","139","139","23.026","23.026","23.026","","","","","",""
"7078145","","","","","","","","","","","","","","","","","","","156","156","156","23.224","23.224","23.224","","","","","","","","","","","",""
"7078812","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144","144","144","23.164","23.164","23.164"
"7082225","","","","","","","","","","","","","","","","","","","163","163","163","23.287","23.287","23.287","","","","","","","","","","","",""
"7084381","","","","","","","148","148","148","22.938","22.938","22.938","","","","","","","","","","","","","","","","","","","","","","","",""
"7084582","","","","","","","","","","","","","158","158","158","23.461","23.461","23.461","","","","","","","","","","","","","","","","","",""
"7086191","160","160","160","22.726","22.726","22.726","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7096287","","","","","","","","","","","","","160","160","160","23.263","23.263","23.263","","","","","","","","","","","","","","","","","",""
"7108293","","","","","","","","","","","","","157","157","157","23.274","23.274","23.274","","","","","","","","","","","","","","","","","",""
"7109266","152","152","152","22.695","22.695","22.695","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7112397","","","","","","","","","","","","","","","","","","","","","","","","","160","160","160","23.193","23.193","23.193","","","","","",""
"7113929","","","","","","","","","","","","","","","","","","","","","","","","","160","160","160","23.2","23.2","23.2","","","","","",""
"7114351","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163","163","163","23.116","23.116","23.116"
"7122781","","","","","","","","","","","","","","","","","","","157","157","157","23.259","23.259","23.259","","","","","","","","","","","",""
"7127580","","","","","","","","","","","","","","","","","","","164","164","164","23.346","23.346","23.346","","","","","","","","","","","",""
"7128862","","","","","","","","","","","","","159","159","159","23.399","23.399","23.399","","","","","","","","","","","","","","","","","",""
"7129286","161","161","161","22.808","22.808","22.808","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7130056","","","","","","","","","","","","","","","","","","","","","","","","","140","140","140","22.988","22.988","22.988","","","","","",""
"7131148","","","","","","","149","149","149","22.914","22.914","22.914","","","","","","","","","","","","","","","","","","","","","","","",""
"7140037","","","","","","","","","","","","","161","161","161","23.419","23.419","23.419","","","","","","","","","","","","","","","","","",""
"7153999","","","","","","","","","","","","","158","158","158","23.425","23.425","23.425","","","","","","","","","","","","","","","","","",""
"7155653","153","153","153","22.771","22.771","22.771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7156685","","","","","","","","","","","","","","","","","","","","","","","","","161","161","161","23.171","23.171","23.171","","","","","",""
"7157633","","","","","","","","","","","","","","","","","","","","","","","","","161","161","161","23.007","23.007","23.007","","","","","",""
"7158684","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164","164","164","23.16","23.16","23.16"
"7167755","","","","","","","","","","","","","","","","","","","158","158","158","23.419","23.419","23.419","","","","","","","","","","","",""
"7170381","","","","","","","","","","","","","","","","","","","165","165","165","23.386","23.386","23.386","","","","","","","","","","","",""
"7173871","","","","","","","","","","","","","160","160","160","23.354","23.354","23.354","","","","","","","","","","","","","","","","","",""
"7173888","162","162","162","22.878","22.878","22.878","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7174699","","","","","","","150","150","150","22.939","22.939","22.939","","","","","","","","","","","","","","","","","","","","","","","",""
"7182091","","","","","","","","","","","","","","","","","","","","","","","","","141","141","141","23.225","23.225","23.225","","","","","",""
"7185416","","","","","","","","","","","","","162","162","162","23.342","23.342","23.342","","","","","","","","","","","","","","","","","",""
"7198992","","","","","","","","","","","","","159","159","159","23.236","23.236","23.236","","","","","","","","","","","","","","","","","",""
"7201348","154","154","154","22.832","22.832","22.832","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7201471","","","","","","","","","","","","","","","","","","","","","","","","","162","162","162","23.226","23.226","23.226","","","","","",""
"7201512","","","","","","","","","","","","","","","","","","","","","","","","","162","162","162","23.267","23.267","23.267","","","","","",""
"7202239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165","165","165","23.026","23.026","23.026"
"7213600","","","","","","","","","","","","","","","","","","","159","159","159","23.273","23.273","23.273","","","","","","","","","","","",""
"7214451","","","","","","","","","","","","","","","","","","","166","166","166","23.586","23.586","23.586","","","","","","","","","","","",""
"7218115","163","163","163","22.882","22.882","22.882","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7218665","","","","","","","","","","","","","161","161","161","23.343","23.343","23.343","","","","","","","","","","","","","","","","","",""
"7222565","","","","","","","151","151","151","22.904","22.904","22.904","","","","","","","","","","","","","","","","","","","","","","","",""
"7227589","","","","","","","","","","","","","163","163","163","23.354","23.354","23.354","","","","","","","","","","","","","","","","","",""
"7234866","","","","","","","","","","","","","","","","","","","","","","","","","142","142","142","23.216","23.216","23.216","","","","","",""
"7244188","","","","","","","","","","","","","","","","","","","","","","","","","163","163","163","23.287","23.287","23.287","","","","","",""
"7244580","","","","","","","","","","","","","160","160","160","23.214","23.214","23.214","","","","","","","","","","","","","","","","","",""
"7245993","","","","","","","","","","","","","","","","","","","","","","","","","163","163","163","23.235","23.235","23.235","","","","","",""
"7248018","155","155","155","22.7","22.7","22.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7248511","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166","166","166","22.964","22.964","22.964"
"7260522","","","","","","","","","","","","","","","","","","","167","167","167","23.36","23.36","23.36","","","","","","","","","","","",""
"7261064","","","","","","","","","","","","","","","","","","","160","160","160","23.33","23.33","23.33","","","","","","","","","","","",""
"7261287","164","164","164","22.822","22.822","22.822","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7268855","","","","","","","152","152","152","22.9","22.9","22.9","","","","","","","","","","","","","","","","","","","","","","","",""
"7271951","","","","","","","","","","","","","164","164","164","23.435","23.435","23.435","","","","","","","","","","","","","","","","","",""
"7286027","","","","","","","","","","","","","","","","","","","","","","","","","143","143","143","23.098","23.098","23.098","","","","","",""
"7287576","","","","","","","","","","","","","","","","","","","","","","","","","164","164","164","23.242","23.242","23.242","","","","","",""
"7290188","","","","","","","","","","","","","161","161","161","23.319","23.319","23.319","","","","","","","","","","","","","","","","","",""
"7291055","","","","","","","","","","","","","","","","","","","","","","","","","164","164","164","23.108","23.108","23.108","","","","","",""
"7291832","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","167","167","167","22.986","22.986","22.986"
"7293149","156","156","156","22.668","22.668","22.668","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7303410","","","","","","","","","","","","","","","","","","","168","168","168","23.374","23.374","23.374","","","","","","","","","","","",""
"7306423","165","165","165","22.749","22.749","22.749","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7306984","","","","","","","","","","","","","","","","","","","161","161","161","23.378","23.378","23.378","","","","","","","","","","","",""
"7315515","","","","","","","153","153","153","23.016","23.016","23.016","","","","","","","","","","","","","","","","","","","","","","","",""
"7317374","","","","","","","","","","","","","165","165","165","23.356","23.356","23.356","","","","","","","","","","","","","","","","","",""
"7333477","","","","","","","","","","","","","","","","","","","","","","","","","165","165","165","23.166","23.166","23.166","","","","","",""
"7336264","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","168","168","168","22.866","22.866","22.866"
"7336289","","","","","","","","","","","","","","","","","","","","","","","","","165","165","165","22.95","22.95","22.95","","","","","",""
"7336621","","","","","","","","","","","","","162","162","162","23.422","23.422","23.422","","","","","","","","","","","","","","","","","",""
"7337924","","","","","","","","","","","","","","","","","","","","","","","","","144","144","144","23.087","23.087","23.087","","","","","",""
"7341246","157","157","157","22.562","22.562","22.562","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7346545","","","","","","","","","","","","","","","","","","","169","169","169","23.365","23.365","23.365","","","","","","","","","","","",""
"7352183","166","166","166","22.903","22.903","22.903","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7353854","","","","","","","","","","","","","","","","","","","162","162","162","23.381","23.381","23.381","","","","","","","","","","","",""
"7361655","","","","","","","","","","","","","166","166","166","23.478","23.478","23.478","","","","","","","","","","","","","","","","","",""
"7364487","","","","","","","154","154","154","23.009","23.009","23.009","","","","","","","","","","","","","","","","","","","","","","","",""
"7379242","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","169","169","169","22.901","22.901","22.901"
"7380131","","","","","","","","","","","","","","","","","","","","","","","","","166","166","166","23.248","23.248","23.248","","","","","",""
"7380459","","","","","","","","","","","","","","","","","","","","","","","","","166","166","166","23.294","23.294","23.294","","","","","",""
"7382099","","","","","","","","","","","","","163","163","163","23.467","23.467","23.467","","","","","","","","","","","","","","","","","",""
"7387193","158","158","158","22.902","22.902","22.902","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7390868","","","","","","","","","","","","","","","","","","","170","170","170","23.451","23.451","23.451","","","","","","","","","","","",""
"7391284","","","","","","","","","","","","","","","","","","","","","","","","","145","145","145","23.133","23.133","23.133","","","","","",""
"7396834","167","167","167","22.798","22.798","22.798","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7399240","","","","","","","","","","","","","","","","","","","163","163","163","23.393","23.393","23.393","","","","","","","","","","","",""
"7405772","","","","","","","","","","","","","167","167","167","23.36","23.36","23.36","","","","","","","","","","","","","","","","","",""
"7410861","","","","","","","155","155","155","22.921","22.921","22.921","","","","","","","","","","","","","","","","","","","","","","","",""
"7422569","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170","170","170","22.914","22.914","22.914"
"7425240","","","","","","","","","","","","","","","","","","","","","","","","","167","167","167","23.238","23.238","23.238","","","","","",""
"7426484","","","","","","","","","","","","","","","","","","","","","","","","","167","167","167","23.25","23.25","23.25","","","","","",""
"7429166","","","","","","","","","","","","","164","164","164","23.457","23.457","23.457","","","","","","","","","","","","","","","","","",""
"7433942","159","159","159","22.822","22.822","22.822","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7435303","","","","","","","","","","","","","","","","","","","171","171","171","23.452","23.452","23.452","","","","","","","","","","","",""
"7441038","168","168","168","22.85","22.85","22.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7445060","","","","","","","","","","","","","","","","","","","","","","","","","146","146","146","23.119","23.119","23.119","","","","","",""
"7445155","","","","","","","","","","","","","","","","","","","164","164","164","23.454","23.454","23.454","","","","","","","","","","","",""
"7451033","","","","","","","","","","","","","168","168","168","23.36","23.36","23.36","","","","","","","","","","","","","","","","","",""
"7458571","","","","","","","156","156","156","22.836","22.836","22.836","","","","","","","","","","","","","","","","","","","","","","","",""
"7464612","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171","171","171","22.696","22.696","22.696"
"7469715","","","","","","","","","","","","","","","","","","","","","","","","","168","168","168","23.212","23.212","23.212","","","","","",""
"7474809","","","","","","","","","","","","","165","165","165","23.306","23.306","23.306","","","","","","","","","","","","","","","","","",""
"7480701","","","","","","","","","","","","","","","","","","","172","172","172","23.343","23.343","23.343","","","","","","","","","","","",""
"7484383","169","169","169","22.676","22.676","22.676","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7489412","","","","","","","","","","","","","","","","","","","165","165","165","23.375","23.375","23.375","","","","","","","","","","","",""
"7494568","","","","","","","","","","","","","169","169","169","23.157","23.157","23.157","","","","","","","","","","","","","","","","","",""
"7497302","","","","","","","","","","","","","","","","","","","","","","","","","147","147","147","23.167","23.167","23.167","","","","","",""
"7506135","","","","","","","157","157","157","22.931","22.931","22.931","","","","","","","","","","","","","","","","","","","","","","","",""
"7508599","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172","172","172","22.996","22.996","22.996"
"7512289","","","","","","","","","","","","","","","","","","","","","","","","","169","169","169","23.148","23.148","23.148","","","","","",""
"7520650","","","","","","","","","","","","","166","166","166","23.435","23.435","23.435","","","","","","","","","","","","","","","","","",""
"7523720","","","","","","","","","","","","","","","","","","","173","173","173","23.381","23.381","23.381","","","","","","","","","","","",""
"7529723","170","170","170","22.866","22.866","22.866","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7534571","","","","","","","","","","","","","","","","","","","166","166","166","23.471","23.471","23.471","","","","","","","","","","","",""
"7537984","","","","","","","","","","","","","170","170","170","23.395","23.395","23.395","","","","","","","","","","","","","","","","","",""
"7548297","","","","","","","","","","","","","","","","","","","","","","","","","148","148","148","23.258","23.258","23.258","","","","","",""
"7552423","","","","","","","158","158","158","23.075","23.075","23.075","","","","","","","","","","","","","","","","","","","","","","","",""
"7556019","","","","","","","","","","","","","","","","","","","","","","","","","170","170","170","23.231","23.231","23.231","","","","","",""
"7566364","","","","","","","","","","","","","167","167","167","23.352","23.352","23.352","","","","","","","","","","","","","","","","","",""
"7567520","","","","","","","","","","","","","","","","","","","174","174","174","23.458","23.458","23.458","","","","","","","","","","","",""
"7573401","171","171","171","22.747","22.747","22.747","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7580909","","","","","","","","","","","","","","","","","","","167","167","167","23.375","23.375","23.375","","","","","","","","","","","",""
"7581288","","","","","","","","","","","","","171","171","171","23.334","23.334","23.334","","","","","","","","","","","","","","","","","",""
"7601169","","","","","","","","","","","","","","","","","","","","","","","","","171","171","171","23.142","23.142","23.142","","","","","",""
"7601389","","","","","","","159","159","159","22.909","22.909","22.909","","","","","","","","","","","","","","","","","","","","","","","",""
"7602310","","","","","","","","","","","","","","","","","","","","","","","","","149","149","149","23.151","23.151","23.151","","","","","",""
"7608629","","","","","","","","","","","","","","","","","","","175","175","175","23.411","23.411","23.411","","","","","","","","","","","",""
"7610508","","","","","","","","","","","","","168","168","168","23.356","23.356","23.356","","","","","","","","","","","","","","","","","",""
"7619349","172","172","172","22.626","22.626","22.626","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7624476","","","","","","","","","","","","","172","172","172","23.352","23.352","23.352","","","","","","","","","","","","","","","","","",""
"7647175","","","","","","","","","","","","","","","","","","","","","","","","","172","172","172","22.999","22.999","22.999","","","","","",""
"7648453","","","","","","","160","160","160","22.931","22.931","22.931","","","","","","","","","","","","","","","","","","","","","","","",""
"7650916","","","","","","","","","","","","","","","","","","","176","176","176","23.42","23.42","23.42","","","","","","","","","","","",""
"7656802","","","","","","","","","","","","","169","169","169","23.255","23.255","23.255","","","","","","","","","","","","","","","","","",""
"7657656","","","","","","","","","","","","","","","","","","","","","","","","","150","150","150","23.168","23.168","23.168","","","","","",""
"7664825","173","173","173","22.922","22.922","22.922","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7669706","","","","","","","","","","","","","173","173","173","23.403","23.403","23.403","","","","","","","","","","","","","","","","","",""
"7690620","","","","","","","","","","","","","","","","","","","","","","","","","173","173","173","23.124","23.124","23.124","","","","","",""
"7695925","","","","","","","161","161","161","22.954","22.954","22.954","","","","","","","","","","","","","","","","","","","","","","","",""
"7697886","","","","","","","","","","","","","","","","","","","177","177","177","23.292","23.292","23.292","","","","","","","","","","","",""
"7703766","","","","","","","","","","","","","170","170","170","23.378","23.378","23.378","","","","","","","","","","","","","","","","","",""
"7709169","174","174","174","23.004","23.004","23.004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7710897","","","","","","","","","","","","","","","","","","","","","","","","","151","151","151","23.207","23.207","23.207","","","","","",""
"7714770","","","","","","","","","","","","","174","174","174","23.436","23.436","23.436","","","","","","","","","","","","","","","","","",""
"7735491","","","","","","","","","","","","","","","","","","","","","","","","","174","174","174","23.198","23.198","23.198","","","","","",""
"7741480","","","","","","","","","","","","","","","","","","","178","178","178","23.369","23.369","23.369","","","","","","","","","","","",""
"7742887","","","","","","","162","162","162","23.015","23.015","23.015","","","","","","","","","","","","","","","","","","","","","","","",""
"7748886","","","","","","","","","","","","","171","171","171","23.359","23.359","23.359","","","","","","","","","","","","","","","","","",""
"7752345","175","175","175","22.746","22.746","22.746","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7757576","","","","","","","","","","","","","175","175","175","23.286","23.286","23.286","","","","","","","","","","","","","","","","","",""
"7763777","","","","","","","","","","","","","","","","","","","","","","","","","152","152","152","23.13","23.13","23.13","","","","","",""
"7780444","","","","","","","","","","","","","","","","","","","","","","","","","175","175","175","23.076","23.076","23.076","","","","","",""
"7784449","","","","","","","","","","","","","","","","","","","179","179","179","23.342","23.342","23.342","","","","","","","","","","","",""
"7789309","","","","","","","163","163","163","23.002","23.002","23.002","","","","","","","","","","","","","","","","","","","","","","","",""
"7795238","176","176","176","22.802","22.802","22.802","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7801661","","","","","","","","","","","","","176","176","176","23.43","23.43","23.43","","","","","","","","","","","","","","","","","",""
"7816134","","","","","","","","","","","","","","","","","","","","","","","","","153","153","153","23.081","23.081","23.081","","","","","",""
"7826574","","","","","","","","","","","","","","","","","","","","","","","","","176","176","176","23.193","23.193","23.193","","","","","",""
"7831131","","","","","","","","","","","","","","","","","","","180","180","180","23.247","23.247","23.247","","","","","","","","","","","",""
"7836084","","","","","","","164","164","164","23.039","23.039","23.039","","","","","","","","","","","","","","","","","","","","","","","",""
"7839669","177","177","177","22.622","22.622","22.622","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7845375","","","","","","","","","","","","","177","177","177","23.182","23.182","23.182","","","","","","","","","","","","","","","","","",""
"7871016","","","","","","","","","","","","","","","","","","","","","","","","","154","154","154","23.282","23.282","23.282","","","","","",""
"7875221","","","","","","","","","","","","","","","","","","","181","181","181","23.377","23.377","23.377","","","","","","","","","","","",""
"7882750","","","","","","","165","165","165","23.059","23.059","23.059","","","","","","","","","","","","","","","","","","","","","","","",""
"7885049","178","178","178","22.856","22.856","22.856","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7891907","","","","","","","","","","","","","178","178","178","23.341","23.341","23.341","","","","","","","","","","","","","","","","","",""
"7920504","","","","","","","","","","","","","","","","","","","182","182","182","23.272","23.272","23.272","","","","","","","","","","","",""
"7924810","","","","","","","","","","","","","","","","","","","","","","","","","155","155","155","23.138","23.138","23.138","","","","","",""
"7927145","","","","","","","166","166","166","23.118","23.118","23.118","","","","","","","","","","","","","","","","","","","","","","","",""
"7927885","179","179","179","22.899","22.899","22.899","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7935923","","","","","","","","","","","","","179","179","179","23.329","23.329","23.329","","","","","","","","","","","","","","","","","",""
"7966098","","","","","","","","","","","","","","","","","","","183","183","183","23.314","23.314","23.314","","","","","","","","","","","",""
"7972516","180","180","180","22.764","22.764","22.764","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7973421","","","","","","","167","167","167","23.045","23.045","23.045","","","","","","","","","","","","","","","","","","","","","","","",""
"7977937","","","","","","","","","","","","","","","","","","","","","","","","","156","156","156","22.992","22.992","22.992","","","","","",""
"7981263","","","","","","","","","","","","","180","180","180","23.274","23.274","23.274","","","","","","","","","","","","","","","","","",""
"8011084","","","","","","","","","","","","","","","","","","","184","184","184","23.471","23.471","23.471","","","","","","","","","","","",""
"8015190","181","181","181","22.724","22.724","22.724","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8021393","","","","","","","168","168","168","23.015","23.015","23.015","","","","","","","","","","","","","","","","","","","","","","","",""
